Family APG2,FAMFOSTER,FamCroat,Genus,Prefix,Species,Author,v/s,Varsub,Varsubauth,chg,catpan,chg2,SYNONYMS,Voucher spec,Syn ref,Syn_notes,For/Mar_RF,LF_RF,BCI_STAT,BCI cult,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Papilionoideae,Machaerium,,kegelii,Meisn.,,,,,,,    ,,,,F,L,,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Papilionoideae,Machaerium,,microphyllum,(E.Mey.) Standl.,,,,,n,,"Machaerium isadelphum (E.Mey.) Amshoff sensu Dwyer (1965, Fl Pan), probably in toto; Machaerium isadelphum (E.Mey.) Amshoff sensu Correa et al. (2004), in part; neither Machaerium isadelphum (E.Mey.) Amshoff, nor Machaerium marginatum Standl. are synonyms as in Croat (1978)","Foster 1309 (F): det. V. Rudd 1975; Croat 8140 (F), Woodworth 584 (F): det. V. Rudd 1987",N. Zamora 2005 (pers. comm.),"Correa et al. (2004) treat both M. isadelphum sensu Fl Pan, and M. longifolium sensu Fl Pan under M. isadelphum; however these apparently represent M. microphyllum and M. isadelphum, respectively, both of which are reported from BCI. ",F,L,,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Papilionoideae,Machaerium,,milleflorum,Pittier,,,,(-),,,"Machaerium milleflorum Pittier sensu Croat (1978), in part","Foster 683 (F), Foster 728 (F), C.Wilson 24 (F): det. V.Rudd 1975",,,F,L,,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Papilionoideae,Machaerium,,polyphyllum,Benth.,,,,new,n,,"Machaerium milleflorum Pittier sensu Croat (1978), in part","Shattuck 166, 817; Croat 8806, 14060; Woodworth & Vestal 327: all det. V.Rudd 93",,All cited vouchers previously det. Machaerium milleflorum (or synonym M. purpurascens),,,,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Papilionoideae,Machaerium,,salvadorense,(Donn. Sm.) Rudd,,,,det.,,,Machaerium riparium Brandegee sensu Croat (1978)  ,Montgomery 128: det Rudd 1993 (Tropicos),"Rudd, V. 1971 (Phytologia 22: 56) [new comb.]; Rudd, V. 1977 (Bol. Soc. Bot. Mex. 37: 119-146.)","Rudd (1971) placed M. riparium in synonymy of M. salvadorense, but later (1977) segregated M. riparium as a species of northern Central America.",F,L,,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Papilionoideae,Machaerium,,seemannii,Benth. ex Seem.,,,,,,,    ,,,,F,L,,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Papilionoideae,Mucuna,,mutisiana,(Kunth) DC.,,,,,,,    ,,,,F,L,,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Papilionoideae,Mucuna,,rostrata,Benth.,,,,,,,    ,,,,M,L,D,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Papilionoideae,Myrospermum,,frutescens,Jacq.,,,,new,,,    ,Foster 2956 (database); Garwood 2242: det Garwood,,,F,T,,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Papilionoideae,Myroxylon,,balsamum,(L.) Harms,var.,pereirae,(Royle) Harms,,,,    ,,,,M,T,D,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Papilionoideae,Ormosia,,amazonica,Ducke,,,,new,,,    ,"Foster 2866 (""cf.""): det. C.Stirton 1991; Foster 2918",,,F,T,,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Papilionoideae,Ormosia,,coccinea,(Aubl.) Jacks.,,sensu lato,,det.,,,"Ormosia coccinea (Aubl.) Jacks. var. subsimplex (Spruce ex Benth.) Rudd, sensu Croat (1978); Ormosia croatii sensu Stirton ined.",Foster 2980 (F): det. N.Zamora 2006,N. Zamora 2006 (pers. comm.),"Ormosia croatii Stirton, ined., Foster 2980 (F), Croat 6577 (US), det. C.Stirton 1991; cited by Foster 1993-1998 (unpub)",F,T,,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Papilionoideae,Ormosia,,macrocalyx,Ducke,,,,,,,    ,Croat 13217: det Stirton 1987 (Tropicos),,,F,T,,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Papilionoideae,Ormosia,,panamensis,Benth.,,,,,,,    ,Foster 1128: det Zamora 1994 (Tropicos),,,F,T,,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Papilionoideae,Platymiscium,,pinnatum,(Jacq.) Dugand,ssp.,polystachyum,(Benth.) Klitgaard,(+ssp.),,,Platymiscium pinnatum (Jacq.) Dugand sensu Croat (1978),"Foster 796, 1113 (F): det. B.Klitgaard 1996","Klitgaard, B. 1999[2000] (Kew Bull. 54: 973)",,F,T,,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Papilionoideae,Platypodium,,elegans,Vogel,ssp.,maxonianum,(Pittier) H.Lima,(+ssp.),n(-ssp),,"Platypodium elegans Vogel sensu Croat (1978), Correa et al. (2004)","Croat 4663, 5411, 6051, 7175 (MO): det. H.C.deLima 1986","Lima, H.C. in Aymard, G. 1999[2000] (Fl Ven Guay 5:377)",,F,T,,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Papilionoideae,Pterocarpus,,hayesii,Hemsl.,,,,det.,n,,"Pterocarpus rohrii Vahl sensu Croat (1978), Rojo (1972), Correa et al. (2004); Pterocarpus belizensis (cf.) sensu Foster (50 ha plot list, unpub.), in part","Croat 14866, 16627 (F): det. provisionally, N.Zamora 2005 (pers. comm.)","Rojo, J. 1972 (Phanerog Monogr 5:1-119); Zamora, N. 2005 (pers. comm.) removes Pt. hayesii from synonymy of Pt. rohrii (as in Rojo 1972); cf. Digital Flora de La Selva (online 2007)","Zamora (pers comm) removes Pt. hayesii from synonymy of Pt. rohrii (as in Rojo 1972); Pterocarpus belizensis sensu Foster (unpublished list, voucher Foster 2967) is the same species, fide L.Comita 2006 (pers. comm.)",F,T,,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Papilionoideae,Pterocarpus,,officinalis,Jacq.,,,,,,,    ,,,,M,T,D,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Papilionoideae,Rhynchosia,,calycosa,Hemsl.,,,,new,,,    ,Garwood 2014: det Garwood,,,M,H,,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Papilionoideae,Rhynchosia,,erythrinoides,Schltdl. & Cham.,,,,det.,,,Rhynchosia pyramidalis (Lam.) Urb. sensu Croat (1978)  ,"Woodworth & Vestal 414, det Grear 1978","Grear, J. 1978 (Mem NYBG 31: 1-168)","Garwood note: Grear describes as seeds mostly red, but not my BCI samples!",F,L,,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Caesalpinioideae,Swartzia,,simplex,(Sw.) Spreng.,var.,continentalis,Urb.,syn.,,,Swartzia simplex (Sw.) Spreng var. ochnacea (DC.) R.S.Cowan,,"Téllez, O. 2001 (Fl Nic); Torke, B. 2004 (Syst. Bot. 29: 358-365)","Two varieties of S. simplex can be distinguished on BCI, although distinctions break down over the range of the species, fide B.Torke 2006 (pers. comm.) A revised treatment is expected in the future.",F,U,,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Caesalpinioideae,Swartzia,,simplex,(Sw.) Spreng.,var.,grandiflora,(Raddi) R.S.Cowan,,,,    ,,"Torke, B. 2004 (Syst. Bot. 29: 358-365)",See var. continentalis Note.,F,U,,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Papilionoideae,Teramnus,,uncinatus,(L.) Sw.,,,,,,,    ,Croat 13151: det D'Arcy 1979  (Tropicos),,,M,Vw,,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Papilionoideae,Teramnus,,volubilis,Sw.,,,,,,,    ,Croat 13222: det D'Arcy 1979 (Tropicos),,,M,Vw,,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Papilionoideae,Vatairea,,erythrocarpa,(Ducke) Ducke,,,,,,,Vatairea lundellii (Standl.) Killip ex Record sensu Foster (1998 unpub.)  ,"Foster 2933 (MO), Croat 16624 (MO): det. Zamora 2003-4 (Tropicos); Garwood 1811: det. Garwood","Lima, H.C. 1982 (Arch. Jard. Bot. Rio de Janeiro 26:173-213)",Croat 16624 previously det. Vatairea lundellii by H.Lima 1986,F,T,,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Papilionoideae,Vigna,,peduncularis,(Kunth) Fawc. & Rendle,,,,syn.,,,Phaseolus peduncularis Kunth  ,"Croat 5256, 7032 (MO), Standley 40857 (US), Shattuck 74: det. A.Delgado-Salinas 2005","Delgado-Salinas, A. & L. Torres-Colín 2001 (Fl Nic)",,M,Vw,,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Papilionoideae,Vigna,,trichocarpa,(C.Wright) A. Delgado,,,,syn.,,,Phaseolus trichocarpus C. Wright ex Sauvalle; Vigna longifolia (Benth.) Verdc. sensu Lackey & D'Arcy (1980),"Croat 5717 (MO), Croat 8250 (MO), Shattuck 245 (MO): fide A.Delgado-Salinas 2005 (pers. comm.)","Delgado-Salinas, A. & L. Torres-Colín 2001 (Fl Nic); A. Delgado-Salinas 2005 (pers. comm.); Lackey, J. & W. D'Arcy 1980 (Fl Pan)*",,M,Vw,,,,
Fabaceae - Papilionoideae,Fabaceae - Papilionoideae,Leguminosae-Papilionoideae,Vigna,,vexillata,(L.) A.Rich.,,,,,,,    ,"Croat 6872, Ebinger 77 (MO): fide A.Delgado-Salinas 2005 (pers. comm.)",,,M,Vw,,,,
Salicaceae,Flacourtiaceae,Flacourtiaceae,Banara,,guianensis,Aubl.,,,,,,,    ,,,,F,U,,,,
Salicaceae,Flacourtiaceae,Flacourtiaceae,Casearia,,aculeata,Jacq.,,,,,,,    ,,,,F,U,,,,
Salicaceae,Flacourtiaceae,Flacourtiaceae,Casearia,,arborea,(Rich.) Urb.,,,,,,,    ,,,,F,M,,,,
Salicaceae,Flacourtiaceae,Flacourtiaceae,Casearia,,arguta,Kunth,,,,,,,    ,,,,M,U,D,,,
Salicaceae,Flacourtiaceae,Flacourtiaceae,Casearia,,commersoniana,Cambess.,,,,,,,    ,,,,F,U,,,,
Salicaceae,Flacourtiaceae,Flacourtiaceae,Casearia,,corymbosa,Kunth,,,,,,,    ,,,,M,U,D,,,
Salicaceae,Flacourtiaceae,Flacourtiaceae,Casearia,,guianensis,(Aubl.) Urb.,,,,,,,    ,,,,F,U,,,,
Salicaceae,Flacourtiaceae,Flacourtiaceae,Casearia,,sylvestris,Sw.,var.,sylvestris,,(+var.),,,,Many BCI coll's cited by Sleumer,"Sleumer, H. 1980 (Fl Neotr 22)",,F,M,,,,
Salicaceae,Flacourtiaceae,Flacourtiaceae,Hasseltia,,floribunda,Kunth,,,,,,,    ,,,,F,M,,,,
Lacistemaceae,Flacourtiaceae,Lacistemaceae,Lacistema,,aggregatum,(P.J. Bergius) Rusby,,,,,,,    ,,,,F,U,,,,
Salicaceae,Flacourtiaceae,Flacourtiaceae,Laetia,,procera,(Poepp.) Eichler,,,,,,,    ,,,,F,T,,,,
Salicaceae,Flacourtiaceae,Flacourtiaceae,Laetia,,thamnia,L.,,,,,,,    ,,,,F,U,,,,
Achariaceae,Flacourtiaceae,Flacourtiaceae,Lindackeria,,laurina,C. Presl,,,,,,,    ,,,,F,M,,,,
Lacistemaceae,Flacourtiaceae,Lacistemaceae,Lozania,,pittieri,(S.F. Blake) L.B. Sm.,,,,,,,    ,,,,F,U,,,,
Salicaceae,Flacourtiaceae,Flacourtiaceae,Tetrathylacium,,johansenii,Standl.,,,,,,,    ,,,,F,T,,,,
Salicaceae,Flacourtiaceae,Flacourtiaceae,Xylosma,,chlorantha,Donn. Sm.,,,,,,,"Xylosma chloranthum, orth var. (Croat 1978)",Croat 10087: det Liesner 1997 (Tropicos),,,F,U,,,,
Salicaceae,Flacourtiaceae,Flacourtiaceae,Xylosma,,oligandra,Donn. Sm.,,,,,,,"Xylosma oligandrum, orth. var. (Croat 1978)",,,,F,S,,,,
Salicaceae,Flacourtiaceae,Flacourtiaceae,Zuelania,,guidonia,(Sw.) Britton & Millsp.,,,,,,,    ,,,,F,M,,,,
Gentianaceae,Gentianaceae,Gentianaceae,Chelonanthus,,alatus,(Aubl.) Pulle,,,,,,,Irlbachia alata (Aubl.) Maas  ,,"Struwe, L. et al. 2002 (Gentianaceae: Syst. Nat. Hist. pp. 21-309)",,M,Hw,,,,
Gentianaceae,Gentianaceae,Gentianaceae,Voyria,,corymbosa,Splitg.,ssp.,alba,(Standl.) Ruyters & Maas,syn.,,,Voyria alba (Standl.) L.O. Williams  ,Schmalzel 17 (MO): det. Wilbur 1995 (as V. alba),"Maas, P. & P. Ruyters 1986 (Fl Neotr 41); Maas, P. 1999 (Fl Ven Guay 5)",Wilbur 2001 (Fl Nic); Fl Meso ined. (W3FM) accept V. alba,F,PH,,,,
Gentianaceae,Gentianaceae,Gentianaceae,Voyria,,tenella,Hook.,,,,,,,    ,Croat 6662: det 1986 (Fl Neotro 41),,,F,PH,,,,
Gentianaceae,Gentianaceae,Gentianaceae,Voyria,,truncata,(Standl.) Standl. & Steyerm.,,,,,,,    ,Croat 4296a: det Wilbur 1983 (Tropicos),,,F,PH,,,,
Gentianaceae,Gentianaceae,Gentianaceae,Xestaea,,lisianthoides,Griseb.,,,,syn.,,,Schultesia lisianthoides (Griseb.) Benth. & Hook. f. ex Hemsl.,,"Struwe, L. et al. 2002 (Gentianaceae: Syst. Nat. Hist. pp. 21-309)",,M,Hw,,,,
Gesneriaceae,Gesneriaceae,Gesneriaceae,Besleria,,laxiflora,Benth.,,,,,,,    ,,,,M,Hw,D,,,
Gesneriaceae,Gesneriaceae,Gesneriaceae,Chrysothemis,,friedrichsthaliana,(Hanst.) H.E.Moore,,,,,,,    ,,,,F,H,,,,
Gesneriaceae,Gesneriaceae,Gesneriaceae,Codonanthe,,crassifolia,(H. Focke) C.V. Morton,,,,,,,    ,,,,F,E,,,,
Gesneriaceae,Gesneriaceae,Gesneriaceae,Codonanthe,,uleana,Fritsch,,,,,,,    ,,,,M,E,D,,,
Gesneriaceae,Gesneriaceae,Gesneriaceae,Columnea,,billbergiana,Beurl.,,,,,,,    ,,,,F,E,,,,
Gesneriaceae,Gesneriaceae,Gesneriaceae,Columnea,,purpurata,Hanst.,,,,,,,    ,,,,M,E,D,,,
Gesneriaceae,Gesneriaceae,Gesneriaceae,Diastema,,racemiferum,Benth.,,,,,,,    ,,,,M,H,D,,,
Gesneriaceae,Gesneriaceae,Gesneriaceae,Drymonia,,serrulata,(Jacq.) Mart.,,,,,,,    ,,,,F,V,,,,
Gesneriaceae,Gesneriaceae,Gesneriaceae,Kohleria,,tubiflora,(Cav.) Hanst.,,,,,,,    ,,,,M,Hw,,,,
Gesneriaceae,Gesneriaceae,Gesneriaceae,Nautilocalyx,,panamensis,(Seem.) Seem.,,,,,,,    ,,,,F,H,,,,
Gnetaceae,Gnetaceae,Gnetaceae,Gnetum,,leyboldii,Tul.,var.,woodsonianum,Markgr.,,,,Gnetum woodsonianum (Markgr.) H. Won ined. (annotations at MO); Thoa leyboldii (Tulasne) Doweld (2000),,,"C. American specimens at BM det. G. woodsonianum ined., H. Won 2002; Doweld 2000 (Turczaninowia 2000 3(4):28-36) segregated all species with 2-merous seed coats to genus Thoa.",F,L,,,,
Haemodoraceae,Haemodoraceae,Haemodoraceae,Xiphidium,,caeruleum,Aubl.,,,,,,,    ,,,,F,H,,,,
Heliconiaceae,Heliconiaceae,Musaceae,Heliconia,,curtispatha,Petersen,,,,det.,,,Heliconia pogonantha Cufod. sensu Croat (1978)  ,Croat 12422 (BCI): det by Kress 1998 (Tropicos),,,M,H,,C,,
Heliconiaceae,Heliconiaceae,Musaceae,Heliconia,,irrasa,Lane ex R.R. Sm.,,,,,,,    ,,,,F,H,,,,
Heliconiaceae,Heliconiaceae,Musaceae,Heliconia,,latispatha,Benth.,,,,,,,    ,,,,M,Hw,,,,
Heliconiaceae,Heliconiaceae,Musaceae,Heliconia,,mariae,Hook.f.,,,,,,,    ,,,,M,Hw,,,,
Heliconiaceae,Heliconiaceae,Musaceae,Heliconia,,metallica,Planch. & Linden ex Hook.,,,,,,,    ,,,,M,H,,C,,
Heliconiaceae,Heliconiaceae,Musaceae,Heliconia,,platystachys,Baker,,,,syn.,,,Heliconia catheta R.R.Sm.  ,Croat 10790 (F): det. J.Kress 1979,"Kress, W.J. 1994 (J Arn Arb 65:429-532)",,F,H,,,,
Heliconiaceae,Heliconiaceae,Musaceae,Heliconia,,vaginalis,Benth.,,,,,,,    ,,,,F,H,,,,
Heliconiaceae,Heliconiaceae,Musaceae,Heliconia,,wagneriana,Petersen,,,,,,,    ,,,,M,Hw,,,,
Celastraceae,Hippocrateaceae,Hippocrateaceae,Anthodon,,decussatum,Ruiz & Pav.,,,,syn.,n,,Anthodon panamense A.C. Sm. (Croat 1978; Correa et al. 2004),"Croat 8426, 12622 (F,MO): det. J.Lombardi 2004","Lombardi, J. 2005 (pers. comm.)",,F,L,,,,
Celastraceae,Hippocrateaceae,Hippocrateaceae,Cuervea,,kappleriana,(Miq.) A.C. Sm.,,,,new,,,    ,Foster 2169 (F): det. A.Mennega 1979,,,F,L,,,,
Celastraceae,Hippocrateaceae,Hippocrateaceae,Hippocratea,,volubilis,L.,,,,,,,    ,,,,F,L,,,,
Celastraceae,Hippocrateaceae,Hippocrateaceae,Hylenaea,,praecelsa,(Miers) A.C. Sm.,,,,,,,    ,,,,F,L,,,,
Celastraceae,Hippocrateaceae,Hippocrateaceae,Prionostemma,,asperum,(Lam.) Miers,,,,,sp,,"Prionostemma asperum, orth. var. (Croat 1978; Correa et al. 2004)",,,,F,L,,,,
Celastraceae,Hippocrateaceae,Hippocrateaceae,Tontelea,,ovalifolia,(Miers) A.C. Sm.,,,,det.,,,Tontelea richardii (Peyr.) A.C. Sm. sensu Croat (1978)  ,"Foster 626 (F), Croat 15069 (F,MO), Schmalzel 574 (BM,MO): det. J.Lombardi 2004-5","Lombardi, J. 2006 (Brittonia 58: 52-58)",,F,L,,,,
Humiriaceae,Humiriaceae,Humiriaceae,Humiriastrum,,diguense,(Cuatrec.) Cuatrec.,,,,BCNM,,,,,,,,,,,,
Humiriaceae,Humiriaceae,Humiriaceae,Vantanea,,depleta,McPherson,,,,det.,,,Vantanea occidentalis Cuatrec. sensu Croat (1978)  ,Garwood 440: det McPherson 1988,"McPherson, G. 1988 (AMBG 75:1148)",,F,T,,,,
Hydrocharitaceae,Hydrocharitaceae,Hydrocharitaceae,Hydrilla,,verticillata,(L.f.) Royle,,,,,,,    ,,,,M,Ha,,,,
Hydrocharitaceae,Hydrocharitaceae,Hydrocharitaceae,Limnobium,,laevigatum,(Humb. & Bonpl. ex Willd.) Heine,,,,syn.,n,,"Hydromystria laevigata (Humb. & Bonpl. ex Willd.) Hunz. (Novelo & Lot 1994, Correa et al. 2004) ; Limnobium stoloniferum (G.Mey.) Griseb. (Croat 1978); Limnobium spongia ssp. laevigatum (H. & B. ex Willd.) Lowden (comb. nov., 1990)",,"Haynes, R. & L. Holm-Nielsen 2001 (Fl Nic); Crow, G. 2003 (Man CR); Novelo, A. & A. Lot 1994 (Fl Meso 6) accept Hydromystria laevigata",,M,Ha,,,,
Iridaceae,Iridaceae,Iridaceae,Neomarica,,variegata,(M.Martens & Galeotti) Henrich & Goldblatt,,,,det.,,,Neomarica gracilis (Herb.) Sprague sensu Croat (1978)  ,Croat 11268 (MO): det. Henrich & Goldblatt 1986,"Henrich, J. & P. Goldblatt 2001 (Fl Nic)",,F,H,,,,
Lamiaceae,Lamiaceae,Labiatae,Hyptis,,brevipes,Poit.,,,,,,,    ,Shattuck 479 (F): det. Nowicke 1969,,,M,Hw,D,,,
Lamiaceae,Lamiaceae,Labiatae,Hyptis,,capitata,Jacq.,,,,,,,    ,,,,M,Hw,,,,
Lamiaceae,Lamiaceae,Labiatae,Hyptis,,mutabilis,(Rich.) Briq.,,,,,,,    ,,,,M,Hw,,,,
Lamiaceae,Lamiaceae,Labiatae,Salvia,,occidentalis,Sw.,,,,,,,    ,,,,M,Hw,,,,
Lamiaceae,Lamiaceae,Labiatae,Solenostemon,,scutellarioides,(L.) Codd,,,,syn.,,,Coleus blumei Benth.  ,,"Pool, A. 2001 (Fl Nic)",,M,H,D,C,,
Lauraceae,Lauraceae,Lauraceae,Beilschmiedia,,tovarensis,(Meisn.) Sa. Nishida,,,,det.,,,Beilschmiedia pendula (Sw.) Hemsl. sensu Croat (1978)  ,Croat 12928 & 14063: det Nishida 1999 (AMBG 86:657-701),"Nishida, S. 1999 (AMBG 86:657-701)",,F,T,,,,
Lauraceae,Lauraceae,Lauraceae,Cinnamomum,,triplinerve,(Ruiz & Pav.) Kosterm.,,,,syn.,,,Phoebe mexicana Meisn. (Croat 1978);  Cinnamomum cinnamomifolium (Kunth) Kosterm.; Phoebe cinnamomifolia (Kunth) Nees  ,Croat 14819: det anon 2003 (Tropicos),"van der Werff, H. 2001 (Fl Nic)",,F,T,,,,
Lauraceae,Lauraceae,Lauraceae,Nectandra,,cissiflora,Nees,,,,,,,    ,Croat 14989: det van der Werff 2000 (Tropicos),,,F,T,,,,
Lauraceae,Lauraceae,Lauraceae,Nectandra,,lineata,(Kunth) Rohwer,,,,det.,,,Nectandra globosa (Aubl.) Mez sensu Croat (1978); Nectandra caucana (Meisn.) Mez [Rohwer dets ca 1987] ,Croat 4888: det van der Werff 1994 (Tropicos); Croat 7847: det anon 2003? (Tropicos),,,F,M,,,,
Lauraceae,Lauraceae,Lauraceae,Nectandra,,sp.,,,,,new,,,Nectandra [tiny leaf] sensu Foster (unpub.),"Possibly Foster 2975 (SCZ? sterile unicate), or perhaps uncollected because rare",,,F,M?,,,,
Lauraceae,Lauraceae,Lauraceae,Nectandra,,umbrosa,(Kunth) Mez,,,,det. (+),,,Nectandra purpurascens [sic] sensu Croat (1978); Nectandra savannarum (Standl. & Steyerm.) C.K. Allen sensu Croat (1978);  Nectandra purpurea (Ruiz & Pav.) Mez sensu Foster (unpub.),"Croat 9556, Foster 960: det Rohwer 1987-1989 (Tropicos);  Croat 6711 (BCI): det Rohwer 1993 (FlNeotr: Nectandra)","Rohwer, J. 1993 (FlNeotr: Nectandra)","According to Rohwer (1993): Croat (1978) apparently intended Nectandra purpurea (Ruiz & Pav.) Mez, not N. purpurascens, a nonexistent name; and Croat's voucher of Nectandra savannarum, Foster 960 (MO) is a juvenile branch of the same species.  ",F,U,,,,
Lauraceae,Lauraceae,Lauraceae,Ocotea,,cernua,(Nees) Mez,,,,,,,    ,,,,F,M,,,,
Lauraceae,Lauraceae,Lauraceae,Ocotea,,oblonga,(Meisn.) Mez,,,,,,,    ,,,,F,T,,,,
Lauraceae,Lauraceae,Lauraceae,Ocotea,,puberula,(Rich.) Nees,,,,syn.,,,Ocotea pyramidata S.F. Blake ex Brandegee  ,Croat 12805: det van der Werff 1998 (Tropicos),"van der Werff, H. 2002 (AMBG 89:429-451)",,F,T,,,,
Lauraceae,Lauraceae,Lauraceae,Ocotea,,rubrinervis,Mez,,,,BCNM,,,,,,,,,,,,
Lauraceae,Lauraceae,Lauraceae,Ocotea,,whitei,Woodson,,,,syn.,,,Ocotea skutchii C.K. Allen  ,"Croat 9780, 14846: det van der Werff 1999 (Tropicos)","van der Werff, H. 2002 (AMBG 89:429-451)",,F,T,,,,
Lauraceae,Lauraceae,Lauraceae,Persea,,americana,Mill.,,,,,,,    ,,,,M,M,,C,,
Lauraceae,Lauraceae,Lauraceae,,,,,,,,new,,,[Fuzzy Laurac.] sensu Foster (unpub.),"Foster 2970, 2971 (F), probably Foster 2900 also",,,F,T,,,,
Lecythidaceae,Lecythidaceae,Lecythidaceae,Couratari,,guianensis,Aubl.,,,,syn.,,,Couratari panamensis Standl.  ,,"Mori, S. & G. Prance 1990 (Fl Neotr 21-part2)",,F,T,,,,
Lecythidaceae,Lecythidaceae,Lecythidaceae,Grias,,cauliflora,L.,,,,syn.,,,Grias fendleri Seem.  ,Croat 13961 (MO): det. S.Mori 1974 (Tropicos),"Prance, G. & S. Mori 2001 (Fl Nic); Prance, G. & S. Mori 1979 (Fl Neotr 21)",,F,M,,,,
Lecythidaceae,Lecythidaceae,Lecythidaceae,Gustavia,,fosteri,S.A. Mori,,,,,,,    ,,,,F,S,,,,
Lecythidaceae,Lecythidaceae,Lecythidaceae,Gustavia,,superba,(Kunth) O. Berg,,,,,,,    ,,,,F,M,,,,
Lentibulariaceae,Lentibulariaceae,Lentibulariaceae,Utricularia,,foliosa,L.,,,,,,,    ,Shattuck 369: det Crow 1992 (Tropicos),,,M,Ha,D,,,
Lentibulariaceae,Lentibulariaceae,Lentibulariaceae,Utricularia,,gibba,L.,,,,syn.,,,Utricularia obtusa Sw.  ,Croat 5649: det Crow 1992 (Tropicos),"Taylor, P. 2001 (Fl Nic)",,M,Ha,,,,
Loganiaceae,Loganiaceae,Loganiaceae,Spigelia,,anthelmia,L.,,,,new,,,"Spigelia anthelmia L. sensu Blackwell 1968 (Fl Pan.), Correa et al. (2004), in part; NOT Spigelia anthelmia L. sensu Croat (1978)","Garwood 2477, det. K. Gould Mathews 2005","Blackwell, W. 1967[1968] (Fl Pan)*",Spigelia anthelmia sensu Blackwell (1968) and Correa et al. (2004) includes both S. anthelmia sensu strictu and Spigelia hamellioides; however Croat's (1978) concept probably only included S. hamellioides; S. anthelmia s.s. is only recently recorded from BCI. ,M,Hw,,,,
Loganiaceae,Loganiaceae,Loganiaceae,Spigelia,,hamellioides,Kunth,,,,det.,n,,"Spigelia anthelmia L. sensu Croat (1978); Spigelia anthelmia L. sensu Correa et al. (2004), in part; Spigelia hamelioides Kunth, orth. var.; Spigelia multispica Steud.","Bailey 367, 584; Ebinger 614; Shattuck 1126, 1171 (all F): det. J.Fernandez-Casas May 2001; [Croat 7145 (MO): det. under syn. S. multispica by J.Fernandez-Casas, Jan 2001]","Gould, K. 1992 (Diss. ined.); Gould Mathews, K. 2005 (pers. comm.) [Synonymy of S. multispica Steud.]","Correct spelling is Spigelia hamellioides, contrary to common usage, fide K. Gould Mathews 2005 (pers. comm.)",,,,,,
Loganiaceae,Loganiaceae,Loganiaceae,Spigelia,,humboldtiana,Cham. & Schltdl.,,,,,,,Spigelia scabra Cham. & Schltdl.  ,Foster 877 (F): det. N.Hensold 2004,"Gibson, D. 1969 (Fl. Guat.); Zuloaga, F. 1997 (Cat Arg)","Spigelia scabra accepted over S. humboldtiana by Zarucchi 1993 (Cat. Peru) and Liesner, R. 1999 (Cat. Ec), but earliest published synonymy of two names gives S. humboldtiana nomenclatural preference over simultaneously published S. scabra; many Tropicos specimens are under Spigelia palmeri.",F,H,,,,
Loganiaceae,Loganiaceae,Loganiaceae,Strychnos,,brachistantha,Standl.,,,,,,,    ,,,,F,L,,,,
Loganiaceae,Loganiaceae,Loganiaceae,Strychnos,,darienensis,Seem.,,,,,,,    ,"Croat 15079, Foster 1465: det Brant 1994 (Tropicos)",,,F,L,,,,
Loganiaceae,Loganiaceae,Loganiaceae,Strychnos,,panamensis,Seem.,,,,,,,    ,,,,F,L,,,,
Loganiaceae,Loganiaceae,Loganiaceae,Strychnos,,toxifera,R. H. Schomb. ex Benth.,,,,,,,    ,,,,F,L,,,,
