Family APG2,FAMFOSTER,FamCroat,Genus,Prefix,Species,Author,v/s,Varsub,Varsubauth,chg,catpan,chg2,SYNONYMS,Voucher spec,Syn ref,Syn_notes,For/Mar_RF,LF_RF,BCI_STAT,BCI cult,,
Loranthaceae,Loranthaceae,Loranthaceae,Oryctanthus,,alveolatus,(Kunth) Kuijt,,,,,,,    ,,,,F,PE,,,,
Loranthaceae,Loranthaceae,Loranthaceae,Oryctanthus,,cordifolius,(C. Presl) Urb.,,,,,,,    ,,,,F,PE,,,,
Loranthaceae,Loranthaceae,Loranthaceae,Oryctanthus,,occidentalis,(L.) Eichler,,,,,,,    ,,,,F,PE,,,,
Loranthaceae,Loranthaceae,Loranthaceae,Phthirusa,,pyrifolia,(Kunth) Eichler,,,,,,,    ,,,,F,PE,,,,
Loranthaceae,Loranthaceae,Loranthaceae,Struthanthus,,orbicularis,(Kunth) Blume,,,,,,,    ,,,,F,PH,,,,
Lythraceae,Lythraceae,Lythraceae,Adenaria,,floribunda,Kunth,,,,,,,    ,,,,M,Sw,,,,
Lythraceae,Lythraceae,Lythraceae,Cuphea,,carthagenensis,(Jacq.) J.F. Macbr.,,,,,,,    ,,,,M,Hw,,,,
Lythraceae,Lythraceae,Lythraceae,Lafoensia,,punicifolia,DC.,,,,,,,    ,,,,F,T,,,,
Malpighiaceae,Malpighiaceae,Malpighiaceae,Adelphia,,hiraea,(Gaertn.) W.R. Anderson,,,,syn.,,,Mascagnia hippocrateoides (Triana & Planch.) Nied. (Croat 1978); Mascagnia hiraea (Gaertn.) Fawc. & Rendle (Correa et al. 2004),"Foster 2313 (F): det. W.Anderson 1995 (as Mascagnia hippocrateoides, synonym)","Anderson, W. 2006 (Novon 16: 171)",,F,L,,,,
Malpighiaceae,Malpighiaceae,Malpighiaceae,Bronwenia,,wurdackii,(B. Gates) W.R. Anderson & C. Davis,,,,det.,n,,Banisteriopsis cornifolia (Kunth) C.B. Rob. ex Small sensu Croat (1978); Banisteria wurdackii B. Gates sensu Correa et al. (2004)  ,Foster 1478: det Gates 1982 (Fl Neotr 30),"Gates, B. 1982 (Fl Neotr 30); Anderson, W. & C. Davis 2007 (Contr Univ Mich Herb 25: 137-166)",,F,L,,,,
Malpighiaceae,Malpighiaceae,Malpighiaceae,Bunchosia,,nitida,(Jacq.) DC.,,,,syn.,,,Bunchosia cornifolia Kunth  ,,"Anderson, W. 2001 (Fl Nic)",,F,U,,,,
Malpighiaceae,Malpighiaceae,Malpighiaceae,Byrsonima,,crassifolia,(L.) Kunth,,,,,,,    ,,,,M,U,,C,,
Malpighiaceae,Malpighiaceae,Malpighiaceae,Byrsonima,,spicata,(Cav.) DC.,,,,,,,    ,,,,F,M,,,,
Malpighiaceae,Malpighiaceae,Malpighiaceae,Heteropterys,,laurifolia,(L.) A. Juss.,var.,laurifolia,,(+var.),,,"Heteropteris laurifolia, orth. var. in Croat (1978)",,"Cuatrecasas, J. & T. Croat 1980 (Fl Pan); Correa, M. 2004 (Cat Pan)",,F,L,,,,
Malpighiaceae,Malpighiaceae,Malpighiaceae,Heteropterys,,obovata,(Small) Cuatrec. & Croat,,,,new,,,    ,Garwood 643 (BM: seedling): det Anderson,,,F,L,,,,
Malpighiaceae,Malpighiaceae,Malpighiaceae,Heteropterys,,panamensis,Cuatrec. & Croat,,,,new,,,    ,"Foster 4108 (type), Foster 4818: det. Foster",,,F,L,,,,
Malpighiaceae,Malpighiaceae,Malpighiaceae,Hiraea,,faginea,(Sw.) Nied.,,,,,,,    ,,,,F,L,,,,
Malpighiaceae,Malpighiaceae,Malpighiaceae,Hiraea,,fosteri,W.R.Anderson,,,,new,,,"Hiraea reclinata Jacq. sensu Croat (1978), in part","Foster 2296 (TYPE: MICH,F,US), Croat 5729 (MO); Maxon & Harvey 6529 (GH) (all previously determined as Hiraea reclinata)","Anderson, W. 2001 (Contr. Univ. Michigan Herb. 23: 76)",,F,L,,,,
Malpighiaceae,Malpighiaceae,Malpighiaceae,Hiraea,,grandifolia,Standl. & L.O. Williams,var.,parvifructa,Cuatrec. & Croat,(+var.),,,"Hiraea croatii ined. (Croat 1978, footnote)",Croat 12697: det Croat 1979 (Tropicos),,,F,L,,,,
Malpighiaceae,Malpighiaceae,Malpighiaceae,Hiraea,,reclinata,Jacq.,,,,(-),,,"Hiraea reclinata Jacq. sensu Croat (1978), in part",Croat 7747 (F): det. W.Anderson 2005,,,F,L,,,,
Malpighiaceae,Malpighiaceae,Malpighiaceae,Hiraea,,smilacina,Standl.,,,,det.,,,Hiraea quapara (Aubl.) Sprague sensu Croat (1978),Foster 2365: det. W.Anderson 1995,,,F,L,,,,
Malpighiaceae,Malpighiaceae,Malpighiaceae,Malpighia,,romeroana,Cuatrec.,,,,,,,    ,,,,F,S,,,,
Malpighiaceae,Malpighiaceae,Malpighiaceae,Mascagnia,,divaricata,(Kunth) Nied.,,,,new,,,"Mascagnia nervosa Nied. sensu Croat (1978), in (small) part","Montgomery 125 (MO), det. Anderson 95; Woodworth & Vestal 744 (F), det. WRA 95","Anderson, W. 1993 (Contr Univ Mich Herb 19:355-392)",BCI vouchers treated as M. nervosa by Cuatrec. & Croat 1980 (Fl. Pan); Mascagnia ovatifolia also formerly misapplied to this species fide Anderson 1993.,F,L,,,,
Malpighiaceae,Malpighiaceae,Malpighiaceae,Mascagnia,,ovatifolia,(Kunth) Griseb.,,,,det. (-),,,"Mascagnia nervosa Nied. sensu Croat (1978), in (large) part","Garwood 2499A (adult, BCI): det Garwood; Croat 11681 (F,MO), Foster 1184 (MO): det. Anderson 1995","Anderson, W. 1993 (Contr Univ Mich Herb 19:355-392)",,F,L,,,,
Malpighiaceae,Malpighiaceae,Malpighiaceae,Spachea,,membranacea,Cuatrec.,,,,,,,    ,"Foster 873, Croat 6397(MO, BCI vouchers); Foster 1078 (F)",,Material on loan to MICH; some distributed as Spachea elegans,F,U,,,,
Malpighiaceae,Malpighiaceae,Malpighiaceae,Stigmaphyllon,,ellipticum,(Kunth) A. Juss.,,,,,,,    ,,,,F,L,,,,
Malpighiaceae,Malpighiaceae,Malpighiaceae,Stigmaphyllon,,hypargyreum,Triana & Planch.,,,,,,,    ,,,,F,L,,,,
Malpighiaceae,Malpighiaceae,Malpighiaceae,Stigmaphyllon,,lindenianum,A. Juss.,,,,,,,    ,,,,F,L,,,,
Malpighiaceae,Malpighiaceae,Malpighiaceae,Stigmaphyllon,,puberum,(Rich.) A. Juss.,,,,,,,    ,,,,F,L,,,,
Malpighiaceae,Malpighiaceae,Malpighiaceae,Tetrapterys,,discolor,(G. Mey.) DC.,,,,,,,    ,,,,M,L,D,,,
Malpighiaceae,Malpighiaceae,Malpighiaceae,Tetrapterys,,goudotiana,Triana & Planch.,,,,syn.,,,Tetrapyterys macrocarpa I.M. Johnst.,Foster 1913 (F): det. Anderson 2005,W.R. Anderson 2005 (pers. comm.),"According to Cat. Pan., T. macrocarpa sensu Fl. Pan. is T. tinifolia, but Anderson (pers. comm.) confirms that all BCI vouchers are T. macrocarpa.",F,L,,,,
Malpighiaceae,Malpighiaceae,Malpighiaceae,Tetrapterys,,seemannii,Triana & Planch.,,,,,,,    ,,,,M,L,D,,,
Malvaceae,Malvaceae,Malvaceae,Abelmoschus,,moschatus,(L.) Medik.,,,,,,,    ,,,,M,Hw,,C,,
Malvaceae,Malvaceae,Malvaceae,Hampea,,appendiculata,(Donn. Sm.) Standl.,var.,longicalyx,Fryxell,,,,    ,,,,F,M,,,,
Malvaceae,Malvaceae,Malvaceae,Hibiscus,,bifurcatus,Cav.,,,,,,,    ,,,,M,Sa,,,,
Malvaceae,Malvaceae,Malvaceae,Hibiscus,,rosa-sinensis,L.,var.,rosa-sinensis,,(+var.),,,,,"Fryxell, P. 2001 (Fl Nic)",Description in Fl BCI indicates petals undivided (var. rosa-sinensis),M,S,,C,,
Malvaceae,Malvaceae,Malvaceae,Hibiscus,,sororius,L.,,,,,,,    ,,,,M,Ha,,,,
Malvaceae,Malvaceae,Malvaceae,Pavonia,,castaneifolia,A.St.-Hil. & Naudin,,,,new,,,"Pavonia rosea Schltdl. sensu Croat (1978), in part  ","Croat 5746, 6608 (F, MO): det. Fryxell 1999 (Fl Neotr 76)",,Pavonia rosea sensu Fl BCI included this species and Pavonia schiedeana.,F,H,,,,
Malvaceae,Malvaceae,Malvaceae,Pavonia,,dasypetala,Turcz.,,,,,,,Lopimia dasypetala (Turcz.) Standl.  ,,"Fryxell, P. 2001 (Fl Nic); Fryxell, P. 1999 (Fl Neotr 76)",,F,S,,,,
Malvaceae,Malvaceae,Malvaceae,Pavonia,,paniculata,Cav.,,,,,,,    ,,,,M,Hw,D,,,
Malvaceae,Malvaceae,Malvaceae,Pavonia,,schiedeana,Steud.,,,,syn. (-),,,"Pavonia rosea Schltdl.; Pavonia rosea Schltdl. sensu Croat (1978), in part",Standley 40852 (US): det. Fryxell 1999 (Fl Neotr),"Fryxell, P. 2001 (Fl Nic); Fryxell, P. 1999 (Fl Neotr 76)",,F,H,,,,
Malvaceae,Malvaceae,Malvaceae,Sida,,hirsutissima,Mill.,,,,det.,n,,"Sida acuta Burm.f. sensu Croat (1978), Correa et al. (2004)","Shattuck 482 (cited by Krapovickas 2003); Croat 12781 (F,MO): det. B. Hammel 2004","Krapovickas, A.  2003 (Bonplandia 12: 83-122)",,M,Hw,,,,
Malvaceae,Malvaceae,Malvaceae,Sida,,rhombifolia,L.,,,,,,,    ,,,,M,Hw,,,,
Marantaceae,Marantaceae,Marantaceae,Calathea,,crotalifera,S. Watson,,,,syn.,,,Calathea insignis Petersen  ,Aviles 85 (MO): det. H.Kennedy 1993 (Tropicos),"Kennedy, H. & F. Ganders 2001 (Fl Nic)",,F,H,,,,
Marantaceae,Marantaceae,Marantaceae,Calathea,,inocephala,(Kuntze) H. Kenn. & Nicolson,,,,,,,    ,,,,F,H,,,,
Marantaceae,Marantaceae,Marantaceae,Calathea,,latifolia,(Willd. ex Link) Klotzsch,,,,,,,    ,,,,F,H,,,,
Marantaceae,Marantaceae,Marantaceae,Calathea,,lutea,Schult.,,,,,,,    ,,,,M,Hw,,,,
Marantaceae,Marantaceae,Marantaceae,Calathea,,marantifolia,Standl.,,,,,,,    ,,,,F,H,,,,
Marantaceae,Marantaceae,Marantaceae,Calathea,,micans,(L. Mathieu) Körn.,,,,,,,    ,Croat 6638 (MO): det. Croat 1974; Schmalzel 95: det. H.Kennedy 2006,,,F,H,,,,
Marantaceae,Marantaceae,Marantaceae,Calathea,,panamensis,Rowlee ex Standl.,,,,,,,    ,,,,F,H,,,,
Marantaceae,Marantaceae,Marantaceae,Calathea,,villosa,Lindl.,,,,,,,    ,,,,M,H,,C,,
Marantaceae,Marantaceae,Marantaceae,Ischnosiphon,,leucophaeus,(Poepp. & Endl.) Körn.,ssp.,ramosus,L.Andersson,(+ssp.),,,,Croat 4360 (NY): det. Andersson 1977 (in pub.),"Andersson, L. 1977 (Opera Bot. 43: 1-114.)",,F,H,,,,
Marantaceae,Marantaceae,Marantaceae,Pleiostachya,,pruinosa,(Regel) K. Schum.,,,,syn.,,,Ischnosiphon pruinosus (Regel) Petersen  ,,"Kennedy, H. & F. Ganders 2001 (Fl Nic)",,F,H,,,,
Marantaceae,Marantaceae,Marantaceae,Stromanthe,,jacquinii,(Roem. & Schult.) H. Kenn. & Nicolson,,,,,,,    ,,,,F,H,,,,
Marantaceae,Marantaceae,Marantaceae,Thalia,,geniculata,L.,,,,,,,    ,,,,M,Ha,,,,
Marcgraviaceae,Marcgraviaceae,Marcgraviaceae,Marcgravia,,nepenthoides,Seem.,,,,,,,    ,Croat 7033: det Dressler 1005 (Tropicos),,,F,L,,,,
Marcgraviaceae,Marcgraviaceae,Marcgraviaceae,Souroubea,,sympetala,Gilg,,,,,,,    ,"Croat 7272, 7950: det de Roon 1996 (Tropicos)",,,F,L,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Aciotis,,rubricaulis,(Mart. ex DC.) Triana,,,,syn.,,,Aciotis levyana Cogn. (Croat 1978); Aciotis alata (Beurl.) Almeda (Almeda 1997); Aciotis caulialata (Ruiz & Pav.) Triana (Almeda 2001),,"Almeda, F. 1997 (Novon 7: 333-337); Almeda, F. 2001 (Fl Nic); Freire-Fierro, A. 2002 (Sys Bot Monogr 62:1-199)","This species may never have occurred on BCI. The Fl BCI voucher (Bailey & Bailey 581, F) was not collected on BCI but at Mojinga Swamp; no collections for BCI were cited by Freire-Fierro (2002).",M,Hw,D,,,
Melastomataceae,Melastomataceae,Melastomataceae,Adelobotrys,,adscendens,(Sw.) Triana,,,,,,,    ,,,,F,L,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Arthrostemma,,alatum,Triana,,,,,,,"Arthrostema alatum, orth. var. (Croat 1978)",,,,M,Hw,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Bellucia,,grossularioides,(L.) Triana,,,,,,,    ,,,,M,U,D,,,
Melastomataceae,Melastomataceae,Melastomataceae,Clidemia,,capitellata,(Bonpl.) D. Don,,,,,,,    ,,,,M,Sw,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Clidemia,,collina,Gleason,,,,,,,    ,,,,F,H,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Clidemia,,dentata,D. Don,,,,,,,    ,,,,F,S,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Clidemia,,discolor,(Triana) Cogn.,,,,syn.,,,Clidemia purpureoviolacea Cogn.,Croat 9525 (MO): det. F.Almeda 2004 (Tropicos),"Almeda, F. 2001 (Fl Nic)",,F,S,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Clidemia,,octona,(Bonpl.) L.O. Williams,,,,,,,    ,,,,F,S,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Clidemia,,quinquenervia,(Mill.) Almeda,,,,syn.,n,,Ossaea quinquenervia (Mill.) Cogn. (Croat 1978; Correa et al. 2004),,"Almeda, F. 2004 (PCAS 55:89-124)",,F,H,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Clidemia,,septuplinervia,Cogn.,,,,,,,    ,,,,F,S,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Conostegia,,bracteata,Triana,,,,,,,    ,,,,F,S,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Conostegia,,cinnamomea,(Beurl.) Wurdack,,,,,,,,"Woodworth & Vestal 602 (MO, type of C. micromeris Standl.)","Almeda, F. 2001 (Fl Nic)",,F,S,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Conostegia,,speciosa,Naudin,,,,,,,    ,,,,M,Sw,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Conostegia,,xalapensis,(Bonpl.) D. Don ex DC.,,,,,,,    ,,,,M,Uw,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Henriettea,,succosa,(Aubl.) DC.,,,,,,,    ,,,,F,U,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Leandra,,dichotoma,(D. Don.) Cogn.,,,,,,,    ,,,,F,S,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Miconia,,affinis,DC.,,,,,,,    ,,,,F,U,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Miconia,,argentea,(Sw.) DC.,,,,,,,    ,,,,F,M,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Miconia,,dorsiloba,Gleason,,,,new (id?),,,,STRI plot checklist. Voucher unknown but see photo at http://striweb.si.edu/ctfs/webatlas/plant.photos/micodo.hofr.jpg,,Need to verify det. Frank Almeda (pers. comm. Jul 2007) says it is not known from BCI.,,,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Miconia,,elata,(Sw.) DC.,,,,,,,    ,,,,F,M,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Miconia,,hondurensis,Donn. Sm.,,,,,,,    ,,,,F,M,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Miconia,,impetiolaris,(Sw.) D. Don. ex DC.,var.,impetiolaris,,,,,    ,,,,F,U,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Miconia,,lacera,(Bonpl.) Naudin,,,,,,,    ,,,,F,S,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Miconia,,lateriflora,Cogn.,,,,,,,    ,,,,F,S,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Miconia,,lonchophylla,Naudin,,,,,,,    ,,,,F,S,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Miconia,,minutiflora,(Bonpl.) DC.,,,,syn.,,,Miconia borealis Gleason  ,"Bangham 486 (F), Foster 1345 (MO, Fl BCI voucher), Shattuck 701 (F,MO), as M. borealis","Almeda, F. 2001 (Fl Nic)",,F,S,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Miconia,,nervosa,(Sm.) Triana,,,,,,,    ,,,,F,S,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Miconia,,prasina,(Sw.) DC,,,,,,,    ,,,,F,S,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Miconia,,rufostellulata,Pittier,,,,,,,    ,,,,F,H,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Miconia,,serrulata,(DC.) Naudin,,,,,,,    ,,,,F,U,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Miconia,,shattuckii,Standl.,,,,,,,    ,,,,F,S,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Mouriri,,myrtilloides,(Sw.) Poir.,ssp.,parvifolia,(Benth.) Morley,,,,Alt. family: Memecylaceae,,,,F,S,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Schwackaea,,cupheoides,(Benth.) Cogn.,,,,,,,    ,,,,M,Hw,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Tibouchina,,longifolia,(Vahl) Baill.,,,,,,,    ,,,,M,Hw,,,,
Melastomataceae,Melastomataceae,Melastomataceae,Topobea,,parasitica,Aubl.,,,,syn.,,,Topobea praecox Gleason  ,Garwood 2490: det Garwood 2003,"Almeda, F. 2001 (PCAS 21:511-548)",,F,E,,,,
Meliaceae,Meliaceae,Meliaceae,Cedrela,,odorata,L.,,,,,,,    ,,,,F,T,,,,
Meliaceae,Meliaceae,Meliaceae,Guarea,,bullata,Radlk.,,,,new,,,"Guarea fuzzy sensu Foster (fieldname, ined.)",Live plant photo by R.Foster; tentative det. by R. Perez 2006 (pers. comm.),"Coronado, I. 2003 (Diss. ined. Univ. Missouri-St. Louis); Digital Flora La Selva (online 2007); Penningon, T. 1981 (Fl Neotr) treats as synonym of Guarea glabra",Pennington had det. BCI material as sp. nov.,F,M,,,,
Meliaceae,Meliaceae,Meliaceae,Guarea,,grandifolia,DC.,,,,det.,,,Guarea multiflora A. Juss. sensu Croat (1978)  ,"Croat 11300 (F): det. T.Pennington (in Fl Neotr), 1981","Pennington, T. 1981 (Fl Neotr)",Guarea grandifolia DC. is a nom. illeg. -- see note in TROPICOS,F,T,,,,
Meliaceae,Meliaceae,Meliaceae,Guarea,,guidonia,(L.) Sleumer,,,,det.,,,Guarea glabra Vahl sensu Croat (1978)  ,Croat 8493 (F): det. T.Pennington 1991,"Pennington, T. 1981 (Fl Neotr)",,F,M,,,,
Meliaceae,Meliaceae,Meliaceae,Trichilia,,hirta,L.,,,,,,,    ,,,,F,U,,,,
Meliaceae,Meliaceae,Meliaceae,Trichilia,,pallida,Sw.,,,,syn.,,,Trichilia montana Kunth  ,Foster 1123 (F): det. T.Pennington 1979,"Pennington, T. 1981 (Fl Neotr)",,F,M,,,,
Meliaceae,Meliaceae,Meliaceae,Trichilia,,pleeana,(A. Juss.) C. DC.,,,,syn.,,,Trichilia verrucosa C. DC.  ,"Foster 1493 (F): det. T.Pennington (Fl Neotr), 1981","Pennington, T. 1981 (Fl Neotr)",,F,M,,,,
Meliaceae,Meliaceae,Meliaceae,Trichilia,,tuberculata,(Triana & Planch.) C. DC.,,,,det.,,,Trichilia cipo (A. Juss.) C. DC. sensu Croat (1978)  ,"Aviles 114, Croat 12601 (F): det. T.Pennington 1979","Pennington, T. 1981 (Fl Neotr)",,F,T,,,,
Menispermaceae,Menispermaceae,Menispermaceae,Abuta,,panamensis,(Standl.) Krukoff & Barneby,,,,,,,    ,,,,F,L,,,,
Menispermaceae,Menispermaceae,Menispermaceae,Abuta,,racemosa,(Thunb.) Triana & Planch.,,,,,,,    ,,,,F,L,,,,
Menispermaceae,Menispermaceae,Menispermaceae,Chondrodendron,,tomentosum,Ruiz & Pav.,,,,,,,    ,Croat 13801: det Barneby 1994 (Tropicos),,,F,L,,,,
Menispermaceae,Menispermaceae,Menispermaceae,Cissampelos,,pareira,L.,,,,,,,    ,,,,M,Vw,,,,
Menispermaceae,Menispermaceae,Menispermaceae,Cissampelos,,tropaeolifolia,DC.,,,,,,,    ,,,,F,V,,,,
Menispermaceae,Menispermaceae,Menispermaceae,Disciphania,,ernstii,Eichler,,,,new,,,,"Voucher: Foto by Annette Aiello, det. R. Ortiz",,var. ernstii in CP but here not verified,F,V,,,,
Menispermaceae,Menispermaceae,Menispermaceae,Odontocarya,,tamoides,(DC.) Miers,var.,canescens,(Miers) Barneby,,,,    ,,,,F,V,,,,
Menispermaceae,Menispermaceae,Menispermaceae,Odontocarya,,truncata,Standl.,,,,,,,    ,,,,F,V,,,,
Menispermaceae,Menispermaceae,Menispermaceae,Sciadotenia,,nitida,(L. Riley) Krukoff & Barneby,,,,new,,,    ,Garwood 2784 (F): det Garwood,,,F,V,,,,
Menyanthaceae,Menyanthaceae,Menyanthaceae,Nymphoides,,indica,(L.) Kuntze,,,,,,,    ,Croat 8215: det Davidse 2002 (Tropicos),,,M,Ha,,,,
Moraceae,Moraceae,Moraceae,Artocarpus,,altilis,(Parkinson) Fosberg,,,,,,,    ,,,,M,M,,C,,
Moraceae,Moraceae,Moraceae,Brosimum,,alicastrum,Sw.,ssp.,bolivarense,(Pittier) C.C.Berg,,,,    ,,,,F,T,,,,
Moraceae,Moraceae,Moraceae,Brosimum,,guianense,(Aubl.) Huber,,,,new,,,    ,Foster 2983 (SCZ),,,F,T,,,,
Moraceae,Moraceae,Moraceae,Castilla,,elastica,Sessé ex Cerv.,ssp.,costaricana,(Liebm.) C.C. Berg,(+ssp.),n('var'),,    ,Croat 5335: det Berg 1976 (Tropicos),,,F,T,,,,
Moraceae,Moraceae,Moraceae,Dorstenia,,contrajerva,L.,,,,,,,    ,,,,F,H,,,,
Moraceae,Moraceae,Moraceae,Ficus,,americana,Aubl.,,,,syn.,,,Ficus perforata L.,Croat 6693: Berg 1991 (Tropicos),"McNeill, J. et al. 2006 (ICBN - Vienna Code); Berg, C. 2001 (Fl Ven Guay 6); Todzia, C. 2001 (Fl Nic)",The Vienna Code (2006) conserves the name Ficus americana Aubl. against Ficus perforata L.,F,TE,,,,
Moraceae,Moraceae,Moraceae,Ficus,,bullenei,I.M. Johnst.,,,,,,,    ,,,,F,TE,,,,
Moraceae,Moraceae,Moraceae,Ficus,,citrifolia,Mill.,,,,,,,"Ficus citrifolia Mill. sensu Berg 2006 (pers. comm., Fl Meso ined.), in part","Foster 1339 (F): det. C.Berg 2004, det. Hensold 2006 (sensu strictu)",,"Berg 2006 (pers. comm., Fl Meso Draft) includes F. dugandii within his concept of F. citrifolia; but see F. dugandii Notes.",F,TE,,,,
Moraceae,Moraceae,Moraceae,Ficus,,colubrinae,Standl.,,,,,,,    ,,,,F,E,,,,
Moraceae,Moraceae,Moraceae,Ficus,,costaricana,(Liebm.) Miq.,,,,,,,    ,,,,F,TE,,,,
Moraceae,Moraceae,Moraceae,Ficus,,dugandii,Standl.,,,,,,,"(Included in Ficus citrifolia Mill. sensu Berg, pers.comm., Fl Meso Draft, 2006)",,"Machado, C. et al. 2005 (PNAS 102: 6558-6565 Suppl. 1)","Ficus dugandii Standl. is molecularly distinct from F. citrifolia Mill., with a different pollinator, fide Machado et al. 2005.",F,TE,,,,
Moraceae,Moraceae,Moraceae,Ficus,,insipida,Willd.,,,,,,,"Ficus insipida sensu Correa et al. (2004), in part; Ficus insipida sensu Machado et al. (2005); Ficus werckleana Rossberg sensu Burger (1977), Todzia (2001); see Notes",,"Machado, C. et al. 2005 (PNAS 102: 6558-6565 Suppl. 1); Burger, W. 1977 (Fl CR)*; Todzia, C. 2001 (Fl Nic)*","Ficus insipida sensu Burger 1977 & Todzia 2001 is equivalent to Ficus glabrata sensu Machado et al. 2005, a species not recorded from BCI. Both taxa are treated under F. insipida by Correa et al. 2004 and Berg. 2006 (Fl Meso MS, ined.); however they are molecularly distinct and have different pollinators fide Machado et al. 2005. [If maintained as separate species it is not clear to which species the name F. insipida would most correctly apply.]",F,T,,,,
Moraceae,Moraceae,Moraceae,Ficus,,maxima,Mill.,,,,,,,    ,,"McNeill, J. et al. 2006 (ICBN - Vienna Code)",The Vienna Code (2006) conserves Ficus maxima with a conserved type.,F,T,,,,
Moraceae,Moraceae,Moraceae,Ficus,,microcarpa,L.f.,,,,det.,,,Ficus retusa L. sensu Croat (1978)  , Croat 10116: det. Berg 1991 (Tropicos),,,M,M,,C,,
Moraceae,Moraceae,Moraceae,Ficus,,nymphaeifolia,Mill.,,,,,,,"Ficus nymphiifolia, orth. var. (Croat 1978)",,,,F,E,,,,
Moraceae,Moraceae,Moraceae,Ficus,,obtusifolia,Kunth,,,,,,,    ,,,,F,TE,,,,
Moraceae,Moraceae,Moraceae,Ficus,,paraensis,(Miq.) Miq.,,,,,,,    ,,,,F,E,,,,
Moraceae,Moraceae,Moraceae,Ficus,,pertusa,L.f.,,,,,,,    ,,,,F,TE,,,,
Moraceae,Moraceae,Moraceae,Ficus,,popenoei,Standl.,,,,,,,    ,,,,F,TE,,,,
Moraceae,Moraceae,Moraceae,Ficus,,tonduzii,Standl.,,,,,,,    ,,,,F,M,,,,
Moraceae,Moraceae,Moraceae,Ficus,sp. aff.,trigonata,L.,,,,new,,,"Ficus crocata (Miq.) Miq. sensu Correa et al. (2004), in part; Ficus trigonata L. sensu DeWolf (1960), in part; Ficus [near trigonata] sensu Machado et al. (2005); see Notes","Schmalzel 591, 1281, 1284 (MO): det. Garwood & Hensold 2005","Machado, C. et al. 2005 (PNAS 102: 6558-6565 Suppl. 1); Correa, M. 2004 (Cat Pan, citing Berg pers. comm. 2003); DeWolf, G. 1960 (Fl Pan)*","This taxon not treated in Fl BCI 1978; treated as Ficus [near trigonata] by Machado et al. 2005; also as Ficus [triangle] by STRI fig wasp research group, fide Herre 2005 (pers. comm.) Probably corresponds to Ficus williamsii Standl. non C.B.Robinson (nom. illeg.); and Ficus leavensii I.M. Johnst. (Garwood & Hensold unpublished notes 2006).",,,,,,
Moraceae,Moraceae,Moraceae,Ficus,,trigonata,"sensu Croat (1978), non L.",,,,det.,,,"Ficus trigonata L. sensu DeWolf (1960), in part, Croat (1978), and Machado et al. (2005); Ficus crocata (Miq.) Miq. sensu Correa et al. 2004, in part; see Notes","Croat 12719 (F), Foster 14032 (F): det. Hensold 2005","Machado, C. et al. 2005 (PNAS 102: 6558-6565 Suppl. 1); Correa, M. 2004 (Cat. Pan, citing Berg pers. comm. 2003); DeWolf, G. 1960 (Fl Pan)*","Molecularly distinct from 'Ficus sp. aff. trigonata' and with a different pollinator fide Machado et al. 2005; probably corresponds to Ficus pittieri Standl. and Ficus campbellii I.M. Johnst. (Garwood & Hensold, unpublished notes 2006); Ficus trigonata sensu strictu is confined to Antilles (Cat. Pan)",F,TE,,,,
Moraceae,Moraceae,Moraceae,Ficus,,yoponensis,Desv.,,,,,,,    ,,,,F,T,,,,
