"sp6","sp6curr","sp6prior","sp4","Current_order","Current_family","Current_name","Current_name_author","synonyms","vouchers","habit","Accepted_name","Accepted_name_author","Accepted_name_rank","Accepted_family","currnamechanged","sp6changed","acceptednamedif","notes","gbif_accepted_scientific_name","gbif_accepted_taxon_id","taxon_code"
"gymnri","gymnri",NA,NA,"Malpighiales","Euphorbiaceae","Gymnanthes riparia","Klotzsch",NA,NA,"Freestanding","Gymnanthes riparia","(Schltdl.) Klotzsch","species","Euphorbiaceae",FALSE,NA,FALSE,NA,"Gymnanthes riparia",3061164,"Gymnanthes riparia-GYMNRI"
"gyrada","gyrada","gyrada",NA,"Malvales","Malvaceae","Gyranthera darienensis","Pittier",NA,NA,"Freestanding","Gyranthera darienensis","Pittier","species","Malvaceae",FALSE,FALSE,FALSE,NA,"Gyranthera darienensis",4073203,"Gyranthera darienensis-GYRADA"
"gyroam","gyroam",NA,NA,"Laurales","Hernandiaceae","Gyrocarpus americanus","Jacq.",NA,"R. Pérez 1732","Freestanding","Gyrocarpus americanus","Jacq.","species","Hernandiaceae",FALSE,NA,FALSE,NA,"Gyrocarpus americanus",7326414,"Gyrocarpus americanus-GYROAM"
"hameax","hameax","hameax","HAM1","Gentianales","Rubiaceae","Hamelia axillaris","Sw.",NA,"R. Pérez 2096","Freestanding","Hamelia axillaris","Sw.","species","Rubiaceae",FALSE,FALSE,FALSE,NA,"Hamelia axillaris",2902047,"Hamelia axillaris-HAMEAX-HAM1"
"hameca","hameca",NA,NA,"Gentianales","Rubiaceae","Hamelia calycosa","Donn. Sm.",NA,NA,"Freestanding","Hamelia calycosa","Donn.Sm.","species","Rubiaceae",FALSE,NA,FALSE,NA,"Hamelia calycosa",2902039,"Hamelia calycosa-HAMECA"
"hamema","hamema",NA,NA,"Gentianales","Rubiaceae","Hamelia macrantha","Little",NA,"R. Pérez 1851","Freestanding","Hamelia macrantha","Little","species","Rubiaceae",FALSE,NA,FALSE,NA,"Hamelia macrantha",2902034,"Hamelia macrantha-HAMEMA"
"hamem1","hamem1",NA,NA,"Gentianales","Rubiaceae","Hamelia magnifolia","Wernham",NA,NA,"Freestanding","Hamelia magnifolia","Wernham","species","Rubiaceae",FALSE,NA,FALSE,NA,"Hamelia magnifolia",2902057,"Hamelia magnifolia-HAMEM1"
"hamepa","hamepa","hamepa","HAMP","Gentianales","Rubiaceae","Hamelia patens","Jacq.",NA,NA,"Freestanding","Hamelia patens","Jacq.","species","Rubiaceae",FALSE,FALSE,FALSE,NA,"Hamelia patens",2902066,"Hamelia patens-HAMEPA-HAMP"
"hamero","hamero",NA,NA,"Gentianales","Rubiaceae","Hamelia rovirosae","Wernham",NA,NA,"Freestanding","Hamelia rovirosae","Wernham","species","Rubiaceae",FALSE,NA,FALSE,NA,"Hamelia rovirosae",2902091,"Hamelia rovirosae-HAMERO"
"hamesa","hamesa",NA,NA,"Gentianales","Rubiaceae","Hamelia sanguinea","Elias",NA,NA,"Freestanding","Hamelia sanguinea","Elias","species","Rubiaceae",FALSE,NA,FALSE,NA,"Hamelia sanguinea",2902060,"Hamelia sanguinea-HAMESA"
"hamexe","hamexe",NA,NA,"Gentianales","Rubiaceae","Hamelia xerocarpa","Kuntze",NA,NA,"Freestanding","Hamelia xerocarpa","Kuntze","species","Rubiaceae",FALSE,NA,FALSE,NA,"Hamelia xerocarpa",2902094,"Hamelia xerocarpa-HAMEXE"
"hampal","hampal",NA,NA,"Malvales","Malvaceae","Hampea albipetala","Cuatrec.",NA,NA,"Freestanding","Hampea albipetala","Cuatrec.","species","Malvaceae",FALSE,NA,FALSE,NA,"Hampea albipetala",3940473,"Hampea albipetala-HAMPAL"
"hampap","hampap","hampap","HAM2","Malvales","Malvaceae","Hampea appendiculata","Standl.",NA,"R. Pérez 2095","Freestanding","Hampea appendiculata","(Donn.Sm.) Standl.","species","Malvaceae",FALSE,FALSE,FALSE,NA,"Hampea appendiculata",7279624,"Hampea appendiculata-HAMPAP-HAM2"
"hampmi","hampmi","hampmi",NA,"Malvales","Malvaceae","Hampea micrantha","A. Robyns",NA,NA,"Freestanding","Hampea micrantha","A.Robyns","species","Malvaceae",FALSE,FALSE,FALSE,NA,"Hampea micrantha",3940365,"Hampea micrantha-HAMPMI"
"hamppl","hamppl",NA,NA,"Malvales","Malvaceae","Hampea platanifolia","Standl.",NA,NA,"Freestanding","Hampea platanifolia","Standl.","species","Malvaceae",FALSE,NA,FALSE,NA,"Hampea platanifolia",3940311,"Hampea platanifolia-HAMPPL"
"hamppu","hamppu",NA,NA,"Malvales","Malvaceae","Hampea punctulata","Cuatrec.","Hampea dukei",NA,"Freestanding","Hampea punctulata","Cuatrec.","species","Malvaceae",FALSE,NA,FALSE,NA,"Hampea punctulata",3940304,"Hampea punctulata-HAMPPU"
"hanboe","hanboe",NA,NA,"Cucurbitales","Cucurbitaceae","Hanburia oerstedii","(Cogn.) H. Schaef. & S.S. Renner",NA,NA,"Climbing","Hanburia oerstedii","(Cogn.) H.Schaef. & S.S.Renner","species","Cucurbitaceae",FALSE,NA,FALSE,NA,"Hanburia oerstedii",8365043,"Hanburia oerstedii-HANBOE"
"tab1ch","tab1ch",NA,NA,"Lamiales","Bignoniaceae","Handroanthus chrysanthus","(Jacq.) S. O. Grose","Tabebuia chrysantha",NA,"Freestanding","Handroanthus chrysanthus","(Jacq.) S.O.Grose","species","Bignoniaceae",FALSE,NA,FALSE,NA,"Handroanthus chrysanthus",6401337,"Handroanthus chrysanthus-TAB1CH"
"tab1gu","tab1gu","tab1gu","TABG","Lamiales","Bignoniaceae","Handroanthus guayacan","(Seem.) S. O. Grose","Tabebuia guayacan","R. Pérez 1841 (PMA, SCZ)","Freestanding","Handroanthus guayacan","(Seem.) S.O.Grose","species","Bignoniaceae",FALSE,FALSE,FALSE,NA,"Handroanthus guayacan",4092274,"Handroanthus guayacan-TAB1GU-TABG"
"tab1im","tab1im","tab1im",NA,"Lamiales","Bignoniaceae","Handroanthus impetiginosus","(Mart. ex DC.) Mattos","Tabebuia impetiginosa",NA,"Freestanding","Handroanthus impetiginosus","(Mart. ex DC.) Mattos","species","Bignoniaceae",FALSE,FALSE,FALSE,NA,"Handroanthus impetiginosum",4092242,"Handroanthus impetiginosus-TAB1IM"
"tab1oc","tab1oc","tab1oc","TABO","Lamiales","Bignoniaceae","Handroanthus ochraceus","(Cham.) Mattos","Tabebuia ochracea","R. Pérez 607 (PMA, SCZ)","Freestanding","Handroanthus ochraceus","(Cham.) Mattos","species","Bignoniaceae",FALSE,FALSE,FALSE,NA,"Handroanthus ochraceus",4092146,"Handroanthus ochraceus-TAB1OC-TABO"
NA,NA,NA,NA,"Malpighiales","Salicaceae","Hasseltia allenii","Hammel & Grayum",NA,NA,"Freestanding","Hasseltia allenii","Hammel & Grayum","species","Salicaceae",FALSE,NA,FALSE,NA,"Hasseltia allenii",8030314,"Hasseltia allenii"
"hassfl","hassfl","hassfl","HASF","Malpighiales","Salicaceae","Hasseltia floribunda","Kunth",NA,"R. Pérez 1755","Freestanding","Hasseltia floribunda","Kunth","species","Salicaceae",FALSE,FALSE,FALSE,NA,"Hasseltia floribunda",7760145,"Hasseltia floribunda-HASSFL-HASF"
NA,NA,NA,NA,"Malpighiales","Salicaceae","Hasseltia guatemalensis","Warb.",NA,NA,"Freestanding","Hasseltia guatemalensis","Warb.","species","Salicaceae",FALSE,NA,FALSE,NA,"Hasseltia guatemalensis",7641569,"Hasseltia guatemalensis"
"markul","markul",NA,"MARU","Solanales","Solanaceae","Hawkesiophyton ulei","(Dammer) Hunz.","Markea ulei",NA,"Climbing","Hawkesiophyton ulei","(Dammer) Hunz.","species","Solanaceae",FALSE,NA,FALSE,NA,"Hawkesiophyton ulei",3803090,"Hawkesiophyton ulei-MARKUL-MARU"
"hedybo","hedybo","hedybo",NA,"Chloranthales","Chloranthaceae","Hedyosmum bonplandianum","Kunth",NA,NA,"Freestanding","Hedyosmum bonplandianum","Kunth","species","Chloranthaceae",FALSE,FALSE,FALSE,NA,"Hedyosmum bonplandianum",3750489,"Hedyosmum bonplandianum-HEDYBO"
"hedybr","hedybr",NA,NA,"Chloranthales","Chloranthaceae","Hedyosmum brenesii","Standl.",NA,NA,"Freestanding","Hedyosmum brenesii","Standl.","species","Chloranthaceae",FALSE,NA,FALSE,NA,"Hedyosmum brenesii",3750451,"Hedyosmum brenesii-HEDYBR"
"hedybu","hedybu",NA,NA,"Chloranthales","Chloranthaceae","Hedyosmum burgerianum","D'Arcy & Liesner",NA,NA,"Freestanding","Hedyosmum burgerianum","D'Arcy & Liesner","species","Chloranthaceae",FALSE,NA,FALSE,NA,"Hedyosmum burgerianum",3750546,"Hedyosmum burgerianum-HEDYBU"
"hedyc1","hedyc1",NA,NA,"Chloranthales","Chloranthaceae","Hedyosmum correanum","D'Arcy & Liesner",NA,NA,"Freestanding","Hedyosmum correanum","D'Arcy & Liesner","species","Chloranthaceae",FALSE,NA,FALSE,NA,"Hedyosmum correanum",3750584,"Hedyosmum correanum-HEDYC1"
"hedyco","hedyco",NA,NA,"Chloranthales","Chloranthaceae","Hedyosmum costaricense","C.E. Wood ex W.C. Burger",NA,"R. Pérez 1328 (PMA, SCZ)","Freestanding","Hedyosmum costaricense","C.E.Wood ex W.C.Burger","species","Chloranthaceae",FALSE,NA,FALSE,NA,"Hedyosmum costaricense",3750566,"Hedyosmum costaricense-HEDYCO"
"hedyge","hedyge",NA,NA,"Chloranthales","Chloranthaceae","Hedyosmum gentryi","D'Arcy & Liesner",NA,NA,"Freestanding","Hedyosmum gentryi","D'Arcy & Liesner","species","Chloranthaceae",FALSE,NA,FALSE,NA,"Hedyosmum gentryi",3750519,"Hedyosmum gentryi-HEDYGE"
"hedygo","hedygo",NA,NA,"Chloranthales","Chloranthaceae","Hedyosmum goudotianum","Solms",NA,NA,"Freestanding","Hedyosmum goudotianum","Solms","species","Chloranthaceae",FALSE,NA,FALSE,NA,"Hedyosmum goudotianum",7339052,"Hedyosmum goudotianum-HEDYGO"
"hedyme","hedyme",NA,NA,"Chloranthales","Chloranthaceae","Hedyosmum mexicanum","C. Cordem.",NA,"R. Pérez 700 (PMA, SCZ)","Freestanding","Hedyosmum mexicanum","C.Cordem.","species","Chloranthaceae",FALSE,NA,FALSE,NA,"Hedyosmum mexicanum",3750498,"Hedyosmum mexicanum-HEDYME"
"hedysc","hedysc","hedysc",NA,"Chloranthales","Chloranthaceae","Hedyosmum scaberrimum","Standl.",NA,NA,"Freestanding","Hedyosmum scaberrimum","Standl.","species","Chloranthaceae",FALSE,FALSE,FALSE,NA,"Hedyosmum scaberrimum",3750465,"Hedyosmum scaberrimum-HEDYSC"
"heisac","heisac","heisac","HEIA","Santalales","Olacaceae","Heisteria acuminata","(Bonpl.) Engl.",NA,"R. Pérez 1913","Freestanding","Heisteria acuminata","(Bonpl.) Engl.","species","Olacaceae",FALSE,FALSE,FALSE,NA,"Heisteria acuminata",7222047,"Heisteria acuminata-HEISAC-HEIA"
"heisco","heisco","heisco","HEIC","Santalales","Olacaceae","Heisteria concinna","Standl.",NA,"R. Pérez 1373","Freestanding","Heisteria concinna","Standl.","species","Olacaceae",FALSE,FALSE,FALSE,NA,"Heisteria concinna",7432012,"Heisteria concinna-HEISCO-HEIC"
"heisc1","heisc1","heisc1","HEI2","Santalales","Olacaceae","Heisteria costaricensis","Donn. Sm.",NA,NA,"Freestanding","Heisteria costaricensis","Donn.Sm.","species","Olacaceae",FALSE,FALSE,FALSE,NA,"Heisteria macrophylla",8046878,"Heisteria costaricensis-HEISC1-HEI2"
NA,NA,NA,NA,"Santalales","Olacaceae","Heisteria latifolia","Standl.",NA,NA,"Freestanding","Heisteria latifolia","Standl.","species","Olacaceae",FALSE,NA,FALSE,NA,"Heisteria latifolia",8323858,"Heisteria latifolia"
"heisma","heisma",NA,NA,"Santalales","Olacaceae","Heisteria macrophylla","Oerst.",NA,NA,"Freestanding","Heisteria macrophylla","Oerst.","species","Olacaceae",FALSE,NA,FALSE,NA,"Heisteria macrophylla",8046878,"Heisteria macrophylla-HEISMA"
"heispo","heispo",NA,NA,"Santalales","Olacaceae","Heisteria povedae","Q. Jiménez & S. Knapp",NA,NA,"Freestanding","Heisteria povedae","Q.Jiménez & S.Knapp","species","Olacaceae",FALSE,NA,FALSE,NA,"Heisteria povedae",8131428,"Heisteria povedae-HEISPO"
"heissc","heissc",NA,"HEIS","Santalales","Olacaceae","Heisteria scandens","Ducke",NA,NA,"Climbing","Heisteria scandens","Ducke","species","Olacaceae",FALSE,NA,FALSE,NA,"Heisteria scandens",7369183,"Heisteria scandens-HEISSC-HEIS"
"hel1to","hel1to",NA,NA,"Rosales","Moraceae","Helicostylis tomentosa","(Poepp. & Endl.) J.F. Macbr.","Helicostylis duckei",NA,"Freestanding","Helicostylis tomentosa","(Poepp. & Endl.) Rusby","species","Moraceae",FALSE,NA,FALSE,NA,"Helicostylis tomentosa",3764831,"Helicostylis tomentosa-HEL1TO"
"hel1t1","hel1t1","hel1to",NA,"Rosales","Moraceae","Helicostylis tovarensis","(Klotzsch & H. Karst.) C.C. Berg",NA,NA,"Freestanding","Helicostylis tovarensis","(Klotzsch & H.Karst.) C.C.Berg","species","Moraceae",FALSE,TRUE,FALSE,"Code sp6 changed from sp6curr or sp6prior.","Helicostylis tovarensis",3764818,"Helicostylis tovarensis-HEL1T1"
"hel2ba","hel2ba",NA,NA,"Malvales","Malvaceae","Helicteres baruensis","Jacq.",NA,NA,"Freestanding","Helicteres baruensis","Jacq.","species","Malvaceae",FALSE,NA,FALSE,NA,"Helicteres baruensis",6029771,"Helicteres baruensis-HEL2BA"
"hel2gu","hel2gu","hel2gu",NA,"Malvales","Malvaceae","Helicteres guazumifolia","Kunth",NA,NA,"Freestanding","Helicteres guazumifolia","Kunth","species","Malvaceae",FALSE,FALSE,FALSE,NA,"Helicteres guazumifolia",7869676,"Helicteres guazumifolia-HEL2GU"
"hel2ja","hel2ja",NA,NA,"Malvales","Malvaceae","Helicteres jamaicensis","Jacq.",NA,NA,"Freestanding","Helicteres jamaicensis","Jacq.","species","Malvaceae",FALSE,NA,FALSE,NA,"Helicteres jamaicensis",5406690,"Helicteres jamaicensis-HEL2JA"
"heliam","heliam","heliam","HELP","Malvales","Malvaceae","Heliocarpus americanus","L.","Heliocarpus popayanensis",NA,"Freestanding","Heliocarpus americanus","L.","species","Malvaceae",FALSE,FALSE,FALSE,NA,"Heliocarpus americanus",4259460,"Heliocarpus americanus-HELIAM-HELP"
"heliap","heliap",NA,NA,"Malvales","Malvaceae","Heliocarpus appendiculatus","Turcz.",NA,NA,"Freestanding","Heliocarpus appendiculatus","Turcz.","species","Malvaceae",FALSE,NA,FALSE,NA,"Heliocarpus appendiculatus",4261864,"Heliocarpus appendiculatus-HELIAP"
"touran","touran",NA,"TOUA","Boraginales","Boraginaceae","Heliotropium angustiflorum","(Ruiz & Pav.) Govaerts","Tournefortia angustiflora",NA,"Climbing","Heliotropium angustiflorum","(Ruiz & Pav.) Govaerts","species","Boraginaceae",FALSE,NA,FALSE,NA,"Heliotropium angustiflorum",10931974,"Heliotropium angustiflorum-TOURAN-TOUA"
"tourhi","tourhi",NA,"TOUH","Boraginales","Boraginaceae","Heliotropium verdcourtii","Craven","Tournefortia hirsutissima",NA,"Climbing","Heliotropium verdcourtii","Craven","species","Boraginaceae",FALSE,NA,FALSE,NA,"Heliotropium verdcourtii",4060815,"Heliotropium verdcourtii-TOURHI-TOUH"
"hen1cu","hen1cu",NA,NA,"Myrtales","Melastomataceae","Henriettea cuneata","(Standl.) L.O. Williams","Henriettella cuneata",NA,"Freestanding","Henriettea cuneata","(Standl.) L.O.Williams","species","Melastomataceae",FALSE,NA,FALSE,NA,"Henriettea cuneata",3861062,"Henriettea cuneata-HEN1CU"
"hen1fa","hen1fa",NA,NA,"Myrtales","Melastomataceae","Henriettea fascicularis","(Sw.) M. Gómez","Henriettella fascicularis","R. Perez 2304","Freestanding","Henriettea fascicularis","(Sw.) M.Gómez","species","Melastomataceae",FALSE,NA,FALSE,NA,"Henriettea fascicularis",8949959,"Henriettea fascicularis-HEN1FA"
NA,NA,NA,NA,"Myrtales","Melastomataceae","Henriettea fissanthera","(Gleason) Penneys, Michelang., Judd & Almeda",NA,NA,"Freestanding","Henriettea fissanthera","(Gleason) Penneys, Michelang., Judd & Almeda","species","Melastomataceae",FALSE,NA,FALSE,NA,"Henriettea fissanthera",5938623,"Henriettea fissanthera"
NA,NA,NA,NA,"Myrtales","Melastomataceae","Henriettea odorata","(Markgr.) Penneys, Michelang., Judd & Almeda",NA,NA,"Freestanding","Henriettea odorata","(Markgr.) Penneys, Michelang., Judd & Almeda","species","Melastomataceae",FALSE,NA,FALSE,NA,"Henriettea odorata",5938614,"Henriettea odorata"
NA,NA,NA,NA,"Myrtales","Melastomataceae","Henriettea seemannii","(Naudin) L.O. Williams",NA,NA,"Freestanding","Henriettea seemannii","(Naudin) L.O.Williams","species","Melastomataceae",FALSE,NA,FALSE,NA,"Henriettea seemannii",3860604,"Henriettea seemannii"
"henrst","henrst",NA,NA,"Myrtales","Melastomataceae","Henriettea strigosa","Gleason",NA,NA,"Freestanding","Henriettea strigosa","Gleason","species","Melastomataceae",FALSE,NA,FALSE,NA,"Henriettea strigosa",3860521,"Henriettea strigosa-HENRST"
"henrsu","henrsu","henrsu",NA,"Myrtales","Melastomataceae","Henriettea succosa","DC.",NA,NA,"Freestanding","Henriettea succosa","(Aubl.) DC.","species","Melastomataceae",FALSE,FALSE,FALSE,NA,"Henriettea succosa",3860494,"Henriettea succosa-HENRSU"
"henrtr","henrtr","henrtr",NA,"Myrtales","Melastomataceae","Henriettea trachyphylla","(Triana) Penneys, Michelang., Judd & Almeda","Henriettella trachyphylla",NA,"Freestanding","Henriettea trachyphylla","(Triana) Penneys, Michelang., Judd & Almeda","species","Melastomataceae",FALSE,FALSE,FALSE,NA,"Henriettea trachyphylla",5938608,"Henriettea trachyphylla-HENRTR"
"henrtu","henrtu","henrtu",NA,"Myrtales","Melastomataceae","Henriettea tuberculosa","(Donn. Sm.) L.O. Williams","Henriettella tuberculosa",NA,"Freestanding","Henriettea tuberculosa","(Donn.Sm.) L.O.Williams","species","Melastomataceae",FALSE,FALSE,FALSE,NA,"Henriettea tuberculosa",3860438,"Henriettea tuberculosa-HENRTU"
"sch2ac","sch2ac",NA,NA,"Apiales","Araliaceae","Heptapleurum actinophyllum","(Endl.) Lowry & G.M. Plunkett","Schefflera actinophylla",NA,"Freestanding","Heptapleurum actinophyllum","(Endl.) Lowry & G.M.Plunkett","species","Araliaceae",FALSE,NA,FALSE,NA,"Heptapleurum actinophyllum",11008739,"Heptapleurum actinophyllum-SCH2AC"
"herndi","herndi","herndi",NA,"Laurales","Hernandiaceae","Hernandia didymantha","Donn. Sm.",NA,"R. Pérez 1334","Freestanding","Hernandia didymantha","Donn.Sm.","species","Hernandiaceae",FALSE,FALSE,FALSE,NA,"Hernandia didymantha",3685430,"Hernandia didymantha-HERNDI"
"hernst","hernst","hernst",NA,"Laurales","Hernandiaceae","Hernandia stenura","Standl.",NA,NA,"Freestanding","Hernandia stenura","Standl.","species","Hernandiaceae",FALSE,FALSE,FALSE,NA,"Hernandia stenura",3685355,"Hernandia stenura-HERNST"
"herrny","herrny","herrny",NA,"Malvales","Malvaceae","Herrania nycterodendron","R.E.Schult.",NA,NA,"Freestanding","Herrania nycterodendron","R.E.Schult.","species","Malvaceae",FALSE,FALSE,FALSE,NA,"Herrania nycterodendron",3668149,"Herrania nycterodendron-HERRNY"
"herrpu","herrpu","herrpu","HERP","Malvales","Malvaceae","Herrania purpurea","(Pittier) R.E. Schult.",NA,"R. Pérez 1799","Freestanding","Herrania purpurea","(Pittier) R.E.Schult.","species","Malvaceae",FALSE,FALSE,FALSE,NA,"Herrania purpurea",3668083,"Herrania purpurea-HERRPU-HERP"
"het1vi","het1vi",NA,NA,"Asterales","Asteraceae","Heterocondylus vitalbae","(DC.) R.M. King & H. Rob.",NA,NA,"Climbing","Heterocondylus vitalbae","(DC.) R.M.King & H.Rob.","species","Asteraceae",FALSE,NA,FALSE,NA,"Heterocondylus vitalbae",3142668,"Heterocondylus vitalbae-HET1VI"
"het2ob","het2ob",NA,NA,"Alismatales","Araceae","Heteropsis oblongifolia","Kunth",NA,NA,"Climbing","Heteropsis oblongifolia","Kunth","species","Araceae",FALSE,NA,FALSE,NA,"Heteropsis oblongifolia",5330218,"Heteropsis oblongifolia-HET2OB"
"hetebr","hetebr",NA,NA,"Malpighiales","Malpighiaceae","Heteropterys brachiata","(L.) DC.",NA,NA,"Climbing","Heteropterys brachiata","(L.) DC.","species","Malpighiaceae",FALSE,NA,FALSE,NA,"Heteropterys brachiata",3984227,"Heteropterys brachiata-HETEBR"
"hetebu","hetebu",NA,NA,"Malpighiales","Malpighiaceae","Heteropterys buricana","Cuatrec. & Croat",NA,NA,"Climbing","Heteropterys buricana","Cuatrec. & Croat","species","Malpighiaceae",FALSE,NA,FALSE,NA,"Heteropterys buricana",3984206,"Heteropterys buricana-HETEBU"
"hetela","hetela",NA,"HETL","Malpighiales","Malpighiaceae","Heteropterys laurifolia","(L.) A. Juss.",NA,"R. Pérez 2227 (PMA, SCZ)","Climbing","Heteropterys laurifolia","(L.) A.Juss.","species","Malpighiaceae",FALSE,NA,FALSE,NA,"Heteropterys laurifolia",3191295,"Heteropterys laurifolia-HETELA-HETL"
"hetele","hetele",NA,NA,"Malpighiales","Malpighiaceae","Heteropterys leona","(Cav.) Exell",NA,NA,"Climbing","Heteropterys leona","(Cav.) Exell","species","Malpighiaceae",FALSE,NA,FALSE,NA,"Heteropterys leona",3983170,"Heteropterys leona-HETELE"
"hetema","hetema",NA,NA,"Malpighiales","Malpighiaceae","Heteropterys macrostachya","A. Juss.",NA,NA,"Climbing","Heteropterys macrostachya","A.Juss.","species","Malpighiaceae",FALSE,NA,FALSE,NA,"Heteropterys macrostachya",7285080,"Heteropterys macrostachya-HETEMA"
"heteob","heteob",NA,NA,"Malpighiales","Malpighiaceae","Heteropterys obovata","(Small) Cuatrec. & Croat",NA,NA,"Climbing","Heteropterys obovata","(Small) Cuatrec. & Croat","species","Malpighiaceae",FALSE,NA,FALSE,NA,"Heteropterys obovata",3982741,"Heteropterys obovata-HETEOB"
"hetepa","hetepa",NA,"HETP","Malpighiales","Malpighiaceae","Heteropterys panamensis","Cuatrec. & Croat",NA,NA,"Climbing","Heteropterys panamensis","Cuatrec. & Croat","species","Malpighiaceae",FALSE,NA,FALSE,NA,"Heteropterys panamensis",3982625,"Heteropterys panamensis-HETEPA-HETP"
"hetepr","hetepr",NA,NA,"Malpighiales","Malpighiaceae","Heteropterys prunifolia","(Kunth) W.R. Anderson",NA,NA,"Climbing","Heteropterys prunifolia","(Kunth) W.R.Anderson","species","Malpighiaceae",FALSE,NA,FALSE,NA,"Heteropterys prunifolia",3982424,"Heteropterys prunifolia-HETEPR"
"hevebr","hevebr","hevebr",NA,"Malpighiales","Euphorbiaceae","Hevea brasiliensis","(Willd. ex A.Juss.) Müll. Arg.",NA,NA,"Freestanding","Hevea brasiliensis","(Willd. ex A.Juss.) Müll.Arg.","species","Euphorbiaceae",FALSE,FALSE,FALSE,NA,"Hevea brasiliensis",3071171,"Hevea brasiliensis-HEVEBR"
NA,NA,NA,NA,"Malvales","Malvaceae","Hibiscus bifurcatus","Cav.",NA,NA,"Freestanding","Hibiscus bifurcatus","Cav.","species","Malvaceae",FALSE,NA,FALSE,NA,"Hibiscus bifurcatus",3152591,"Hibiscus bifurcatus"
"hibiro","hibiro",NA,NA,"Malvales","Malvaceae","Hibiscus rosa-sinensis","L.",NA,NA,"Freestanding","Hibiscus rosa-sinensis","L.","species","Malvaceae",FALSE,NA,FALSE,NA,"Hibiscus rosa-sinensis",3152559,"Hibiscus rosa-sinensis-HIBIRO"
"hibipe","hibipe","hibipe",NA,"Malvales","Malvaceae","Hibiscus tiliaceus","L.","Talipariti tiliaceum",NA,"Freestanding","Hibiscus tiliaceus","L.","species","Malvaceae",FALSE,FALSE,FALSE,NA,"Talipariti tiliaceum",7115794,"Hibiscus tiliaceus-HIBIPE"
NA,NA,NA,NA,"Malvales","Malvaceae","Hibiscus verbasciformis","Klotzsch ex Hochr.",NA,NA,"Freestanding","Hibiscus verbasciformis","Klotzsch ex Hochr.","species","Malvaceae",FALSE,NA,FALSE,NA,"Hibiscus verbasciformis",3940436,"Hibiscus verbasciformis"
"hidate","hidate",NA,NA,"Asterales","Asteraceae","Hidalgoa ternata","La Llave",NA,NA,"Climbing","Hidalgoa ternata","La Llave","species","Asteraceae",FALSE,NA,FALSE,NA,"Hidalgoa ternata",5386394,"Hidalgoa ternata-HIDATE"
"hyeral","hyeral","hyeral","HYEL","Malpighiales","Phyllanthaceae","Hieronyma alchorneoides","Allemão","Hieronyma laxiflora","R. Pérez 1791","Freestanding","Hieronyma alchorneoides","Allemão","species","Phyllanthaceae",FALSE,FALSE,FALSE,NA,"Hieronyma alchorneoides",3079092,"Hieronyma alchorneoides-HYERAL-HYEL"
"hyerob","hyerob","hyerob",NA,"Malpighiales","Phyllanthaceae","Hieronyma oblonga","(Tul.) Müll. Arg.",NA,NA,"Freestanding","Hieronyma oblonga","(Tul.) Müll.Arg.","species","Phyllanthaceae",FALSE,FALSE,FALSE,NA,"Hieronyma oblonga",3079119,"Hieronyma oblonga-HYEROB"
"hillpa","hillpa",NA,NA,"Gentianales","Rubiaceae","Hillia panamensis","Standl.",NA,NA,"Freestanding","Hillia panamensis","Standl.","species","Rubiaceae",FALSE,NA,FALSE,NA,"Hillia panamensis",5340036,"Hillia panamensis-HILLPA"
"himaar","himaar",NA,NA,"Gentianales","Apocynaceae","Himatanthus articulatus","(Vahl) Woodson",NA,NA,"Freestanding","Himatanthus articulatus","(Vahl) Woodson","species","Apocynaceae",FALSE,NA,FALSE,NA,"Himatanthus articulatus",3621740,"Himatanthus articulatus-HIMAAR"
"hip2vo","hip2vo",NA,"HIPV","Celastrales","Celastraceae","Hippocratea volubilis","L.",NA,"R. Pérez 2139 y 2232 (PMA, SCZ)","Climbing","Hippocratea volubilis","L.","species","Celastraceae",FALSE,NA,FALSE,NA,"Hippocratea volubilis",3169012,"Hippocratea volubilis-HIP2VO-HIPV"
"hippma","hippma","hippma",NA,"Malpighiales","Euphorbiaceae","Hippomane mancinella","L.",NA,NA,"Freestanding","Hippomane mancinella","L.","species","Euphorbiaceae",FALSE,FALSE,FALSE,NA,"Hippomane mancinella",3063705,"Hippomane mancinella-HIPPMA"
"hip1pa","hip1pa","hip1pa",NA,"Gentianales","Rubiaceae","Hippotis panamensis","(Dwyer) C.M. Taylor",NA,"N. Daguerre 602","Freestanding","Hippotis panamensis","(Dwyer) C.M.Taylor","species","Rubiaceae",FALSE,FALSE,FALSE,NA,"Hippotis panamensis",2901971,"Hippotis panamensis-HIP1PA"
NA,NA,NA,NA,"Gentianales","Rubiaceae","Hippotis stellata","C.M. Taylor & Rova",NA,NA,"Freestanding","Hippotis stellata","C.M.Taylor & Rova","species","Rubiaceae",FALSE,NA,FALSE,NA,"Hippotis stellata",2901974,"Hippotis stellata"
"hiraf1","hiraf1",NA,NA,"Malpighiales","Malpighiaceae","Hiraea fagifolia","(DC.) A. Juss.",NA,NA,"Climbing","Hiraea fagifolia","(DC.) A.Juss.","species","Malpighiaceae",FALSE,NA,FALSE,NA,"Hiraea fagifolia",7285448,"Hiraea fagifolia-HIRAF1"
"hirafa","hirafa",NA,"HIRF","Malpighiales","Malpighiaceae","Hiraea faginea","(Sw.) Nied.",NA,NA,"Climbing","Hiraea faginea","(Sw.) Nied.","species","Malpighiaceae",FALSE,NA,FALSE,NA,"Hiraea faginea",3191289,"Hiraea faginea-HIRAFA-HIRF"
