"sp6","sp6curr","sp6prior","sp4","Current_order","Current_family","Current_name","Current_name_author","synonyms","vouchers","habit","Accepted_name","Accepted_name_author","Accepted_name_rank","Accepted_family","currnamechanged","sp6changed","acceptednamedif","notes","gbif_accepted_scientific_name","gbif_accepted_taxon_id","taxon_code"
"sechpi","sechpi",NA,NA,"Cucurbitales","Cucurbitaceae","Sechium pittieri","(Cogn.) C. Jeffrey",NA,NA,"Climbing","Sechium pittieri",NA,"species",NA,FALSE,NA,FALSE,NA,"Frantzia pittieri",7317783,"Sechium pittieri-SECHPI"
"sechve","sechve",NA,NA,"Cucurbitales","Cucurbitaceae","Sechium venosum","(L.D. Gómez) Lira & F. Chiang",NA,NA,"Climbing","Sechium venosum",NA,"species",NA,FALSE,NA,FALSE,NA,"Frantzia venosa",3624512,"Sechium venosum-SECHVE"
"secutr","secutr",NA,NA,"Fabales","Polygalaceae","Securidaca calophylla","(Poepp. & Endl.) S.F. Blake","Securidaca cristata",NA,"Climbing","Securidaca calophylla","(Poepp.) S.F.Blake","species","Polygalaceae",FALSE,NA,FALSE,NA,"Securidaca calophylla",5658175,"Securidaca calophylla-SECUTR"
"secudi","secudi",NA,"SECD","Fabales","Polygalaceae","Securidaca diversifolia","(L.) S.F. Blake",NA,NA,"Climbing","Securidaca diversifolia","(L.) S.F.Blake","species","Polygalaceae",FALSE,NA,FALSE,NA,"Securidaca diversifolia",5421445,"Securidaca diversifolia-SECUDI-SECD"
"secudy","secudy",NA,NA,"Fabales","Polygalaceae","Securidaca sylvestris","Schltdl.",NA,NA,"Climbing","Securidaca sylvestris","Schltdl.","species","Polygalaceae",FALSE,NA,FALSE,NA,"Securidaca sylvestris",5658080,"Securidaca sylvestris-SECUDY"
"secute","secute",NA,NA,"Fabales","Polygalaceae","Securidaca tenuifolia","Chodat",NA,NA,"Climbing","Securidaca tenuifolia","Chodat","species","Polygalaceae",FALSE,NA,FALSE,NA,"Securidaca tenuifolia",5658078,"Securidaca tenuifolia-SECUTE"
"seguma","seguma",NA,NA,"Caryophyllales","Phytolaccaceae","Seguieria macrophylla","Benth.",NA,NA,"Climbing","Seguieria macrophylla","Benth.","species","Petiveriaceae",FALSE,NA,FALSE,NA,"Seguieria macrophylla",4192822,"Seguieria macrophylla-SEGUMA"
"selybi","selybi",NA,NA,"Cucurbitales","Cucurbitaceae","Selysia bidentata","R.J. Hampshire",NA,NA,"Climbing","Selysia bidentata","Hampshire","species","Cucurbitaceae",FALSE,NA,FALSE,NA,"Cayaponia bidentata",7671609,"Selysia bidentata-SELYBI"
"selypr","selypr",NA,NA,"Cucurbitales","Cucurbitaceae","Selysia prunifera","(Poepp. & Endl.) Cogn.",NA,NA,"Climbing","Selysia prunifera","(Poepp. & Endl.) Cogn.","species","Cucurbitaceae",FALSE,NA,FALSE,NA,"Cayaponia prunifera",8309134,"Selysia prunifera-SELYPR"
"semime","semime",NA,NA,"Celastrales","Celastraceae","Semialarium mexicanum","(Miers) Mennega",NA,NA,"Climbing","Semialarium mexicanum","(Miers) Mennega","species","Celastraceae",FALSE,NA,FALSE,NA,"Semialarium mexicanum",3794448,"Semialarium mexicanum-SEMIME"
"senete","senete",NA,NA,"Malpighiales","Euphorbiaceae","Senefeldera testiculata","Pittier",NA,NA,"Freestanding","Senefeldera testiculata","Pittier","species","Euphorbiaceae",FALSE,NA,FALSE,NA,"Senefeldera testiculata",3063715,"Senefeldera testiculata-SENETE"
"acacha","acacha",NA,"ACAH","Fabales","Fabaceae","Senegalia hayesii","(Benth.) Britton & Rose","Acacia hayesii","R. Pérez 2166 (PMA, SCZ)","Climbing","Senegalia hayesii","(Benth.) Britton & Rose","species","Fabaceae",FALSE,NA,FALSE,NA,"Senegalia hayesii",2981234,"Senegalia hayesii-ACACHA-ACAH"
"sen1po","sen1po",NA,NA,"Fabales","Fabaceae","Senegalia polyphylla","(DC.) Britton & Rose","Acacia glomerosa, Acacia polyphylla",NA,"Freestanding","Senegalia polyphylla","(DC.) Britton & Rose","species","Fabaceae",FALSE,NA,FALSE,NA,"Senegalia polyphylla",2980360,"Senegalia polyphylla-SEN1PO"
"acacri","acacri",NA,"ACAR","Fabales","Fabaceae","Senegalia riparia","(Kunth) Britton & Rose","Acacia riparia",NA,"Freestanding","Senegalia riparia","(Kunth) Britton & Rose","species","Fabaceae",FALSE,NA,FALSE,NA,"Senegalia riparia",2978843,"Senegalia riparia-ACACRI-ACAR"
"sen1te","sen1te",NA,NA,"Fabales","Fabaceae","Senegalia tenuifolia","(L.) Britton & Rose","Acacia tenuifolia",NA,"Climbing","Senegalia tenuifolia","(L.) Britton & Rose","species","Fabaceae",FALSE,NA,FALSE,NA,"Senegalia tenuifolia",2979126,"Senegalia tenuifolia-SEN1TE"
"sennal","sennal",NA,NA,"Fabales","Fabaceae","Senna alata","(L.) Roxb.","Cassia alata",NA,"Freestanding","Senna alata","(L.) Roxb.","species","Fabaceae",FALSE,NA,FALSE,NA,"Senna alata",2956947,"Senna alata-SENNAL"
"sennat","sennat",NA,NA,"Fabales","Fabaceae","Senna atomaria","(L.) H.S. Irwin & Barneby","Cassia atomaria",NA,"Freestanding","Senna atomaria","(L.) H.S.Irwin & Barneby","species","Fabaceae",FALSE,NA,FALSE,NA,"Senna atomaria",2957695,"Senna atomaria-SENNAT"
"sennba","sennba",NA,NA,"Fabales","Fabaceae","Senna bacillaris","(L.f.) H.S. Irwin & Barneby","Cassia bacillaris",NA,"Freestanding","Senna bacillaris","(L.f.) H.S.Irwin & Barneby","species","Fabaceae",FALSE,NA,FALSE,NA,"Senna bacillaris",2957751,"Senna bacillaris-SENNBA"
"sennbi","sennbi","sennbi","SENB","Fabales","Fabaceae","Senna bicapsularis","(L.) Roxb.","Cassia bicapsularis",NA,"Freestanding","Senna bicapsularis","(L.) Roxb.","species","Fabaceae",FALSE,FALSE,FALSE,NA,"Senna bicapsularis",2958076,"Senna bicapsularis-SENNBI-SENB"
"sennbu","sennbu",NA,NA,"Fabales","Fabaceae","Senna burkartiana","(Villa) H.S. Irwin & Barneby","Cassia burkartiana",NA,"Freestanding","Senna burkartiana","(Villa) H.S.Irwin & Barneby","species","Fabaceae",FALSE,NA,FALSE,NA,"Senna burkartiana",2958024,"Senna burkartiana-SENNBU"
"sennca","sennca",NA,NA,"Fabales","Fabaceae","Senna cajamarcae","H.S. Irwin & Barneby",NA,NA,"Freestanding","Senna cajamarcae","H.S.Irwin & Barneby","species","Fabaceae",FALSE,NA,FALSE,NA,"Senna cajamarcae",2957923,"Senna cajamarcae-SENNCA"
"sennc1","sennc1",NA,NA,"Fabales","Fabaceae","Senna caudata","(Standl.) H.S. Irwin & Barneby","Cassia caudata",NA,"Freestanding","Senna caudata","(Standl.) H.S.Irwin & Barneby","species","Fabaceae",FALSE,NA,FALSE,NA,"Senna caudata",2957148,"Senna caudata-SENNC1"
"sennda","sennda","sennda","SEND","Fabales","Fabaceae","Senna dariensis","(Britton & Rose) H.S. Irwin & Barneby","Cassia oxyphylla","R. Pérez 2100 (PMA, SCZ)","Freestanding","Senna dariensis","(Britton & Rose) H.S.Irwin & Barneby","species","Fabaceae",FALSE,FALSE,FALSE,NA,"Senna dariensis",2956921,"Senna dariensis-SENNDA-SEND"
"sennha","sennha",NA,"SENH","Fabales","Fabaceae","Senna hayesiana","(Britton & Rose) H.S. Irwin & Barneby","Cassia maxonii",NA,"Freestanding","Senna hayesiana","(Britton & Rose) H.S.Irwin & Barneby","species","Fabaceae",FALSE,NA,FALSE,NA,"Senna hayesiana",2957940,"Senna hayesiana-SENNHA-SENH"
"sennma","sennma",NA,NA,"Fabales","Fabaceae","Senna macrophylla","(Kunth) H.S. Irwin & Barneby","Cassia macrophylla",NA,"Freestanding","Senna macrophylla","(Kunth) H.S.Irwin & Barneby","species","Fabaceae",FALSE,NA,FALSE,NA,"Senna macrophylla",2957131,"Senna macrophylla-SENNMA"
"sennmu","sennmu",NA,NA,"Fabales","Fabaceae","Senna multijuga","(Rich.) H.S. Irwin & Barneby","Cassia multijuga",NA,"Freestanding","Senna multijuga","(Rich.) H.S.Irwin & Barneby","species","Fabaceae",FALSE,NA,FALSE,NA,"Senna multijuga",2957158,"Senna multijuga-SENNMU"
"sennni","sennni",NA,NA,"Fabales","Fabaceae","Senna nicaraguensis","(Benth.) H.S. Irwin & Barneby","Cassia nicaraguensis",NA,"Freestanding","Senna nicaraguensis","(Benth.) H.S.Irwin & Barneby","species","Fabaceae",FALSE,NA,FALSE,NA,"Senna nicaraguensis",2957598,"Senna nicaraguensis-SENNNI"
"sennpa","sennpa",NA,NA,"Fabales","Fabaceae","Senna pallida","(Vahl) H.S. Irwin & Barneby","Cassia pallida",NA,"Freestanding","Senna pallida","(Vahl) H.S.Irwin & Barneby","species","Fabaceae",FALSE,NA,FALSE,NA,"Senna pallida",2957031,"Senna pallida-SENNPA"
"sennp1","sennp1",NA,NA,"Fabales","Fabaceae","Senna papillosa","(Britton & Rose) H.S. Irwin & Barneby","Cassia papillosa",NA,"Freestanding","Senna papillosa","(Britton & Rose) H.S.Irwin & Barneby","species","Fabaceae",FALSE,NA,FALSE,NA,"Senna papillosa",2957797,"Senna papillosa-SENNP1"
"sennpe","sennpe",NA,NA,"Fabales","Fabaceae","Senna pendula","(Humb. & Bonpl. ex Willd.) H.S. Irwin & Barneby","Cassia pendula",NA,"Freestanding","Senna pendula","(Humb. & Bonpl. ex Willd.) H.S.Irwin & Barneby","species","Fabaceae",FALSE,NA,FALSE,NA,"Senna pendula",2957187,"Senna pendula-SENNPE"
"sennqu","sennqu",NA,NA,"Fabales","Fabaceae","Senna quinquangulata","(Rich.) H.S. Irwin & Barneby","Cassia quinquangulata",NA,"Freestanding","Senna quinquangulata","(Rich.) H.S.Irwin & Barneby","species","Fabaceae",FALSE,NA,FALSE,NA,"Senna quinquangulata",2956955,"Senna quinquangulata-SENNQU"
"sennre","sennre","sennre","SENR","Fabales","Fabaceae","Senna reticulata","(Willd.) H.S. Irwin & Barneby","Cassia reticulata",NA,"Freestanding","Senna reticulata","(Willd.) H.S.Irwin & Barneby","species","Fabaceae",FALSE,FALSE,FALSE,NA,"Senna reticulata",2957303,"Senna reticulata-SENNRE-SENR"
"sennse","sennse",NA,NA,"Fabales","Fabaceae","Senna septemtrionalis","(Viv.) H.S. Irwin & Barneby","Cassia laevigata",NA,"Freestanding","Senna septemtrionalis","(Viv.) H.S.Irwin & Barneby","species","Fabaceae",FALSE,NA,FALSE,NA,"Senna septemtrionalis",2957529,"Senna septemtrionalis-SENNSE"
"sennsi","sennsi",NA,NA,"Fabales","Fabaceae","Senna siamea","(Lam.) H.S. Irwin & Barneby","Cassia siamea",NA,"Freestanding","Senna siamea","(Lam.) H.S.Irwin & Barneby","species","Fabaceae",FALSE,NA,FALSE,NA,"Senna siamea",2956905,"Senna siamea-SENNSI"
"sennso","sennso",NA,NA,"Fabales","Fabaceae","Senna sophera","(L.) Roxb.","Cassia sophera",NA,"Freestanding","Senna sophera","(L.) Roxb.","species","Fabaceae",FALSE,NA,FALSE,NA,"Senna sophera",2957379,"Senna sophera-SENNSO"
"sennsp","sennsp",NA,NA,"Fabales","Fabaceae","Senna spectabilis","(DC.) H.S. Irwin & Barneby","Cassia spectabilis",NA,"Freestanding","Senna spectabilis","(DC.) H.S.Irwin & Barneby","species","Fabaceae",FALSE,NA,FALSE,NA,"Senna spectabilis",2957438,"Senna spectabilis-SENNSP"
"sennun","sennun",NA,"SENU","Fabales","Fabaceae","Senna undulata","(Benth.) H.S. Irwin & Barneby",NA,NA,"Climbing","Senna undulata","(Benth.) H.S.Irwin & Barneby","species","Fabaceae",FALSE,NA,FALSE,NA,"Senna undulata",2957590,"Senna undulata-SENNUN-SENU"
"sennwi","sennwi",NA,NA,"Fabales","Fabaceae","Senna williamsii","(Britton & Rose) H.S. Irwin & Barneby","Cassia williamsii",NA,"Freestanding","Senna williamsii","(Britton & Rose) H.S.Irwin & Barneby","species","Fabaceae",FALSE,NA,FALSE,NA,"Senna williamsii",2957366,"Senna williamsii-SENNWI"
"serjac","serjac",NA,NA,"Sapindales","Sapindaceae","Serjania acuta","Triana & Planch.",NA,NA,"Climbing","Serjania acuta","Triana & Planch.","species","Sapindaceae",FALSE,NA,FALSE,NA,"Serjania acuta",5578125,"Serjania acuta-SERJAC"
"serjat","serjat",NA,"SERA","Sapindales","Sapindaceae","Serjania atrolineata","C. Wright",NA,NA,"Climbing","Serjania atrolineata","C.Wright","species","Sapindaceae",FALSE,NA,FALSE,NA,"Serjania atrolineata",7265058,"Serjania atrolineata-SERJAT-SERA"
"serjc1","serjc1",NA,NA,"Sapindales","Sapindaceae","Serjania caracasana","(Jacq.) Willd.",NA,NA,"Climbing","Serjania caracasana","(Jacq.) Willd.","species","Sapindaceae",FALSE,NA,FALSE,NA,"Serjania caracasana",7265025,"Serjania caracasana-SERJC1"
"serjci","serjci",NA,"SER1","Sapindales","Sapindaceae","Serjania circumvallata","Radlk.",NA,NA,"Climbing","Serjania circumvallata","Radlk.","species","Sapindaceae",FALSE,NA,FALSE,NA,"Serjania circumvallata",5577883,"Serjania circumvallata-SERJCI-SER1"
"serjco","serjco",NA,"SER2","Sapindales","Sapindaceae","Serjania cornigera","Turcz.",NA,"R. Pérez 2144 y 2199 (PMA, SCZ)","Climbing","Serjania cornigera","Turcz.","species","Sapindaceae",FALSE,NA,FALSE,NA,"Serjania cornigera",5577803,"Serjania cornigera-SERJCO-SER2"
"serjda","serjda",NA,NA,"Sapindales","Sapindaceae","Serjania darcyi","Croat",NA,NA,"Climbing","Serjania darcyi","Croat","species","Sapindaceae",FALSE,NA,FALSE,NA,"Serjania darcyi",5577738,"Serjania darcyi-SERJDA"
"serjgr","serjgr",NA,NA,"Sapindales","Sapindaceae","Serjania grandis","Seem.",NA,NA,"Climbing","Serjania grandis","Seem.","species","Sapindaceae",FALSE,NA,FALSE,NA,"Serjania grandis",5577517,"Serjania grandis-SERJGR"
"serjin","serjin",NA,NA,"Sapindales","Sapindaceae","Serjania insignis","Radlk.",NA,NA,"Climbing","Serjania insignis","Radlk.","species","Sapindaceae",FALSE,NA,FALSE,NA,"Serjania insignis",5577407,"Serjania insignis-SERJIN"
"serjm1","serjm1",NA,NA,"Sapindales","Sapindaceae","Serjania membranacea","Splitg.",NA,NA,"Climbing","Serjania membranacea","Splitg.","species","Sapindaceae",FALSE,NA,FALSE,NA,"Serjania membranacea",5577189,"Serjania membranacea-SERJM1"
"serjme","serjme",NA,"SERM","Sapindales","Sapindaceae","Serjania mexicana","(L.) Willd.",NA,"R. Pérez 2207 y 2229 (PMA, SCZ)","Climbing","Serjania mexicana","(L.) Willd.","species","Sapindaceae",FALSE,NA,FALSE,NA,"Serjania mexicana",7705119,"Serjania mexicana-SERJME-SERM"
"serjp1","serjp1",NA,NA,"Sapindales","Sapindaceae","Serjania paniculata","Kunth",NA,NA,"Climbing","Serjania paniculata","Kunth","species","Sapindaceae",FALSE,NA,FALSE,NA,"Serjania paniculata",7747925,"Serjania paniculata-SERJP1"
"serjpa","serjpa",NA,"SER3","Sapindales","Sapindaceae","Serjania paucidentata","DC.",NA,NA,"Climbing","Serjania paucidentata","DC.","species","Sapindaceae",FALSE,NA,FALSE,NA,"Serjania paucidentata",8005307,"Serjania paucidentata-SERJPA-SER3"
"serjpl","serjpl",NA,"SER4","Sapindales","Sapindaceae","Serjania pluvialiflorens","Croat",NA,NA,"Climbing","Serjania pluvialiflorens","Croat","species","Sapindaceae",FALSE,NA,FALSE,NA,"Serjania membranacea",5577189,"Serjania pluvialiflorens-SERJPL-SER4"
"serjpy","serjpy",NA,"SERD","Sapindales","Sapindaceae","Serjania pyramidata","Radlk.","Serjania decapleuria",NA,"Climbing","Serjania pyramidata","Radlk.","species","Sapindaceae",FALSE,NA,FALSE,NA,"Serjania pyramidata",5576920,"Serjania pyramidata-SERJPY-SERD"
"serjrh","serjrh",NA,"SERR","Sapindales","Sapindaceae","Serjania rhombea","Radlk.",NA,NA,"Climbing","Serjania rhombea","Radlk.","species","Sapindaceae",FALSE,NA,FALSE,NA,"Serjania rhombea",5576868,"Serjania rhombea-SERJRH-SERR"
"serjtr","serjtr",NA,"SERT","Sapindales","Sapindaceae","Serjania trachygona","Radlk.",NA,NA,"Climbing","Serjania trachygona","Radlk.","species","Sapindaceae",FALSE,NA,FALSE,NA,"Serjania trachygona",5576677,"Serjania trachygona-SERJTR-SERT"
"sicaod","sicaod",NA,NA,"Cucurbitales","Cucurbitaceae","Sicana odorifera","(Vell.) Naudin",NA,NA,"Climbing","Sicana odorifera","(Vell.) Naudin","species","Cucurbitaceae",FALSE,NA,FALSE,NA,"Sicana odorifera",2874500,"Sicana odorifera-SICAOD"
"sisyco","sisyco",NA,"SICC","Cucurbitales","Cucurbitaceae","Sicydium schiedeanum","Schltdl.",NA,NA,"Climbing","Sicydium schiedeanum","Schltdl.","species","Cucurbitaceae",FALSE,NA,FALSE,NA,"Sicydium schiedeanum",5537212,"Sicydium schiedeanum-SISYCO-SICC"
"sicyta","sicyta",NA,NA,"Cucurbitales","Cucurbitaceae","Sicydium tamnifolium","(Kunth) Cogn.",NA,NA,"Climbing","Sicydium tamnifolium","(Kunth) Cogn.","species","Cucurbitaceae",FALSE,NA,FALSE,NA,"Sicydium tamnifolium",7317994,"Sicydium tamnifolium-SICYTA"
"sic1ch","sic1ch",NA,NA,"Cucurbitales","Cucurbitaceae","Sicyos chiriquensis","Hammel & D'Arcy",NA,NA,"Climbing","Sicyos chiriquensis","Hammel & D'Arcy","species","Cucurbitaceae",FALSE,NA,FALSE,NA,"Sicyos chiriquensis",3625164,"Sicyos chiriquensis-SIC1CH"
"seched","seched",NA,NA,"Cucurbitales","Cucurbitaceae","Sicyos edulis","Jacq.","Sechium edule",NA,"Climbing","Sicyos edulis","Jacq.","species","Cucurbitaceae",FALSE,NA,FALSE,NA,"Sechium edule",7317530,"Sicyos edulis-SECHED"
"sideca","sideca","sideca",NA,"Ericales","Sapotaceae","Sideroxylon capiri","Pittier",NA,"R. Pérez 1717","Freestanding","Sideroxylon capiri","(A.DC.) Pittier","species","Sapotaceae",FALSE,FALSE,FALSE,NA,"Sideroxylon capiri",2887255,"Sideroxylon capiri-SIDECA"
"sidece","sidece","sidece",NA,"Ericales","Sapotaceae","Sideroxylon celastrinum","(Kunth) T.D. Penn.",NA,"R. Pérez 1743","Freestanding","Sideroxylon celastrinum","(Kunth) T.D.Penn.","species","Sapotaceae",FALSE,FALSE,FALSE,NA,"Sideroxylon celastrinum",2886882,"Sideroxylon celastrinum-SIDECE"
"sideco","sideco","sideco",NA,"Ericales","Sapotaceae","Sideroxylon contrerasii","(Lundell) T.D. Penn.",NA,NA,"Freestanding","Sideroxylon contrerasii","(Lundell) T.D.Penn.","species","Sapotaceae",FALSE,FALSE,FALSE,NA,"Sideroxylon contrerasii",2886967,"Sideroxylon contrerasii-SIDECO"
"sidepe","sidepe","sidepe",NA,"Ericales","Sapotaceae","Sideroxylon persimile","(Hemsl.) T.D. Penn.",NA,NA,"Freestanding","Sideroxylon persimile","(Hemsl.) T.D.Penn.","species","Sapotaceae",FALSE,FALSE,FALSE,NA,"Sideroxylon persimile",2886860,"Sideroxylon persimile-SIDEPE"
"sidepo","sidepo",NA,NA,"Ericales","Sapotaceae","Sideroxylon portoricense","Urb.",NA,NA,"Freestanding","Sideroxylon portoricense","Urb.","species","Sapotaceae",FALSE,NA,FALSE,NA,"Sideroxylon portoricense",2887013,"Sideroxylon portoricense-SIDEPO"
"sim1po","sim1po","sim1po",NA,"Sapindales","Simaroubaceae","Simaba polyphylla","(Cavalcante) W.W. Thomas",NA,NA,"Freestanding","Simaba polyphylla","(Cavalcante) W.W.Thomas","species","Simaroubaceae",FALSE,FALSE,FALSE,NA,"Simaba polyphylla",3709105,"Simaba polyphylla-SIM1PO"
"simaam","simaam","simaam","SIMA","Sapindales","Simaroubaceae","Simarouba amara","Aubl.",NA,"R. Pérez 2210","Freestanding","Simarouba amara","Aubl.","species","Simaroubaceae",FALSE,FALSE,FALSE,NA,"Simarouba amara",7720664,"Simarouba amara-SIMAAM-SIMA"
NA,NA,NA,NA,"Sapindales","Simaroubaceae","Simarouba glauca","DC.",NA,NA,"Freestanding","Simarouba glauca","DC.","species","Simaroubaceae",FALSE,NA,FALSE,NA,"Simarouba glauca",3190669,"Simarouba glauca"
"simikl","simikl",NA,NA,"Gentianales","Rubiaceae","Simira klugei","(Standl.) Steyerm.",NA,NA,"Freestanding","Simira klugei","(Standl.) Steyerm.","species","Rubiaceae",FALSE,NA,FALSE,NA,"Simira klugei",5335247,"Simira klugei-SIMIKL"
"simima","simima","simima",NA,"Gentianales","Rubiaceae","Simira maxonii","(Standl.) Steyerm.",NA,"R. Pérez 2464","Freestanding","Simira maxonii","(Standl.) Steyerm.","species","Rubiaceae",FALSE,FALSE,FALSE,NA,"Simira maxonii",5335269,"Simira maxonii-SIMIMA"
NA,NA,NA,NA,"Gentianales","Rubiaceae","Simira panamensis","(Dwyer) C.M. Taylor","Simira darienensis",NA,"Freestanding","Simira panamensis","(Dwyer) C.M.Taylor","species","Rubiaceae",FALSE,NA,FALSE,NA,"Simira panamensis",8031170,"Simira panamensis"
"sincdi","sincdi",NA,NA,"Asterales","Asteraceae","Sinclairia discolor","Hook. & Arn.",NA,NA,"Climbing","Sinclairia discolor","Hook. & Arn.","species","Asteraceae",FALSE,NA,FALSE,NA,"Sinclairia discolor",5389382,"Sinclairia discolor-SINCDI"
"sincpo","sincpo",NA,NA,"Asterales","Asteraceae","Sinclairia polyantha","(Klatt) Rydb.",NA,NA,"Climbing","Sinclairia polyantha","(Klatt) Rydb.","species","Asteraceae",FALSE,NA,FALSE,NA,"Sinclairia polyantha",5389346,"Sinclairia polyantha-SINCPO"
"sipaco","sipaco","sipaco",NA,"Laurales","Siparunaceae","Siparuna conica","S.S. Renner & Hausner",NA,NA,"Freestanding","Siparuna conica","S.S.Renner & Hausner","species","Siparunaceae",FALSE,FALSE,FALSE,NA,"Siparuna conica",3782270,"Siparuna conica-SIPACO"
"sipacr","sipacr","sipacr","SIPG","Laurales","Siparunaceae","Siparuna cristata","(Poepp. & Endl.) A. DC.",NA,NA,"Freestanding","Siparuna cristata","(Poepp. & Endl.) A.DC.","species","Siparunaceae",FALSE,FALSE,FALSE,NA,"Siparuna cristata",7264504,"Siparuna cristata-SIPACR-SIPG"
"sipacu","sipacu","sipacu",NA,"Laurales","Siparunaceae","Siparuna cuspidata","(Tul.) A. DC.",NA,"R. Pérez 1089","Freestanding","Siparuna cuspidata","(Tul.) A.DC.","species","Siparunaceae",FALSE,FALSE,FALSE,NA,"Siparuna cuspidata",3783134,"Siparuna cuspidata-SIPACU"
"sipage","sipage",NA,NA,"Laurales","Siparunaceae","Siparuna gesnerioides","(Kunth) A. DC.",NA,NA,"Freestanding","Siparuna gesnerioides","(Kunth) A.DC.","species","Siparunaceae",FALSE,NA,FALSE,NA,"Siparuna gesnerioides",3782637,"Siparuna gesnerioides-SIPAGE"
"sipagr","sipagr","sipagr",NA,"Laurales","Siparunaceae","Siparuna grandiflora","(Kunth) Perkins",NA,NA,"Freestanding","Siparuna grandiflora","(Kunth) Perkins","species","Siparunaceae",FALSE,FALSE,FALSE,NA,"Siparuna grandiflora",3782467,"Siparuna grandiflora-SIPAGR"
"sipagu","sipagu","sipagu",NA,"Laurales","Siparunaceae","Siparuna guianensis","Aubl.",NA,NA,"Freestanding","Siparuna guianensis","Aubl.","species","Siparunaceae",FALSE,FALSE,FALSE,NA,"Siparuna guianensis",7264535,"Siparuna guianensis-SIPAGU"
NA,NA,NA,NA,"Laurales","Siparunaceae","Siparuna laurifolia","A. DC.",NA,NA,"Freestanding","Siparuna laurifolia","(Kunth) A.DC.","species","Siparunaceae",FALSE,NA,FALSE,NA,"Siparuna laurifolia",3783114,"Siparuna laurifolia"
"sipapa","sipapa","sipapa","SIPP","Laurales","Siparunaceae","Siparuna pauciflora","(Beurl.) A. DC.",NA,"R. Pérez 1793","Freestanding","Siparuna pauciflora","(Beurl.) A.DC.","species","Siparunaceae",FALSE,FALSE,FALSE,NA,"Siparuna pauciflora",3782356,"Siparuna pauciflora-SIPAPA-SIPP"
"sipath","siphte","sipath",NA,"Laurales","Siparunaceae","Siparuna thecaphora","(Poepp. & Endl.) A. DC.",NA,NA,"Freestanding","Siparuna thecaphora","(Poepp. & Endl.) A.DC.","species","Siparunaceae",FALSE,TRUE,FALSE,"Code sp6 changed from sp6curr or sp6prior.","Siparuna thecaphora",3782358,"Siparuna thecaphora-SIPATH"
"siphdu","siphdu",NA,NA,"Myrtales","Myrtaceae","Siphoneugena dussii","(Krug & Urb.) Proença",NA,NA,"Freestanding","Siphoneugena dussii","(Krug & Urb.) Proença","species","Myrtaceae",FALSE,NA,FALSE,NA,"Siphoneugena dussii",9070154,"Siphoneugena dussii-SIPHDU"
"sloam2","sloam2",NA,NA,"Oxalidales","Elaeocarpaceae","Sloanea ampla","I.M. Johnst.",NA,NA,"Freestanding","Sloanea ampla","I.M.Johnst.","species","Elaeocarpaceae",FALSE,NA,FALSE,NA,"Sloanea ampla",5651100,"Sloanea ampla-SLOAM2"
"sloabr","sloabr",NA,NA,"Oxalidales","Elaeocarpaceae","Sloanea brenesii","Standl.",NA,NA,"Freestanding","Sloanea brenesii","Standl.","species","Elaeocarpaceae",FALSE,NA,FALSE,NA,"Sloanea brenesii",5651028,"Sloanea brenesii-SLOABR"
NA,NA,NA,NA,"Oxalidales","Elaeocarpaceae","Sloanea faginea","Standl.",NA,NA,"Freestanding","Sloanea faginea","Standl.","species","Elaeocarpaceae",FALSE,NA,FALSE,NA,"Sloanea faginea",5651274,"Sloanea faginea"
"sloalo","sloalo",NA,NA,"Oxalidales","Elaeocarpaceae","Sloanea floribunda","Spruce ex Benth.","Sloanea longipes","R. Pérez 1641 (PMA, SCZ)","Freestanding","Sloanea floribunda","Spruce ex Benth.","species","Elaeocarpaceae",FALSE,NA,FALSE,NA,"Sloanea floribunda",5651261,"Sloanea floribunda-SLOALO"
"sloagr","sloagr",NA,NA,"Oxalidales","Elaeocarpaceae","Sloanea grandiflora","Sm.",NA,NA,"Freestanding","Sloanea grandiflora","Sm.","species","Elaeocarpaceae",FALSE,NA,FALSE,NA,"Sloanea grandiflora",5651212,"Sloanea grandiflora-SLOAGR"
"sloast","sloast",NA,NA,"Oxalidales","Elaeocarpaceae","Sloanea guianensis","(Aubl.) Benth.",NA,NA,"Freestanding","Sloanea guianensis","(Aubl.) Benth.","species","Elaeocarpaceae",FALSE,NA,FALSE,NA,"Sloanea guianensis",7291059,"Sloanea guianensis-SLOAST"
"sloala","sloala","sloala",NA,"Oxalidales","Elaeocarpaceae","Sloanea laurifolia","(Benth.) Benth.",NA,NA,"Freestanding","Sloanea laurifolia","(Benth.) Benth.","species","Elaeocarpaceae",FALSE,FALSE,FALSE,NA,"Sloanea laurifolia",5651127,"Sloanea laurifolia-SLOALA"
NA,NA,"sloam2",NA,"Oxalidales","Elaeocarpaceae","Sloanea medusula","K. Schum. & Pittier",NA,NA,"Freestanding","Sloanea medusula","K.Schum. & Pittier","species","Elaeocarpaceae",FALSE,NA,FALSE,NA,"Sloanea medusula",5651055,"Sloanea medusula"
"sloame","sloame","sloame",NA,"Oxalidales","Elaeocarpaceae","Sloanea megaphylla","Pittier",NA,NA,"Freestanding","Sloanea megaphylla","Pittier","species","Elaeocarpaceae",FALSE,FALSE,FALSE,NA,"Sloanea megaphylla",5651050,"Sloanea megaphylla-SLOAME"
