Family	Latin	Author	countries	minLat	maxLat	minLong	maxLong	Npan	N	range	plots	dens	inventories	maxht
Melastomataceae	Conostegia dentata	Triana	4	-1.4628	9.4	-82.2166667	-69.75	7	67	567	0	0	0	8
Melastomataceae	Conostegia dissitinervia	(Kriebel, Almeda & A. Estrada) Kriebel	2	8.3	9.705556	-84.586944	-82.7881	2	30	6.68	0	0	0	5
Melastomataceae	Conostegia fragrantissima	Almeda	1	8.4844444	8.8166667	-82.3833333	-81.7691667	4	4	0.3	0	0	0	11
Melastomataceae	Conostegia fraterna	(Almeda) Kriebel	2	8.78	10.4166667	-84.8333	-82.70833	6	18	8.5	0	0	0	3
Melastomataceae	Conostegia galdamesiae	(Kriebel & Almeda) Kriebel	1	8.4822223	8.7716667	-82.2511111	-80.0747	14	14	4.49	0	0	0	7
Melastomataceae	Conostegia hammelii	(Almeda) Kriebel	4	1.1	11.366667	-85.325008	-76.929617	42	147	134	0	0	0	3.3
Melastomataceae	Conostegia icosandra	(Sw. ex Wikstr.) Urb.	21	-15.7422	23.95056	-102.575	-39.202778	10	449	6456	0	0	0	15.3
Melastomataceae	Conostegia jefensis	(Almeda) Kriebel	1	9.22165	9.27638	-79.5	-79.31527	11	11	0.05	0	0	0	4
Melastomataceae	Conostegia lasiopoda	Benth.	6	0.7906	15.610556	-87.601111	-72.8667	36	199	511	0	0	0	7
Melastomataceae	Conostegia macrantha	O. Berg ex Triana	2	8.5	10.671389	-84.990278	-81.58	22	91	24.99	0	0	0	15
Melastomataceae	Conostegia micrantha	Standl.	4	-0.61666	13.76666	-85.6	-78.6089	44	239	168	0	0	0	16
Melastomataceae	Conostegia montana	(Sw.) D. Don ex DC.	16	-10.41	18.1839	-96.75	-61.0722223	122	466	2885	1	0.16079418344519	1	11
Melastomataceae	Conostegia monteleagreana	Cogn.	3	4.05	10.741667	-85.0069444	-75.040833	9	114	143.73	0	0	0	4
Melastomataceae	Conostegia muriculata	Almeda	2	8.48222	9.802778	-84.0169	-80.116944	23	33	19.69	0	0	0	3.5
Melastomataceae	Conostegia oerstediana	O. Berg ex Triana	3	8.5166667	13.5666667	-85.9833333	-79.5	10	166	97	0	0	0	18
Melastomataceae	Conostegia ombrophila	(Gleason) Kriebel	6	-13.28333	13.7833333	-87.0734445	-70.75	76	202	1046	0	0	0	3.5
Melastomataceae	Conostegia peltata	(Almeda) Kriebel	1	9.22165	9.2578	-79.5	-79.3553	6	6	0.02	0	0	0	6
Melastomataceae	Conostegia pittieri	Cogn.	3	8.485	12.5	-85.51666	-81.28333	9	146	60.03	0	0	0	18
Melastomataceae	Conostegia polyandra	Benth.	4	-2.1666667	11.6111111	-83.95	-74.3416667	12	53	334	0	0	0	13.6
Melastomataceae	Conostegia rhodopetala	Donn. Sm.	2	8.3997	10.7022	-84.9917	-81.7583	4	88	19.06	0	0	0	12
Melastomataceae	Conostegia rufescens	Naudin	7	-0.9681	18.75	-85.65	-70.333333	99	266	388	1	0.0473484848484848	4	12
Melastomataceae	Conostegia schlimii	(Triana) Kriebel	9	3.8811	17.217668	-90.785	-72.8667	49	308	722	0	0	0	NA
Melastomataceae	Conostegia setifera	Standl.	3	8.3997	12.5	-85.083333	-81.7583	4	99	58.16	0	0	0	13
Melastomataceae	Conostegia setosa	Triana	5	-1.4628	14.23027	-85.32083	-72.8667	205	296	455	0	0	0	3
Melastomataceae	Conostegia shattuckii	(Standl.) Kriebel	4	6.20135	12.5	-85	-73.8	34	90	188	0	0	0	4
Melastomataceae	Conostegia speciosa	Naudin	7	-16.3833334	13.966667	-86.13333	-63.4583333	197	341	3487	0	0	32	3
Melastomataceae	Conostegia subcrustulata	(Beurl.) Triana	7	-1.65	14.46611	-88.18333	-75.5	76	355	370	0	0	0	3
Melastomataceae	Conostegia superba	D. Don ex Naudin	15	-9.1839	23	-102	-65.9014	8	201	3570	0	0	0	10
Melastomataceae	Conostegia tenuifolia	Donn. Sm.	5	-3.6767	14.36888	-85.6	-72.248611	25	174	692	0	0	0	8
Melastomataceae	Conostegia trichosantha	(Almeda) Kriebel	1	8.48222	9.383333	-81.11999	-78.8	38	38	3.42	0	0	0	4
Melastomataceae	Conostegia volcanalis	Standl. & Steyerm.	7	8.53527	23.061667	-105.333333	-79.3553	6	152	956	0	0	0	20
Melastomataceae	Conostegia vulcanicola	Donn. Sm.	3	8.833333	13.5833333	-85.7333333	-82.583333	2	39	39	0	0	0	5
Melastomataceae	Conostegia xalapensis	(Bonpl.) D. Don ex DC.	11	3.8811	27.1194445	-107.1	-72.37778	186	1798	2091	0	0	17	10
Melastomataceae	Graffenrieda bella	Almeda	2	6.538057	9.2578	-82.4394	-76.183763	39	40	35.68	0	0	0	5
Melastomataceae	Graffenrieda cucullata	(Triana) L.O. Williams	5	-18.10833	9.2722	-81.8333334	-63.6125	2	212	2513	0	0	0	15
Melastomataceae	Graffenrieda galeottii	(Naudin) L.O. Williams	8	-1.4628	23	-102	-72.5	19	190	1142	0	0	3	16
Melastomataceae	Graffenrieda gracilis	(Triana) L.O. Williams	8	-17.16666	11.1356	-84.075	-64.435	18	262	3659	0	0	0	6
Melastomataceae	Graffenrieda jefensis	Almeda, Alvear & H. Mend.	1	9.23	9.2578	-79.5	-79.3553	3	3	0.01	0	0	0	9
Melastomataceae	Graffenrieda micrantha	(Gleason) L.O. Williams	3	5.965555	10.6111111	-85.371667	-74.878495	18	59	96.74	0	0	0	5
Melastomataceae	Henriettea cuneata	(Standl.) L.O. Williams	7	5.348516	17.21778	-90.5	-74.937644	29	172	445	0	0	0	10
Melastomataceae	Henriettea fascicularis	(Sw.) M. Gómez	18	-17	21.62111	-90.925	-64.7666667	51	238	4193	5	0.508996212121212	9	15
Melastomataceae	Henriettea fissanthera	(Gleason) Penneys, Michelang., Judd & Almeda	4	-0.9333333	8.7686	-77.8166667	-70.4533	6	54	452	0	0	0	3
Melastomataceae	Henriettea odorata	(Markgr.) Penneys, Michelang., Judd & Almeda	5	-4.15	12.5	-87.066311	-72.248611	9	104	701	0	0	0	16
Melastomataceae	Henriettea seemannii	(Naudin) L.O. Williams	5	1.3761	15.7227778	-86.5	-71.8581	6	148	668	0	0	0	5
Melastomataceae	Henriettea strigosa	Gleason	5	9.1666667	17.5291667	-90.5	-79.3553	3	18	208	0	0	0	8
Melastomataceae	Henriettea succosa	(Aubl.) DC.	14	-23.345556	18.3	-96.75	-34.87481	94	715	10324	6	0.632385092536099	18	12
Melastomataceae	Henriettea trachyphylla	(Triana) Penneys, Michelang., Judd & Almeda	3	0.468333	11.1333	-84.0122	-72.248611	7	137	573	1	0.0473484848484848	0	5
Melastomataceae	Henriettea tuberculosa	(Donn. Sm.) L.O. Williams	5	1.0333333	12.5	-85.430343	-72.67889	66	315	435	2	0.0625	10	12
Melastomataceae	Leandra chaetodon	(DC.) Cogn.	10	-22.33333	10.92	-85.47	-52.8731	9	212	6331	0	0	0	3
Melastomataceae	Leandra dichotoma	(Pav. ex D. Don) Cogn.	12	-18.10833	17.248056	-94.586111	-53.0833334	141	494	5258	3	0.000416666666666667	10	3
Melastomataceae	Leandra granatensis	Gleason	6	-3.48333	14.48777	-85.4302778	-68.166667	49	320	1356	1	0.069910514541387	1	5
Melastomataceae	Leandra grandifolia	Cogn.	7	0.86666	15.4916666	-89.7269445	-73.35	96	243	472	0	0	0	5
Melastomataceae	Leandra longicoma	Cogn.	9	-13.41666	15.64833	-86.67888	-52.8731	11	357	4208	0	0	0	3
Melastomataceae	Leandra melanodesma	(Naudin) Cogn.	8	0.4844	20.785	-103.6686111	-72.836389	52	259	1227	0	0	0	5
Melastomataceae	Leandra mexicana	(Naudin) Cogn.	8	-4.192935	23.95056	-105.0666667	-69.935297	39	254	1545	0	0	0	3
Melastomataceae	Leandra subseriata	(Naudin) Cogn.	9	-2.36666	20.74444	-104.1	-65.9119	46	322	1912	0	0	0	5
Melastomataceae	Loreya mespiloides	Miq.	9	-5.9	12.5	-85.42778	-52.13	24	242	3466	0	0	0	18
Melastomataceae	Meriania grandiflora	(Standl.) Almeda	2	8.01666	10.3019	-84.7922	-80.1069444	46	62	28.72	0	0	0	15
Melastomataceae	Meriania macrophylla	(Benth.) Triana	7	-16.3833334	17.5	-96.75	-63.4583333	13	109	3783	0	0	0	21
Melastomataceae	Meriania odorata	Almeda	2	8.4936	10.3019	-84.8233	-80.11	13	19	21.03	0	0	0	15
Melastomataceae	Meriania panamensis	Gleason	2	8.5	9.9717	-83.8636	-82.25	23	28	4.59	0	0	0	10
Melastomataceae	Meriania phlomoides	(Triana) Almeda	4	0.63479	10.966667	-85.475	-75.110556	2	151	258	0	0	0	12
Melastomataceae	Miconia aeruginosa	Naudin	13	-17.14388	20.43333	-98.33333	-60.08333	4	405	5304	0	0	0	3
Melastomataceae	Miconia affinis	DC.	19	-24.327	20.05806	-97.54931	-34.906139	202	1429	12891	15	5.13953986170429	44	20
Melastomataceae	Miconia albertobrenesii	Gamba & Almeda	6	-5.27	12.5	-85.516667	-74.8542	42	220	496	0	0	0	4
Melastomataceae	Miconia albicans	(Sw.) Steud.	22	-26.0825	23.6166667	-105.231111	-34.7992	60	3451	14427	0	0	0	5
Melastomataceae	Miconia alboglandulosa	Gamba & Almeda	4	-3.9166667	10.7208333	-85.03056	-76.08355	14	89	339	0	0	0	3
Melastomataceae	Miconia ampla	Triana	19	-15.53333	18.4125	-96.75	-51.6164	11	414	8097	0	0	0	20
Melastomataceae	Miconia appendiculata	Triana	8	-12.6764	18.5915	-95.0842	-65.9119	15	157	3092	0	0	0	10
Melastomataceae	Miconia approximata	Gamba & Almeda	8	-3.91666	17.01666	-89.1986111	-73.566171	72	329	797	1	0	0	3
Melastomataceae	Miconia argentea	(Sw.) DC.	9	7.3094	20.089167	-97.538333	-76.593144	215	682	711	21	2.87201431258898	65	10
Melastomataceae	Miconia astroplocama	Donn. Sm.	7	-10.65638	17	-88.5	-69.902778	6	151	1837	0	0	0	5
Melastomataceae	Miconia aurantiaca	(Almeda & Kriebel) Gamba & Almeda	4	0.0166667	10.7208333	-84.99583333	-77.995778	6	31	112	0	0	0	4
Melastomataceae	Miconia barbinervis	(Benth.) Triana	13	-25.55	15.9025	-91.1911111	-48.93333	40	439	7888	0	0	0	4
Melastomataceae	Miconia benthamiana	Triana	6	-13.48333	15.5286111	-89.7038889	-70.41666	15	137	1776	0	0	0	3
Melastomataceae	Miconia biperulifera	Cogn.	2	9.05	10.82	-85.35	-82.83	2	66	8.86	0	0	0	5
Melastomataceae	Miconia bractiflora	Gamba & Almeda	4	-0.6166667	10.1239	-87.077376	-72.8667	72	238	406	0	0	0	5
Melastomataceae	Miconia brenesii	Standl.	2	8.485	11.0333333	-85.486389	-81.7689	10	143	24.77	0	0	0	10
Melastomataceae	Miconia brevitheca	Gleason	4	-3.9713889	10.72	-85	-75.146111	4	103	409	0	0	0	10
Melastomataceae	Miconia bubalina	Naudin	17	-17.40722	17.959722	-96.75	-53.2	3	567	7007	0	0	0	8
Melastomataceae	Miconia calvescens	DC.	16	-36.15694	23.950465	-102.532886	-34.8608	17	1224	16470	0	0	0	15
Melastomataceae	Miconia carnea	Cogn.	2	8.7666667	10.983333	-85.429167	-82.25	5	57	11.13	0	0	0	5
Melastomataceae	Miconia caudata	(Bonpl.) DC.	9	-17.0941666	17.5	-96.75	-65.4986111	12	321	2726	0	0	0	10
Melastomataceae	Miconia centrodesma	Naudin	15	-24.639444	17.217668	-89.7269445	-35.867	96	611	12026	0	0	0	4
Melastomataceae	Miconia centronioides	Gleason	3	-1.4628	9.45961	-81.25	-72.8667	32	83	408	2	0.331439393939394	1	10
Melastomataceae	Miconia chamissois	Naudin	15	-27.72	23.6166667	-105.285833	-34.9464	6	1026	14340	0	0	0	4
Melastomataceae	Miconia chiriquiensis	Almeda	2	8.5	10.333333	-84.7	-82.25	19	76	13.39	0	0	0	10
Melastomataceae	Miconia chrysophylla	(Rich.) Urb.	22	-17.88167	19.3194	-96.75	-36.76666	15	620	10756	0	0	4	20
Melastomataceae	Miconia cionotricha	L. Uribe	3	0.242222	9.0497	-80.5428	-70.9419	17	43	578	0	0	0	5
Melastomataceae	Miconia commutata	Almeda	2	8.62	10.4313889	-84.121389	-82.53888	2	19	17.7	0	0	0	15
Melastomataceae	Miconia costaricensis	Cogn.	4	1.069722	18.099278	-96.643306	-73.042	45	191	605	0	0	0	3
Melastomataceae	Miconia crocata	Almeda	1	8.4	8.68333	-80.633	-80.37	23	23	0.22	0	0	0	5
Melastomataceae	Miconia cuspidatissima	Pittier	2	8.8666667	10.323111	-84.8041667	-82.55	3	22	8.74	0	0	0	6.5
Melastomataceae	Miconia desmantha	Benth.	11	-16.3833334	23.950465	-102.575	-63.4583333	7	221	2957	0	0	0	5
Melastomataceae	Miconia dissita	Almeda	2	8.485	10.066667	-83.966667	-81.7689	9	22	9.41	0	0	0	5
Melastomataceae	Miconia dodecandra	Cogn.	24	-26.9992	22.8411	-100.434167	-35.1753	65	1556	13423	0	0	2	15
Melastomataceae	Miconia dolichopoda	Naudin	4	1.12415	11.1161	-84.800008	-64.1278	3	130	1053	0	0	0	14
Melastomataceae	Miconia dolichorrhyncha	Naudin	10	-17.05	10.7292	-84.3908	-52.0353	13	778	7398	0	0	0	15
Melastomataceae	Miconia doniana	Naudin	9	-10.75	17.425278	-100.193333	-65.9119	35	282	2854	1	0.130208333333333	0	7
Melastomataceae	Miconia dorsiloba	Gleason	8	-4.9166667	17.01666	-88.6946944	-73.1275	44	162	998	1	0.000833333333333333	4	6
Melastomataceae	Miconia elata	(Sw.) DC.	22	-17.13333	22.8411	-97.00472	-46.9244	55	552	8590	12	2.19943664836282	25	40
Melastomataceae	Miconia emendata	Wurdack	5	-14.1666667	8.2589	-78.3508	-53.0833334	5	64	2931	0	0	0	4.5
Melastomataceae	Miconia evanescens	(Almeda) Gamba & Almeda	4	0.35	10.7408871	-85.094444	-76.895967	15	48	130	0	0	0	4
Melastomataceae	Miconia gentryi	Wurdack	2	7.725	8.0797	-77.75	-77.2153	5	6	0.88	0	0	0	15
Melastomataceae	Miconia globuliflora	(Rich.) Cogn.	10	3.8558	17.25	-96.03333	-52.9708	4	49	1540	0	0	0	3
Melastomataceae	Miconia goniostigma	Triana	3	-2.01666	9.25	-82.25	-72.40139	11	126	544	0	0	0	6
Melastomataceae	Miconia gracilis	Triana	9	-3.91666	20.07583	-97.99	-71.8481	115	583	1317	0	0	0	10
Melastomataceae	Miconia gratissima	Benth. ex Triana	10	-14.846389	14.61666	-85	-47.2097	5	256	7406	0	0	0	8
Melastomataceae	Miconia hildeana	Kriebel & Almeda	2	8.485	9.797956	-83.857539	-81.7689	4	6	0.92	0	0	0	6
Melastomataceae	Miconia holosericea	(L.) DC.	18	-23.8136	20.219722	-104.906389	-34.7992	35	1233	12802	0	0	0	15
Melastomataceae	Miconia hondurensis	Donn. Sm.	7	7.53111	17.5	-96.75	-77.66666	31	262	556	3	0.160208333333333	2	12
Melastomataceae	Miconia ibaguensis	(Bonpl.) Triana	20	-25.47694	23.6166667	-102.575	-35.17667	42	710	13247	0	0	0	3
Melastomataceae	Miconia impetiolaris	(Sw.) D. Don ex DC.	25	-17.0869	23.6166667	-102.575	-52.8731	142	879	7733	4	0.291041666666667	23	10
Melastomataceae	Miconia insularis	Gleason	7	-3.45	17.5	-96.75	-74.868529	7	53	909	0	0	0	10
Melastomataceae	Miconia intricata	Triana	3	1.3308	10.2681	-84.8233	-72.8667	25	56	269	0	0	0	3.5
Melastomataceae	Miconia lacera	(Bonpl.) Naudin	12	-9.1839	19.45	-98.9	-61.8333333	210	739	3128	0	0	14	3
Melastomataceae	Miconia lateriflora	Cogn.	18	-11.6614	20.57415	-97.826944	-46.0122	107	498	7877	0	0	0	3
Melastomataceae	Miconia latidecurrens	Gamba & Almeda	2	8.7133333	10.4172223	-84.1166667	-79.2666667	35	36	7.56	0	0	0	3
Melastomataceae	Miconia laxivenula	(Wurdack) Gamba & Almeda	6	-9.667	12.5	-85.430343	-75.4166667	25	223	619	0	0	0	8
Melastomataceae	Miconia livida	Triana	8	-16.7261	17.5	-100.066667	-63.4583333	5	94	2458	0	0	0	8
Melastomataceae	Miconia lonchophylla	Naudin	6	-3.783333	20.016667	-97.833333	-65.88333	41	253	2273	0	0	0	6
Melastomataceae	Miconia longifolia	(Aubl.) DC.	17	-18.78778	17.65	-96.75	-45.44222	18	676	10114	0	0	0	10
Melastomataceae	Miconia matthaei	Naudin	20	-17.993333	22.8411	-96.75	-46.48378	6	441	9291	0	0	0	15
Melastomataceae	Miconia mcphersonii	Almeda & Penneys	2	3.560533	8.8378	-80.6939	-76.876633	5	8	0.22	0	0	0	5
Melastomataceae	Miconia minutiflora	(Bonpl.) DC.	19	-25.6267	23	-102	-34.8608	171	2143	13834	0	0	33	15
Melastomataceae	Miconia morii	Almeda	1	9.21388	9.2338889	-79.3872222	-79.375	7	7	0.01	0	0	0	3
Melastomataceae	Miconia multiplinervia	Cogn.	4	0.3972	10.383333	-87.070181	-72.8667	35	214	483	0	0	0	6
Melastomataceae	Miconia multispicata	Naudin	13	-17.8311	18.32388	-86.5	-46.2597	35	386	7870	6	0.574391142973358	7	20
Melastomataceae	Miconia neomicrantha	Judd & Skean	15	-10.5667	18.591667	-96.7166667	-58.779	99	895	4038	0	0	0	7
Melastomataceae	Miconia nervosa	(Sm.) Triana	17	-22.953	17.5347222	-90.5	-34.8789	167	1920	12306	5	0.353961129753915	2	6
Melastomataceae	Miconia nutans	Donn. Sm.	10	-13.283333	17.5	-96.75	-70.75	27	287	2154	0	0	0	7
Melastomataceae	Miconia octona	(Bonpl.) Judd & Majure	20	-19.15	23	-102	-35.080278	115	800	11395	1	0.00416666666666667	7	4
Melastomataceae	Miconia oinochrophylla	Donn. Sm.	8	5.8097	17.75	-96.75	-73.76083	76	224	685	0	0	6	4
Melastomataceae	Miconia oraria	Wurdack	5	-1.16666	10.374722	-84.8233	-72.95	25	131	571	0	0	0	16
Melastomataceae	Miconia phaeophylla	Triana	8	-12.83333	11.1861	-81.2436	-48.06666	9	243	6663	0	0	0	16
Melastomataceae	Miconia pileata	DC.	8	-17.88333	10.748333	-84.197222	-38.31305	35	111	8249	1	0.130208333333333	2	3
Melastomataceae	Miconia pittieri	Cogn.	2	8.5	10.5	-84.39	-81.58	18	71	24.1	0	0	0	6
Melastomataceae	Miconia poeppigii	Triana	15	-23.6082	17	-90.5	-45.1958	52	524	10322	14	2.65505516575147	13	30
Melastomataceae	Miconia prasina	(Sw.) DC.	27	-35.07916	23.0489	-102	-34.8608	233	3383	16180	7	2.05152239678666	40	12
Melastomataceae	Miconia pterocaulon	Triana	7	-10.39527	10.777778	-84.8233	-70.126444	3	152	1619	0	0	0	10
Melastomataceae	Miconia punctata	(Desr.) D. Don ex DC.	21	-17.8311	22.8411	-96.75	-45.38166	66	1206	10028	3	0.28219696969697	10	20
Melastomataceae	Miconia quadridomius	Gamba & Almeda	3	3.93333	9.3916666	-79.1083333	-72.21666	6	27	188	0	0	0	6
Melastomataceae	Miconia quinquenervia	(Mill.) Gamba & Almeda	7	-2.3333333	14.7666667	-85.761111	-65.9119	220	378	1285	0	0	0	6
Melastomataceae	Miconia reducens	Triana	12	-16.2	17.5	-96.75	-67.85	92	336	2613	1	0.0473484848484848	2	7
Melastomataceae	Miconia reitziana	(Cogn. & Gleason) Gamba & Almeda	4	5.58333	14.4708334	-85.7666667	-76.93333	17	202	194	0	0	0	4
Melastomataceae	Miconia robinsoniana	Cogn.	2	-2.1666667	9.27833	-90.41666	-77.3333333	6	25	152	0	0	0	4
Melastomataceae	Miconia rubiginosa	(Bonpl.) DC.	14	-23.566667	19.3314	-85.1239	-36.370833	18	738	11509	0	0	1	8
Melastomataceae	Miconia santaritensis	Almeda	1	9.03333	9.5	-80.5428	-78.95138	18	18	5.33	0	0	0	5
Melastomataceae	Miconia schnellii	Wurdack	2	8.8092	10.8	-85.34	-82.5258	8	83	12.05	0	0	0	8
Melastomataceae	Miconia septuplinervia	(Cogn.) Judd & Ionta	15	-15.9167	17.1083333	-94.758333	-52.15	97	592	7410	1	0	1	5
Melastomataceae	Miconia serrulata	(DC.) Naudin	25	-23.6189	22.8411	-98.57732	-39.029722	80	1191	11986	5	0.685123042505593	12	10
Melastomataceae	Miconia simplex	Triana	5	4.524579	12.5	-85.002778	-71.76666	140	272	372	9	2.79904222595078	19	6
Melastomataceae	Miconia smaragdina	Naudin	7	-4.43778	18.3875	-100.166667	-65.9119	43	308	2469	0	0	0	5
Melastomataceae	Miconia solearis	(Naudin) Gamba & Almeda	5	-3.5058333	11.4166667	-87.0745	-76	39	291	393	0	0	0	10
Melastomataceae	Miconia sparrei	Wurdack	5	-5.014	10.45	-84.1125	-75.66666	4	30	399	0	0	0	8
Melastomataceae	Miconia spiciformis	Gamba & Almeda	4	3.75	12.5	-85	-73.073369	101	134	230	0	0	7	8.5
Melastomataceae	Miconia splendens	(Sw.) Griseb.	22	-22.607222	19.5653	-96.75	-39.01444	12	1047	11679	0	0	0	12
Melastomataceae	Miconia stenostachya	DC.	18	-24.231797	19.3333	-99.166667	-34.9047	9	1355	13100	0	0	2	6
Melastomataceae	Miconia stevensiana	Almeda	5	5.680517	15.716667	-86.5	-76.591183	4	87	213	0	0	0	10
Melastomataceae	Miconia strigillosa	(Sw.) Judd & Ionta	17	-17.88167	22.2495	-90.941667	-45.833333	3	269	8837	0	0	0	3
Melastomataceae	Miconia talamancensis	Almeda	2	8.75	9.9717	-84.1419	-82.4	8	25	4.5	0	0	0	15
Melastomataceae	Miconia theaezans	(Bonpl.) Cogn.	15	-27.36	18.0833333	-89.373	-40.5117	105	2090	11579	0	0	0	15
Melastomataceae	Miconia tomentosa	(Rich.) D. Don ex DC.	20	-19.15	22.8411	-96.75	-34.906139	17	1266	11767	0	0	0	20
Melastomataceae	Miconia tonduzii	Cogn.	5	4.855687	14.41666	-89.45	-74.376922	39	377	321	0	0	0	NA
Melastomataceae	Miconia trinervia	(Sw.) D. Don ex Loudon	16	-18.10833	23.6166667	-102.575	-51.9756	50	1076	8223	1	0.236742424242424	8	16
Melastomataceae	Miconia triplinervis	Ruiz & Pav.	15	-18.0941666	23	-102	-62.6197	53	598	4900	0	0	0	5
Melastomataceae	Miconia umbriensis	Wurdack	2	0.4878	9.4642	-80.08450317	-72.8667	9	23	313	2	0.0946969696969697	0	10
Melastomataceae	Miconia valeriana	(Standl.) Wurdack	2	7.6666667	11.033333	-85.408334	-77.7	26	122	53.25	0	0	0	4
Melastomataceae	Miconia variabilis	Gamba & Almeda	7	-17.8366666	12.5	-87.05	-64.6875	96	426	2132	0	0	0	6
Melastomataceae	Monochaetum cordatum	Almeda	2	8.5	9.713953	-83.915075	-82.25	15	24	2.72	0	0	0	3
Melastomataceae	Monochaetum exaltatum	Almeda	1	8.491486	8.875	-82.5983333	-82.219508	27	27	0.25	0	0	0	3
Melastomataceae	Mouriri completens	(Pittier) Burret	3	3.83333	9.9828	-83.65	-76.560835	17	35	120.36	0	0	0	18
Melastomataceae	Mouriri cyphocarpa	Standl.	6	7.8506	15.775	-90.5	-77.1639	2	64	333	0	0	0	12
Melastomataceae	Mouriri gleasoniana	Standl.	6	7.50444	23	-102	-78.96666	30	170	656	0	0	3	18.5
Melastomataceae	Mouriri myrtilloides	(Sw.) Poir.	19	-21.2719	22.8411	-105.367781	-48.31972	141	693	8422	16	14.2305727577791	13	15
Melastomataceae	Mouriri panamensis	Morley	2	3.93333	9.37499	-79.7995	-77.13333	33	37	23.86	5	1.62310606060606	11	7
Melastomataceae	Tessmannianthus carinatus	Almeda	1	9.23317	9.2578	-79.5	-79.3553	3	3	0.01	0	0	0	11
Melastomataceae	Tessmannianthus cereifolius	Almeda	1	8.0197	8.0583333	-77.6986	-77.283333	3	3	0.01	0	0	0	15
Melastomataceae	Tessmannianthus gordonii	Almeda	1	8.5	8.758333	-82.258333	-82.2381	4	4	0.07	0	0	0	16
Melastomataceae	Tibouchina aspera	Aubl.	12	-29.637222	17.215	-88.54777	-37.431192	3	448	12073	0	0	0	3
Melastomataceae	Tibouchina inopinata	Wurdack	2	8.485	10.116667	-84.033611	-81.7689	12	65	10.36	0	0	0	10
Melastomataceae	Tococa guianensis	Aubl.	17	-22.5769	23	-102	-34.9464	150	2557	12467	1	0.130208333333333	5	6
Melastomataceae	Votomita cupuliformis	Morley & Almeda	1	8.91666	8.91666	-81.81666	-81.81666	1	1	0.01	0	0	0	10
Meliaceae	Carapa guianensis	Aubl.	22	-23.166667	21.9119	-90.5	-38.9	77	860	10608	11	3.6306754626805	27	40
Meliaceae	Carapa llanocarti	Kenfack	1	8.5661	9.5492	-81.2164	-78.92	26	26	8.34	0	0	0	NA
Meliaceae	Carapa nicaraguensis	C. DC.	4	-0.51666	12.5	-85.333333	-78.43333	8	51	138	0	0	0	40
Meliaceae	Cedrela fissilis	Vell.	13	-33.8136	25.6166667	-84.066667	-34.87481	16	2021	14808	0	0	2	NA
Meliaceae	Cedrela odorata	L.	33	-29.6725	26.8166667	-110.954167	-34.8789	128	2657	16284	8	0.411268939393939	38	40
Meliaceae	Cedrela tonduzii	C. DC.	7	8.491486	23.505	-105.836	-80.8467	18	117	538	0	0	0	45
Meliaceae	Guarea adenophylla	Al. Rod.	2	9.2555556	11.033333	-85.4666667	-82.5047222	1	19	10.7	0	0	0	20
Meliaceae	Guarea bijuga	C. DC.	4	8.5133333	21.4563889	-106.3930555	-81.1163889	3	17	539	0	0	0	25
Meliaceae	Guarea bullata	Radlk.	8	-0.61666	18.58333	-95.08333	-76.8775	31	244	548	17	5.727504830181	5	35
Meliaceae	Guarea caulobotrys	Cuatrec.	2	-2.52389	9.3655556	-78.975	-70.18844	6	28	429	0	0	0	8
Meliaceae	Guarea chiricana	Standl.	3	8.2666667	11.0333333	-85.42447	-79.73444	30	74	64.6	0	0	0	15
Meliaceae	Guarea fistulosa	W. Palacios	5	-20.795555	9.075	-82.1677778	-42.847222	2	38	3349	0	0	0	10
Meliaceae	Guarea gentryi	Coronado	5	5.38028	15.05	-85	-76.94333	4	46	87	0	0	0	35
Meliaceae	Guarea glabra	Vahl	28	-13.5086	23.6166667	-105.999722	-50.7964	128	1493	8487	17	6.94886363636364	11	NA
Meliaceae	Guarea grandifolia	DC.	17	-14.7297	18.619444	-96.75	-49.7728	126	807	7725	17	3.26352272727273	24	30
Meliaceae	Guarea guidonia	(L.) Sleumer	21	-27.5714	23.0489	-85.7175	-34.857833333	178	3002	13930	31	22.9775757575758	24	30
Meliaceae	Guarea hoffmanniana	C. DC.	4	3.66666	12.5	-85.0133	-76.97444	62	122	121.87	4	0.425662878787879	9	25
Meliaceae	Guarea kunthiana	A. Juss.	20	-26.5947	16.55	-90.1792	-35.1753	27	2850	13240	4	0.172348484848485	0	30
Meliaceae	Guarea macrophylla	Vahl	22	-31.2008	17.0375	-89.019	-34.87481	8	3290	14607	0	0	0	NA
Meliaceae	Guarea pterorhachis	Harms	8	-18.10833	14.4833333	-85.6333333	-52.8731	38	703	4824	6	3.01325757575758	11	30
Meliaceae	Guarea pyriformis	T.D. Penn.	4	-5.05555	9.9828	-84.166667	-72.91666	1	29	840	0	0	0	15
Meliaceae	Guarea rhopalocarpa	Radlk.	5	5.59564	14.5	-86.5	-74.3416667	40	258	229	1	0.0303030303030303	0	30
Meliaceae	Guarea ternifoliola	C. DC.	1	7.98833	7.98833	-81.1575	-81.1575	2	2	0.01	1	0	0	NA
Meliaceae	Guarea tonduzii	C. DC.	5	8.531329	18.58	-95.06	-79.780833	6	31	425	0	0	0	18
Meliaceae	Ruagea glabra	Triana & Planch.	7	-18.3119444	11.1861	-85.43656	-61.5	27	581	4437	0	0	0	30
