Family	Latin	Author	countries	minLat	maxLat	minLong	maxLong	Npan	N	range	plots	dens	inventories	maxht
Lecythidaceae	Eschweilera foetulenta	S.A. Mori	1	9.1667	9.36666	-80	-79.61666	2	2	0.01	0	0	0	NA
Lecythidaceae	Eschweilera hondurensis	Standl.	4	7.2347222	15.7825	-87.267	-80.5428	6	45	146	0	0	0	35
Lecythidaceae	Eschweilera integrifolia	(Ruiz & Pav. ex Miers) R. Knuth	4	-2.7281	10.4233	-84.078889	-74.3416667	50	176	428	0	0	0	NA
Lecythidaceae	Eschweilera jacquelyniae	S.A. Mori	2	6.25	9.5492	-80.0663	-77.1283	34	38	37.21	2	0.221117424242424	9	10
Lecythidaceae	Eschweilera jefensis	J.E. Bat. & S.A. Mori	1	9.18888	9.2783334	-79.5	-78.9280556	8	8	0.27	0	0	0	NA
Lecythidaceae	Eschweilera longipedicellata	S.A. Mori	2	1.6619	9.3333333	-79.5053	-78.1281	13	14	2	0	0	0	20
Lecythidaceae	Eschweilera neei	S.A. Mori	3	5.6692	10.98407	-85.5947	-76.5833	25	51	115.21	0	0	0	40
Lecythidaceae	Eschweilera pachyderma	Cuatrec.	3	0.3972	8.7583333	-80.6367	-76.6517	5	24	62	0	0	0	35
Lecythidaceae	Eschweilera panamensis	Pittier	3	2.5	10.720833	-85.005556	-74.3416667	11	45	241	1	0.142045454545455	0	25
Lecythidaceae	Eschweilera pittieri	R. Knuth	5	-0.617	12.5	-85.4786	-72.8667	146	295	593	7	3.41524621212121	17	40
Lecythidaceae	Eschweilera sessilis	A.C. Sm.	4	-3.96666	10.78888	-85.5	-72.5	46	111	630	1	0.236742424242424	2	20
Lecythidaceae	Grias cauliflora	L.	10	5.2987	18.293692	-90.5	-60.6694	51	198	926	1	0.00349552572706935	7	30
Lecythidaceae	Gustavia brachycarpa	Pittier	2	7.2519444	9.702778	-84.395278	-80.8780556	3	43	10.85	0	0	0	15
Lecythidaceae	Gustavia dubia	(Kunth) O. Berg	3	3.583	9.58333	-80.08450317	-72.8667	58	109	279	7	0.762310606060606	6	30
Lecythidaceae	Gustavia fosteri	S.A. Mori	1	9.09719	9.3344	-79.97470093	-79.83	15	15	0.15	4	3.22603340451495	2	5
Lecythidaceae	Gustavia grandibracteata	Croat & S.A. Mori	2	5.74833	9.305	-79.8442	-76.5338889	33	45	43.4	0	0	0	7.5
Lecythidaceae	Gustavia monocaulis	S.A. Mori	2	5.6375	9.317	-79.5053	-76.656944	8	14	33.28	0	0	0	5
Lecythidaceae	Gustavia nana	Pittier	2	3.8811	11.08333	-80.5428	-72.5	45	97	371	0	0	3	10
Lecythidaceae	Gustavia superba	(Kunth) O. Berg	4	0.81666	11.3161	-83.074444	-68.5	206	304	696	30	34.7818924140736	49	20
Lecythidaceae	Lecythis ampla	Miers	5	-2.3	13	-85	-72.8667	26	129	647	2	0.0151515151515152	5	45
Lecythidaceae	Lecythis mesophylla	S.A. Mori	3	5.555028	10.2681	-84.8233	-73.3883	8	72	200	0	0	0	50
Lecythidaceae	Lecythis minor	Jacq.	5	3.52026	15.44111	-89.6	-65.9119	7	145	1068	0	0	0	25
Lecythidaceae	Lecythis tuyrana	Pittier	4	-1.4628	10.015472	-79.8442	-72.2419	22	71	548	0	0	0	60
Lepidobotryaceae	Ruptiliocarpon caracolito	Hammel & N. Zamora	7	-12.85	12.5	-85	-54.6	21	185	4050	4	0.200757575757576	6	25
Loganiaceae	Strychnos croatii	Krukoff & Barneby	2	3.55303	9.5492	-79.6586	-76.18355	33	43	77.13	0	0	0	7
Loranthaceae	Gaiadendron punctatum	(Ruiz & Pav.) G. Don	10	-18.2583	13.75	-85.9333333	-52.8731	53	1442	6791	0	0	0	12
Lythraceae	Adenaria floribunda	Kunth	20	-27.5714	23	-102	-42.9664	63	981	12736	0	0	3	8
Lythraceae	Lafoensia punicifolia	DC.	15	-36.725	23.6166667	-102.575	-58.8013889	49	232	8055	3	0.00714015151515152	3	30
Magnoliaceae	Magnolia chiriquiensis	A. Vázquez	1	8.6981	8.75	-82.4394	-82.2381	3	3	0.05	0	0	0	8
Magnoliaceae	Magnolia gloriensis	(Pittier) Govaerts	3	7.73333	11.15	-85.466111	-77.3	30	146	89.08	6	1.203125	6	30
Magnoliaceae	Magnolia morii	(Lozano) Govaerts	2	8.485	9.9858	-83.6478	-78.9302778	12	18	23.71	0	0	0	20
Magnoliaceae	Magnolia panamensis	A. Vázquez & Iltis	2	8.8666667	9.8486	-84.1419	-82.55	4	8	0.57	0	0	0	25
Magnoliaceae	Magnolia panamericana	A. Vázquez	1	8.7972222	8.7972222	-78.4802778	-78.4802778	1	1	0.01	0	0	0	NA
Magnoliaceae	Magnolia poasana	(Pittier) Dandy	4	7.75	17.026389	-92.848611	-77.66666	6	99	323	0	0	0	30
Magnoliaceae	Magnolia sambuensis	(Pittier) Govaerts	3	3.8811	10.43138	-84.00361	-72.8667	18	42	166	4	0.208040980272524	0	30
Magnoliaceae	Magnolia sororum	Seibert	6	8.5	17	-90.5	-80.11	22	102	266	0	0	0	20
Malpighiaceae	Bronwenia acapulcensis	(Rose) W.R. Anderson & C. Davis	9	3.8811	23	-102	-65.9119	3	129	1661	0	0	0	4
Malpighiaceae	Bronwenia cornifolia	(Kunth) W.R. Anderson & C. Davis	11	3.240843	17.2333333	-94.5666667	-65.9119	5	81	1198	0	0	0	3
Malpighiaceae	Bunchosia argentea	(Jacq.) DC.	10	-16.559389	12.1706	-83.8555556	-52.8731	6	375	7216	0	0	0	30
Malpighiaceae	Bunchosia brevisurcularis	Dobson	2	7.18228	9.1667	-80.3333333	-76.168826	9	18	25.15	0	0	0	NA
Malpighiaceae	Bunchosia dwyeri	Cuatrec. & Croat	4	6.72863	12.5	-85.4794	-76.36	57	148	140.25	0	0	8	8
Malpighiaceae	Bunchosia grayumii	W.R. Anderson	2	9.23333	10.408333	-84.616667	-79.5578	3	33	12.07	0	0	0	12
Malpighiaceae	Bunchosia macrophylla	Rose ex Donn. Sm.	7	6.11968	15	-90.5	-75.3525	51	246	319	0	0	2	15
Malpighiaceae	Bunchosia nitida	(Jacq.) DC.	15	-10.3461111	22.8411	-103.34	-61.35	88	405	3413	0	0	7	10
Malpighiaceae	Bunchosia odorata	(Jacq.) DC.	5	3.8811	14.41667	-89.98333	-62.6831	20	87	1108	1	0.0298295454545455	7	NA
Malpighiaceae	Bunchosia stipulacea	W.R. Anderson	1	8.2833333	8.4297223	-82.88	-82.4522222	3	3	2.49412477919916	0	0	0	4
Malpighiaceae	Bunchosia ternata	Dobson	2	8.75	10.3333333	-84.8333333	-82.2163889	19	65	10.95	0	0	0	7
Malpighiaceae	Bunchosia tutensis	Dobson	2	8.4822223	8.76393	-81.1280556	-73.6331	4	5	4	0	0	0	NA
Malpighiaceae	Byrsonima arthropoda	A. Juss.	11	-21.2531	12.5	-85	-40.48	33	546	9679	0	0	0	NA
Malpighiaceae	Byrsonima crassifolia	(L.) Kunth	25	-24.5835	24.9083333	-107.1	-34.802138889	243	4377	14142	6	0.0928030303030303	60	20
Malpighiaceae	Byrsonima crispa	A. Juss.	8	-23.3303	12.5	-85	-34.8608	19	657	10578	5	0.617897727272727	6	NA
Malpighiaceae	Byrsonima dressleri	W.H. Lewis	1	9.21388	9.37642	-79.7833333	-79.28679657	21	21	0.49	1	0.142045454545455	2	NA
Malpighiaceae	Byrsonima herrerae	W.R. Anderson	2	8.7166667	9.79699	-84.01	-82.2381	5	23	9.57	0	0	0	35
Malpighiaceae	Byrsonima nemoralis	Cuatrec.	2	3.8333333	9.23388	-79.375	-72.8667	6	29	236	0	0	0	NA
Malpighiaceae	Byrsonima spicata	(Cav.) DC.	24	-22.47	22.3217	-83.6478	-41.803056	102	1197	10394	11	0.661232713036404	14	NA
Malpighiaceae	Heteropterys laurifolia	(L.) A. Juss.	19	-18.8694445	24.378056	-106.8525	-53.0833334	46	729	8247	0	0	0	6
Malpighiaceae	Heteropterys leona	(Cav.) Exell	12	-2.500556	16.1405555	-88.9166667	-46.671417	8	77	3065	0	0	0	10
Malpighiaceae	Heteropterys panamensis	Cuatrec. & Croat	4	8.679096	17.02	-91.5716667	-78.92916	16	97	288	0	0	0	3
Malpighiaceae	Malpighia albiflora	(Cuatrec.) Cuatrec.	6	-14.1666667	14.58333	-89.91667	-53.0833334	97	379	1188	1	0.0151515151515152	4	8
Malpighiaceae	Malpighia glabra	L.	21	-14.1666667	26.838711	-109.407225	-53.0833334	57	1589	8043	0	0	0	8
Malpighiaceae	Malpighia romeroana	Cuatrec.	6	5.775	21.975	-105.126667	-74.3416667	58	123	547	1	0.0154166666666667	3	4.5
Malpighiaceae	Malpighia verruculosa	W.R. Anderson	6	9.0915833	21.62117	-85.5833333	-70.4	1	37	196	0	0	0	3.5
Malpighiaceae	Pterandra isthmica	Cuatrec. & Croat	1	9.16666	9.2578	-79.41694	-79.3553	3	3	0.01	0	0	0	4
Malpighiaceae	Pterandra mcphersonii	C.E. Anderson	1	9.38333	9.5492	-79.6666667	-79.6586	3	3	0.01	0	0	0	11
Malpighiaceae	Spachea correae	Cuatrec. & Croat	3	8.56	12.6666667	-84.4166667	-79.1418	20	84	47	1	0.160511363636364	9	45
Malpighiaceae	Spachea elegans	(G. Mey.) A. Juss.	9	-4.5053	22.0781	-82.28333	-52.9708	6	81	3206	0	0	0	NA
Malpighiaceae	Spachea membranacea	Cuatrec.	2	7	9.33476	-79.9264	-75.5	34	39	25.83	3	0.01875	3	NA
Malvaceae	Apeiba membranacea	Spruce ex Benth.	12	-17.1883333	15.5	-86.6409444	-46.4422	130	1044	8471	28	1.60354331909701	22	40
Malvaceae	Apeiba tibourbou	Aubl.	21	-23.5475	23	-105.192911	-34.8608	263	2350	13148	23	1.10359886617856	46	25
Malvaceae	Ayenia micrantha	Standl.	7	8.42111	21.825278	-105.2833333	-80.50833	2	318	737	0	0	0	6
Malvaceae	Bernoullia flammea	Oliv.	7	7.23333	21.517222	-105.021111	-79.6586	7	164	1036	0	0	0	NA
Malvaceae	Byttneria aculeata	(Jacq.) Jacq.	14	-18.77	26.9375	-109.230556	-44.02	72	1310	9505	0	0	0	4
Malvaceae	Callianthe purpusii	(Standl.) Donnell	4	8.73333	23.1	-102	-82.41666	4	59	464	0	0	0	NA
Malvaceae	Cavanillesia platanifolia	(Bonpl.) Kunth 	8	-7.1619	13.3539	-85	-71.2856	84	181	1210	22	2.33657196969697	11	45
Malvaceae	Ceiba pentandra	(L.) Gaertn.	33	-22.87025	29.287062	-110.963889	-35.006111	77	1147	13769	8	0.101060606060606	24	40
Malvaceae	Clappertonia ficifolia	(Willd.) Decne.	1	8.6	8.6	-82.5833333	-82.5833333	1	1	0.01	0	0	0	NA
Malvaceae	Corchorus siliquosus	L.	17	-23.00065	26.629705	-109.240681	-59.0001667	35	670	7459	0	0	0	3
Malvaceae	Goethalsia meiantha	(Donn. Sm.) Burret	6	5.11607	14.5	-86.5	-69.9719	6	217	507	0	0	0	40
Malvaceae	Guazuma ulmifolia	Lam.	33	-30.0642	29.549333	-110.948833	-34.820555556	248	6558	16355	24	1.51724552572707	61	25
Malvaceae	Gyranthera darienensis	Pittier	3	7.1172	10.43333	-80.9333333	-68.81666	21	24	137	2	0.284090909090909	1	25
Malvaceae	Hampea albipetala	Cuatrec.	3	3.75	10.3019	-84.8233	-72.8667	14	51	209	0	0	0	NA
Malvaceae	Hampea appendiculata	(Donn. Sm.) Standl.	5	8.01666	15.733333	-89.40309	-77.26666	127	388	303	10	0.84557288488916	24	15
Malvaceae	Hampea micrantha	A. Robyns	1	8.8872222	9.5	-80.6463889	-78.95	51	51	4.42	0	0	6	NA
Malvaceae	Hampea platanifolia	Standl.	3	7.925	14.25	-85.275	-81.05694	7	71	93	0	0	0	NA
Malvaceae	Hampea punctulata	Cuatrec.	3	3.8811	10.2	-83.9	-72.8667	15	39	145	0	0	0	NA
Malvaceae	Helicteres baruensis	Jacq.	16	-16.5	28.602778	-111.091667	-35.428333	2	1010	8455	0	0	0	4
Malvaceae	Helicteres guazumifolia	Kunth	17	-23.7161	26.898869	-105.844444	-35.125833	144	1219	12936	0	0	6	4
Malvaceae	Heliocarpus americanus	L.	19	-28.9422	23.6166667	-158	-46.2494	100	1336	11810	2	0.305871212121212	8	27
Malvaceae	Herrania nycterodendron	R.E. Schult.	5	-13.9833333	9.37499	-79.9966	-65.83333	11	68	1829	3	0.576761744966443	7	NA
Malvaceae	Herrania pulcherrima	Goudot	3	-1.4628	9.55	-79.65	-72.8667	9	42	419	0	0	0	NA
Malvaceae	Herrania purpurea	(Pittier) R.E. Schult.	7	-0.8895	38.6141111	-90.2588889	-72.1192	141	316	898	24	16.1178243847875	19	10
Malvaceae	Hibiscus bifurcatus	Cav.	18	-26.831667	18.9666667	-95.55	-36.201944	11	201	12215	0	0	0	3
Malvaceae	Hibiscus spathulatus	Garcke	5	-4.4719445	10.86666	-82.549444	-58.9166667	22	37	2023	0	0	0	NA
Malvaceae	Luehea candida	(DC.) Mart.	11	-26.16666	28.574444	-110.967778	-49.68333	8	923	9371	0	0	0	20
Malvaceae	Luehea seemannii	Triana & Planch.	12	-15.68333	17.5	-96.75	-65.3	268	814	3584	38	3.98609848484849	64	40
Malvaceae	Luehea speciosa	Willd.	19	-18.354	26.975	-105.05	-53.03333333	133	1125	8570	8	1.18560606060606	39	15
Malvaceae	Malvaviscus concinnus	Kunth	8	-14.3491666	13.35	-85.492917	-52.8731	43	495	6214	0	0	0	8
Malvaceae	Malvaviscus penduliflorus	DC.	16	-25.3333333	25.651392	-103.252411	-52.36667	4	88	9203	0	0	0	3
Malvaceae	Matisia arteagensis	Cuatrec.	4	-5.05555	9.4642	-80.6697223	-74.3081	14	57	464	0	0	0	NA
Malvaceae	Matisia bracteolosa	Ducke	7	-10.8339	12.5	-85	-52.8731	24	363	2650	0	0	2	15
Malvaceae	Matisia cordata	Bonpl.	7	-15.2386	10.483333	-91.0686	-49.4219	21	422	5256	0	0	0	30
Malvaceae	Matisia dolichopoda	(A. Robyns) Cuatrec.	3	-3.9711111	9.4642	-81.1480555	-69.66667	23	54	689	0	0	0	NA
Malvaceae	Matisia dolichosiphon	(A. Robyns & S. Nilsson) W.S. Alverson	2	7.7333333	10.0114	-83.9519	-77.6986	3	4	5.08	0	0	0	NA
Malvaceae	Matisia exalata	W.S. Alverson	1	8.4833	9.45961	-82.5404	-79.57379913	36	36	10.86	3	0.140151515151515	0	NA
Malvaceae	Matisia jefensis	(A. Robyns & S. Nilsson) W.S. Alverson	1	8.6619	9.35	-80.6125	-78.9275	19	19	2.13	1	0.142045454545455	1	NA
Malvaceae	Matisia obliquifolia	Standl.	6	-4.58277	10.6833333	-84.3908	-66.5	34	262	1612	5	0.34469696969697	1	15
Malvaceae	Matisia ochrocalyx	K. Schum.	13	-17.0877777	13.6692	-89.2467	-48.2903	12	686	7300	0	0	0	NA
Malvaceae	Matisia pacifica	Fern. Alonso	5	1.1666667	12.5	-85	-76.1244	4	17	145	0	0	0	NA
Malvaceae	Matisia sanblasensis	(A. Robyns) Cuatrec.	2	5.7714	9.3833333	-80.08450317	-74.6736	14	43	94	2	0.267045454545455	1	NA
Malvaceae	Melochia lupulina	Sw.	15	-14.1666667	25.120833	-106.525	-53.0833334	62	386	7527	0	0	0	3
Malvaceae	Melochia nodiflora	Sw.	19	-4.133	25.66	-107.531	-38.5523	21	602	4227	0	0	0	8
Malvaceae	Mortoniodendron anisophyllum	(Standl.) Standl. & Steyerm.	5	6.04135	15.37638	-87.9855555	-76.7244	37	223	240	7	1.70779629347163	12	50
Malvaceae	Mortoniodendron costaricense	Standl. & L.O. Williams	5	8	18.5947222	-95.09	-77.75	42	126	267	0	0	0	35
Malvaceae	Mortoniodendron hirsutum	Standl.	3	8.42	17.991667	-96.75	-78.85	13	45	235	0	0	0	5
Malvaceae	Ochroma pyramidale	(Cav. ex Lam.) Urb.	27	-22.9056	23	-102	-40.560083	158	1154	12051	6	0.0906293217408989	35	30
Malvaceae	Pachira aquatica	Aubl.	22	-25.3333333	30.958611	-110.302778	-34.824388889	62	1412	14644	2	0.189393939393939	7	23
Malvaceae	Pachira sessilis	Benth.	3	5.26456	9.8986	-85.1197	-73.3017	157	237	232	30	3.94570075757576	54	30
Malvaceae	Patinoa almirajo	Cuatrec.	2	3.8811	9.2578	-80.6125	-72.8667	2	21	130	0	0	0	NA
Malvaceae	Pavonia dasypetala	Turcz.	6	3.0961	15.25	-87.96777	-65.9119	73	134	941	3	0.270833333333333	10	NA
Malvaceae	Pentaplaris doroteae	L.O. Williams & Standl.	3	7.3033	10.0114	-83.9519	-73.6239	2	18	109	0	0	0	30
Malvaceae	Phragmotheca mammosa	W.S. Alverson	4	-4.8781	9.5492	-79.7211111	-70.1786	16	85	723	0	0	0	NA
Malvaceae	Pochota quinata		11	-3.84138	17	-89.019	-59.1769	114	342	2708	11	0.558541666666667	32	40
Malvaceae	Pseudobombax septenatum	(Jacq.) Dugand	13	-17.6	17	-90.5	-52.8731	131	553	6353	23	1.2456274150905	53	20
Malvaceae	Pterygota excelsa	(Standl. & L.O. Williams) Kosterm.	3	4.609167	10.0114	-84.8333	-76.243944	4	42	50.22	0	0	0	60
Malvaceae	Quararibea asterolepis	Pittier	6	-10.3541667	11	-85.55	-72.6166667	89	245	1107	10	1.93467803030303	5	25
Malvaceae	Quararibea aurantiocalyx	W.S. Alverson	2	8.48222	9.7103	-83.7781	-81.0069	2	8	10.91	0	0	0	NA
Malvaceae	Quararibea ciroana	Cuatrec.	2	2.3936	8.6619	-80.6467	-72.8667	4	12	238	0	0	0	NA
Malvaceae	Quararibea parviflora	Lundell	3	9.165	17.133333	-91.183333	-82.67916	2	7	102	0	0	0	NA
Malvaceae	Quararibea parvifolia	Standl.	2	8.7778	10.728944	-85.08675	-82.1516667	5	60	21.44	0	0	0	NA
Malvaceae	Quararibea pendula	W.S. Alverson	2	8.3997	10.43138	-84.00361	-81.7583	8	21	11.87	0	0	0	NA
Malvaceae	Quararibea platyphylla	Pittier & Donn. Sm.	3	7.1172	10.875	-84.506944	-76.5619	34	65	96.74	2	0.145359848484849	3	NA
Malvaceae	Quararibea pterocalyx	Hemsl.	3	7.106122	10.729167	-84.999444	-73.786075	47	74	94	0	0	1	13
Malvaceae	Quararibea pumila	W.S. Alverson	4	9.39207	38.6141111	-90.2588889	-82.2866	1	15	89	0	0	1	NA
Malvaceae	Quararibea santaritensis	W.S. Alverson	1	9.36	9.5492	-79.6833333	-79.6586	7	7	0.06	0	0	0	NA
Malvaceae	Quararibea tulekunae	Fern. Alonso	2	5.775	8.233556	-78.1331	-74.3416667	4	16	47	0	0	0	NA
Malvaceae	Spirotheca rosea	(Seem.) P.E. Gibbs & W.S. Alverson	7	-17.5128	12.5	-85.4333333	-65.0069	17	209	2676	0	0	0	NA
Malvaceae	Sterculia apetala	(Jacq.) H. Karst.	21	-23.5864	23.950465	-105.7375	-39.046389	128	1021	13388	19	0.551098484848485	33	40
Malvaceae	Sterculia costaricana	Pittier	3	3.75	10.51	-84.6	-72.8667	31	70	233	3	0.190814393939394	5	25
Malvaceae	Sterculia recordiana	Standl. 	4	1.6619	12.5	-85	-72.8667	57	158	296	14	1.2125946969697	23	35
Malvaceae	Talipariti tiliaceum	(L.) Fryxell	30	-28.89	29.075	-111.673333	-34.8125	76	707	15552	0	0	4	NA
Malvaceae	Theobroma angustifolium	Sessé & Moc. ex DC.	7	7.28805	23.950465	-102.575	-61.244251	8	106	1196	0	0	0	26
Malvaceae	Theobroma bernoullii	Pittier	2	1.3308	9.5833333	-82.5416666	-72.8667	82	112	309	6	0.729738661785642	9	20
Malvaceae	Theobroma cacao	L.	27	-18.1	19.08333	-100.42	-53.0833334	59	849	8467	5	0.343598484848485	4	18
Malvaceae	Theobroma simiarum	Donn. Sm.	7	-1.5047	12.6214723	-85.427182	-48.4675	37	132	2744	8	0.4375	7	35
Malvaceae	Theobroma speciosum	Willd. ex Spreng.	7	-17.5	9.3582201	-79.74810028	-39.133333	3	439	8233	1	0.160511363636364	1	NA
Malvaceae	Trichospermum galeottii	(Turcz.) Kosterm.	10	-4.48333	23.95056	-104.9833333	-65.9119	178	514	2826	17	1.46709833231645	27	27
Malvaceae	Triumfetta arborescens	(Seem.) Sprague	2	9.91	10.27	-84.84	-84.28	1	5	0.01	0	0	0	6
Malvaceae	Triumfetta bogotensis	DC.	19	-30.053181	25.213333	-106.575	-35.103056	94	629	15410	0	0	14	2.5
Malvaceae	Triumfetta lappula	L.	21	-26.05	32.3	-108.786939	-44.30278	120	661	12287	0	0	0	3
Malvaceae	Triumfetta speciosa	Seem.	8	8.73333	23.95056	-105.0666667	-82.4	14	348	894	0	0	0	NA
Malvaceae	Waltheria glomerata	C. Presl	6	1.49	23.6166667	-105.163333	-72.57194	93	318	1055	0	0	3	3
Malvaceae	Wercklea cocleana	(A. Robyns) Fryxell 	2	8.3997	10.27916	-84.80472	-80.1	26	27	26.27	0	0	0	NA
Malvaceae	Wercklea ferox	(Hook. f.) Fryxell	5	-21.1522222	11.1161	-83.45278	-64.2394444	32	219	2341	0	0	0	NA
Malvaceae	Wercklea grandiflora	Fryxell	1	8.4072222	8.6833333	-81.136944	-80.6	12	12	0.65	0	0	0	NA
Malvaceae	Wercklea insignis	Pittier & Standl.	2	8.74972	10.8	-85.8166667	-82.23333	7	64	14.38	0	0	0	NA
Malvaceae	Wercklea lutea	Rolfe	2	8.7778	10.162778	-84.39	-82.1875	5	34	16.13	0	0	0	NA
Malvaceae	Wercklea woodsonii	(A. Robyns) Fryxell	2	8.60833	9.8486	-84.1419	-80.13	24	51	13.92	0	0	0	NA
Melastomataceae	Adelobotrys panamensis	Almeda	1	8.63333	8.675	-80.65	-80.58333	18	18	0.01	0	0	0	3.5
Melastomataceae	Axinaea costaricensis	Cogn.	4	4.7092	11.1161	-84.7922	-65.9119	9	93	630	0	0	0	15
Melastomataceae	Bellucia grossularioides	(L.) Triana	16	-17.7275	23.950465	-102.532886	-39.1428	21	1287	10627	0	0	0	30
Melastomataceae	Bellucia pentamera	Naudin	16	-17.6122	19.3333	-96.75	-45.7044	74	1084	9683	1	0.666193181818182	17	12
Melastomataceae	Blakea crinita	Gleason	1	8.53666	8.666667	-80.1294445	-80.105	14	14	0.01	0	0	0	6
Melastomataceae	Blakea darcyana	Almeda	1	8.75	8.75	-82.25	-82.25	1	1	0.01	0	0	0	NA
Melastomataceae	Blakea foliacea	Gleason	2	8.1667	9.8811111	-84.28	-78.81666	143	154	47.6	0	0	0	5
Melastomataceae	Blakea fragrantissima	(Almeda) Penneys & Almeda	1	8.5352777	8.8333333	-82.4266667	-81.7791667	13	13	0.83	0	0	0	4
Melastomataceae	Blakea grandiflora	Hemsl.	2	8.68334	10.8	-85.316667	-82.22238	2	98	20.38	0	0	0	6
Melastomataceae	Blakea gregii	Almeda	1	8.491486	8.834833	-82.42375	-82.219508	8	8	0.06	0	0	0	4
Melastomataceae	Blakea guatemalensis	Donn. Sm.	3	8.48	15.85	-91.2333333	-82.6319445	4	96	88	0	0	0	3
Melastomataceae	Blakea hammelii	Almeda	1	8.78333	8.816667	-82.4333333	-82.38333	12	12	0.01	0	0	0	6
Melastomataceae	Blakea henripittieri	Penneys & Almeda	4	-4.2	10.333333	-84.77	-72.8667	41	316	565	0	0	0	4
Melastomataceae	Blakea maurofernandeziana	(Cogn.) Penneys & Almeda	5	6.0833333	17.4013889	-100.439167	-77.4166667	8	386	288	0	0	0	5
Melastomataceae	Blakea multiflora	D. Don	6	-17.1833333	10.58	-84.93	-65.6166667	36	233	1864	0	0	0	8
Melastomataceae	Blakea parasitica	(Aubl.) D. Don	8	-10.8339	10.924659	-85.471328	-49.9333333	116	358	4253	0	0	0	10
Melastomataceae	Blakea parvifolia	Gleason	2	3.8811	8.666667	-80.6467	-72.8667	14	15	8	0	0	0	10
Melastomataceae	Blakea pauciflora	Gleason	3	8.475	10.63	-85	-78.9694	52	105	47.26	0	0	0	8
Melastomataceae	Blakea pluvialis	(Standl.) Penneys & Almeda	2	7.69029	9.35	-78.566667	-77.6986	10	11	2.09	0	0	0	6
Melastomataceae	Blakea repens	(Ruiz & Pav.) D. Don	5	-17.42	8.7547222	-82.2216667	-64.5	3	157	2003	0	0	0	7
Melastomataceae	Blakea storkii	(Standl.) Almeda	3	3.8811	10.258333	-84.198611	-72.8667	54	145	79	0	0	0	10
Melastomataceae	Blakea wilsoniorum	Almeda	2	8.6981	10.340833	-84.8333	-82.4139	4	22	10.01	0	0	0	8
Melastomataceae	Centradenia paradoxa	(Kraenzl.) Almeda	3	5.225	9.970203	-84.480556	-76.43333	12	76	78.59	0	0	0	3
Melastomataceae	Clidemia almedae	Kriebel	4	0.05	10.163889	-83.958333	-76.3166667	7	26	88	0	0	0	4
Melastomataceae	Clidemia capitellata	(Bonpl.) D. Don	19	-29.55	23	-102	-34.808611	97	1294	14097	0	0	0	3
Melastomataceae	Clidemia ciliata	Pav. ex D. Don	9	-16.7261	14.5752778	-86.7197223	-64.435	2	220	3714	0	0	0	3
Melastomataceae	Clidemia crenulata	Gleason	8	-1.4628	15.775	-90.225	-65.6025	54	238	1236	0	0	3	NA
Melastomataceae	Clidemia dentata	Pav. ex D. Don	18	-25.6	23	-104.822222	-38.931806	124	1127	13545	5	0.411366051454139	7	4
Melastomataceae	Clidemia discolor	(Triana) Cogn.	7	-12.8705556	14.23333	-84.73027	-70.25	63	265	1846	1	0.0174776286353468	0	3
Melastomataceae	Clidemia monantha	L.O. Williams	10	5.55	16.99638	-94.691667	-65.8	5	77	1100	0	0	0	3
Melastomataceae	Clidemia ostrina	Gleason	5	-3.07583	10.4	-84.11	-67.23666	1	82	936	0	0	0	NA
Melastomataceae	Clidemia pustulata	DC.	11	-23.236211	17.1833334	-88.91666	-44.30278	20	133	9053	0	0	0	NA
Melastomataceae	Clidemia sericea	D. Don	18	-23.66	18.3	-99.548094	-35.125833	87	1117	12625	0	0	0	NA
Melastomataceae	Clidemia sessiliflora	(Naudin) Cogn.	8	-16.7261	10.35	-84.66	-53.0833334	8	115	4175	0	0	0	3
Melastomataceae	Clidemia tenebrosa	Almeda	1	8.61666	9.26182	-82.50265	-80.13333	25	25	1.56	0	0	0	3
Melastomataceae	Clidemia tetrapetala	Almeda	2	8.53861	9.788889	-83.30833	-81.81138	3	11	4.62	0	0	0	3
Melastomataceae	Clidemia urceolata	DC.	12	-26.999444	17.56666	-90.96	-34.986944	14	385	11546	0	0	0	3
Melastomataceae	Conostegia allenii	(Almeda) Kriebel	2	8.6666667	9.4	-83.593056	-79.65833	3	10	4.55	0	0	0	5
Melastomataceae	Conostegia attenuata	Triana	5	-9.1839	9.39694	-83.64027	-72.8667	8	50	906	0	0	0	6
Melastomataceae	Conostegia bracteata	Triana	4	5.95	13.6	-85.650002	-74.93333	96	188	166	4	0.258963926174497	9	5
Melastomataceae	Conostegia centrosperma	(Almeda) Kriebel	1	9.19166	9.3666667	-79.5053	-78.2478	21	21	1.88	0	0	0	7
Melastomataceae	Conostegia chiriquensis	Gleason	3	8.485	10.869444	-84.31	-72.491667	21	56	49	0	0	0	20
Melastomataceae	Conostegia cinnamomea	(Beurl.) Wurdack	5	1.3308	12.5	-85.077222	-72.1192	94	181	599	1	0.0425	11	7
Melastomataceae	Conostegia colliculosa	(Almeda) Kriebel	2	8.691667	9.9828	-83.4272	-78.2478	4	8	14.48	0	0	0	6
Melastomataceae	Conostegia consimilis	(Almeda) Kriebel	4	3.594717	13.7361111	-85.420444	-75.639774	117	252	203	0	0	0	6
Melastomataceae	Conostegia cuatrecasasii	Gleason	4	-2.7281	10.4108	-80.02305	-66	30	149	1553	0	0	2	12
