"plot"	"census"	"tag"	"dbh"	"code"	"exposure"
"25ha"	2025	21160	81	NA	3
"25ha"	2025	21160	56	NA	3
"25ha"	2025	21162	46	NA	1
"25ha"	2025	21162	61	NA	1
"25ha"	2025	21162	76	NA	2
"25ha"	2025	21162	47	NA	1
"25ha"	2025	21165	82	NA	3
"25ha"	2025	21165	72	NA	3
"25ha"	2025	21165	72	NA	3
"25ha"	2025	21167	55	NA	1
"25ha"	2025	21167	82	NA	3
"25ha"	2025	21167	69	NA	1
"25ha"	2025	21170	86	NA	1
"25ha"	2025	21170	82	NA	1
"25ha"	2025	21176	94	NA	3
"25ha"	2025	21176	79	NA	3
"25ha"	2025	21176	67	NA	2
"25ha"	2025	21178	77	NA	1
"25ha"	2025	21178	68	NA	2
"25ha"	2025	21178	43	NA	1
"25ha"	2025	21178	56	NA	2
"25ha"	2025	21180	79	NA	2
"25ha"	2025	21180	76	NA	1
"25ha"	2025	21180	79	NA	1
"25ha"	2025	21193	370	NA	4
"25ha"	2025	21193	344	NA	2
"25ha"	2025	21198	96	NA	2
"25ha"	2025	21198	51	NA	1
"25ha"	2025	21200	73	NA	1
"25ha"	2025	21200	108	NA	1
"25ha"	2025	21200	82	NA	1
"25ha"	2025	21200	79	NA	1
"25ha"	2025	21200	81	NA	1
"25ha"	2025	21201	49	NA	1
"25ha"	2025	21201	78	NA	1
"25ha"	2025	21205	49	NA	2
"25ha"	2025	21205	71	NA	1
"25ha"	2025	21205	61	NA	1
"25ha"	2025	21206	80	NA	2
"25ha"	2025	21206	94	NA	2
"25ha"	2025	21206	93	NA	2
"25ha"	2025	21206	94	NA	2
"25ha"	2025	21211	65	NA	1
"25ha"	2025	21211	55	NA	1
"25ha"	2025	21220	76	NA	1
"25ha"	2025	21220	53	NA	1
"25ha"	2025	21233	67	NA	1
"25ha"	2025	21233	98	NA	2
"25ha"	2025	21233	96	NA	2
"25ha"	2025	21233	112	NA	3
"25ha"	2025	21233	91	NA	2
"25ha"	2025	21233	97	NA	3
"25ha"	2025	21233	98	NA	3
"25ha"	2025	21233	102	NA	1
"25ha"	2025	21233	107	NA	4
"25ha"	2025	21233	97	NA	2
"25ha"	2025	21233	56	NA	1
"25ha"	2025	21233	116	NA	3
"25ha"	2025	21239	437	NA	4
"25ha"	2025	21239	119	"Q"	1
"25ha"	2025	21242	128	NA	2
"25ha"	2025	21242	74	"Q"	1
"25ha"	2025	21244	78	NA	3
"25ha"	2025	21244	72	NA	2
"25ha"	2025	21244	65	NA	1
"25ha"	2025	21244	85	NA	2
"25ha"	2025	21244	70	NA	2
"25ha"	2025	21249	111	NA	2
"25ha"	2025	21249	197	NA	3
"25ha"	2025	21258	175	NA	2
"25ha"	2025	21258	195	NA	2
"25ha"	2025	21259	80	NA	2
"25ha"	2025	21259	87	NA	3
"25ha"	2025	21260	72	NA	2
"25ha"	2025	21260	62	NA	1
"25ha"	2025	21260	89	NA	3
"25ha"	2025	21260	63	NA	2
"25ha"	2025	21260	80	NA	2
"25ha"	2025	21260	89	NA	3
"25ha"	2025	21260	74	NA	3
"25ha"	2025	21260	79	NA	3
"25ha"	2025	21260	79	NA	2
"25ha"	2025	21260	60	NA	1
"25ha"	2025	21260	82	NA	3
"25ha"	2025	21260	81	NA	2
"25ha"	2025	21260	50	NA	1
"25ha"	2025	21260	55	NA	2
"25ha"	2025	21260	87	NA	4
"25ha"	2025	21267	69	NA	1
"25ha"	2025	21267	120	NA	3
"25ha"	2025	21267	90	NA	2
"25ha"	2025	21267	97	NA	1
"25ha"	2025	21267	98	NA	1
"25ha"	2025	21267	74	NA	3
"25ha"	2025	21267	105	NA	2
"25ha"	2025	21267	98	NA	3
"25ha"	2025	21283	58	NA	1
"25ha"	2025	21283	86	NA	3
"25ha"	2025	21283	75	NA	2
"25ha"	2025	21283	74	NA	3
"25ha"	2025	21283	42	NA	1
"25ha"	2025	21283	69	NA	1
"25ha"	2025	21283	68	NA	1
"25ha"	2025	21283	81	NA	1
"25ha"	2025	21296	89	NA	1
"25ha"	2025	21296	92	NA	3
"25ha"	2025	21296	89	NA	2
"25ha"	2025	21296	65	NA	1
"25ha"	2025	21296	70	NA	3
"25ha"	2025	21296	98	NA	3
"25ha"	2025	21296	92	NA	2
"25ha"	2025	21296	70	NA	1
"25ha"	2025	21296	106	NA	3
"25ha"	2025	21297	80	NA	3
"25ha"	2025	21297	101	NA	3
"25ha"	2025	21297	70	NA	2
"25ha"	2025	21297	85	NA	2
"25ha"	2025	21297	80	NA	2
"25ha"	2025	21301	513	"B"	4
"25ha"	2025	21301	47	NA	1
"25ha"	2025	21309	53	NA	1
"25ha"	2025	21309	91	NA	2
"25ha"	2025	21309	66	NA	1
"25ha"	2025	21328	91	NA	2
"25ha"	2025	21328	62	NA	1
"25ha"	2025	21328	60	NA	1
"25ha"	2025	21354	89	NA	2
"25ha"	2025	21354	83	NA	3
"25ha"	2025	21354	84	NA	3
"25ha"	2025	21354	85	NA	1
"25ha"	2025	21354	105	NA	3
"25ha"	2025	21354	98	NA	3
"25ha"	2025	21361	43	NA	1
"25ha"	2025	21361	87	NA	2
"25ha"	2025	21361	65	NA	1
"25ha"	2025	21361	76	NA	2
"25ha"	2025	21363	102	NA	3
"25ha"	2025	21363	83	NA	2
"25ha"	2025	21365	114	NA	3
"25ha"	2025	21365	80	NA	2
"25ha"	2025	21365	49	NA	2
"25ha"	2025	21365	85	NA	2
"25ha"	2025	21368	93	NA	3
"25ha"	2025	21368	82	NA	3
"25ha"	2025	21368	78	NA	2
"25ha"	2025	21368	105	NA	2
"25ha"	2025	21370	93	NA	3
"25ha"	2025	21370	95	NA	4
"25ha"	2025	21370	90	NA	4
"25ha"	2025	21370	73	NA	2
"25ha"	2025	21370	73	NA	1
"25ha"	2025	21372	78	NA	2
"25ha"	2025	21372	83	NA	3
"25ha"	2025	21372	78	NA	3
"25ha"	2025	21372	74	NA	2
"25ha"	2025	21373	84	NA	3
"25ha"	2025	21373	89	NA	2
"25ha"	2025	21373	87	NA	3
"25ha"	2025	21373	86	NA	3
"25ha"	2025	21373	75	NA	2
"25ha"	2025	21373	86	NA	3
"25ha"	2025	21375	96	NA	3
"25ha"	2025	21375	61	NA	1
"25ha"	2025	21375	69	NA	1
"25ha"	2025	21375	102	NA	3
"25ha"	2025	21375	85	NA	2
"25ha"	2025	21375	81	NA	2
"25ha"	2025	21375	95	NA	2
"25ha"	2025	21375	75	NA	2
"25ha"	2025	21375	87	NA	2
"25ha"	2025	21375	84	NA	2
"25ha"	2025	21375	66	NA	2
"25ha"	2025	21378	101	NA	2
"25ha"	2025	21378	86	NA	2
"25ha"	2025	21383	112	NA	2
"25ha"	2025	21383	53	NA	1
"25ha"	2025	21383	85	NA	2
"25ha"	2025	21392	169	NA	2
"25ha"	2025	21392	20	NA	1
"25ha"	2025	21392	93	NA	2
"25ha"	2025	21392	0	"R"	1
"25ha"	2025	21392	15	NA	1
"25ha"	2025	21403	60	NA	1
"25ha"	2025	21403	79	NA	1
"25ha"	2025	21403	90	NA	2
"25ha"	2025	21404	96	NA	3
"25ha"	2025	21404	74	NA	2
"25ha"	2025	21404	80	NA	2
"25ha"	2025	21409	53	NA	1
"25ha"	2025	21409	91	NA	2
"25ha"	2025	21409	93	NA	2
"25ha"	2025	21409	72	NA	1
"25ha"	2025	21409	107	NA	3
"25ha"	2025	21426	50	NA	1
"25ha"	2025	21426	101	NA	3
"25ha"	2025	21426	73	NA	2
"25ha"	2025	21444	39	NA	1
"25ha"	2025	21444	293	NA	4
"25ha"	2025	21450	61	NA	1
"25ha"	2025	21450	57	NA	2
"25ha"	2025	21450	88	NA	3
"25ha"	2025	21450	54	NA	1
"25ha"	2025	21469	89	NA	3
"25ha"	2025	21469	84	NA	2
"25ha"	2025	21469	65	NA	1
"25ha"	2025	21469	88	NA	4
"25ha"	2025	21469	102	NA	3
"25ha"	2025	21469	86	NA	4
"25ha"	2025	21469	53	NA	1
"25ha"	2025	21469	53	NA	1
"25ha"	2025	21469	69	NA	2
"25ha"	2025	21469	84	NA	2
"25ha"	2025	21469	66	NA	3
"25ha"	2025	21469	85	NA	4
"25ha"	2025	21476	57	NA	1
"25ha"	2025	21476	95	NA	3
"25ha"	2025	21476	82	NA	2
"25ha"	2025	21476	69	NA	1
"25ha"	2025	21478	82	NA	4
"25ha"	2025	21478	66	NA	2
"25ha"	2025	21479	98	NA	2
"25ha"	2025	21479	53	NA	1
"25ha"	2025	21479	58	NA	1
"25ha"	2025	21479	82	NA	2
"25ha"	2025	21479	76	NA	2
"25ha"	2025	21479	63	NA	1
"25ha"	2025	21479	68	NA	2
"25ha"	2025	21489	367	NA	4
"25ha"	2025	21489	25	NA	1
"25ha"	2025	21489	71	NA	1
"25ha"	2025	21493	24	NA	1
"25ha"	2025	21493	304	NA	3
"25ha"	2025	21493	10	NA	1
"25ha"	2025	21506	88	NA	1
"25ha"	2025	21506	442	NA	4
"25ha"	2025	21506	105	NA	1
"25ha"	2025	21506	22	NA	1
"25ha"	2025	21532	79	NA	1
"25ha"	2025	21532	64	NA	1
"25ha"	2025	21532	81	NA	1
"25ha"	2025	21532	88	NA	2
"25ha"	2025	21555	102	NA	2
"25ha"	2025	21555	65	NA	1
"25ha"	2025	21555	106	NA	2
"25ha"	2025	21555	100	NA	2
"25ha"	2025	21555	104	NA	2
"25ha"	2025	21555	102	NA	2
"25ha"	2025	21555	81	NA	2
"25ha"	2025	21555	99	NA	2
"25ha"	2025	21555	114	NA	2
"25ha"	2025	21555	61	NA	1
"25ha"	2025	21555	92	NA	3
"25ha"	2025	21555	47	NA	1
"25ha"	2025	21555	118	NA	2
"25ha"	2025	21555	98	NA	2
"25ha"	2025	21555	92	NA	1
"25ha"	2025	21555	108	NA	2
"25ha"	2025	21555	112	NA	3
"25ha"	2025	21556	79	NA	1
"25ha"	2025	21556	100	NA	2
"25ha"	2025	21556	93	NA	2
"25ha"	2025	21556	57	NA	1
"25ha"	2025	21557	143	NA	2
"25ha"	2025	21557	63	"Q"	1
"25ha"	2025	21562	140	NA	1
"25ha"	2025	21562	92	"Q"	1
"25ha"	2025	21566	59	NA	1
"25ha"	2025	21566	70	NA	2
"25ha"	2025	21566	62	NA	1
"25ha"	2025	21566	57	NA	1
"25ha"	2025	21566	77	NA	2
"25ha"	2025	21566	69	NA	1
"25ha"	2025	21566	72	NA	2
"25ha"	2025	21566	84	NA	1
"25ha"	2025	21566	62	NA	1
"25ha"	2025	21566	83	NA	1
"25ha"	2025	21566	67	NA	2
"25ha"	2025	21566	88	NA	3
"25ha"	2025	21566	50	NA	1
"25ha"	2025	21566	73	NA	3
"25ha"	2025	21566	70	NA	1
"25ha"	2025	21566	72	NA	1
"25ha"	2025	21580	54	NA	1
"25ha"	2025	21580	0	"R"	1
"25ha"	2025	21600	12	NA	1
"25ha"	2025	21600	34	NA	1
"25ha"	2025	21600	503	NA	4
"25ha"	2025	21600	19	NA	1
"25ha"	2025	21600	28	NA	1
"25ha"	2025	21600	25	NA	1
"25ha"	2025	21600	23	NA	1
"25ha"	2025	21602	0	"R"	1
"25ha"	2025	21602	10	"R"	1
"25ha"	2025	21602	174	NA	2
"25ha"	2025	21603	108	NA	2
"25ha"	2025	21603	98	NA	2
"25ha"	2025	21603	95	NA	3
"25ha"	2025	21604	135	"Q"	3
"25ha"	2025	21604	101	"Q"	2
"25ha"	2025	21611	104	NA	3
"25ha"	2025	21611	101	NA	2
"25ha"	2025	21611	103	NA	2
"25ha"	2025	21611	95	NA	2
"25ha"	2025	21611	97	NA	2
"25ha"	2025	21611	93	NA	2
"25ha"	2025	21611	91	NA	2
"25ha"	2025	21611	71	NA	1
"25ha"	2025	21611	113	NA	3
"25ha"	2025	21614	78	NA	1
"25ha"	2025	21614	94	NA	1
"25ha"	2025	21614	60	NA	1
"25ha"	2025	21614	108	NA	2
"25ha"	2025	21614	78	NA	1
"25ha"	2025	21617	139	"Q"	4
"25ha"	2025	21617	131	NA	3
"25ha"	2025	21617	137	NA	4
"25ha"	2025	21623	45	NA	1
"25ha"	2025	21623	75	NA	1
"25ha"	2025	21623	60	NA	1
"25ha"	2025	21629	95	NA	1
"25ha"	2025	21629	112	"Q"	1
"25ha"	2025	21629	71	NA	1
"25ha"	2025	21629	57	"Q"	1
"25ha"	2025	21629	79	NA	1
"25ha"	2025	21630	194	NA	3
"25ha"	2025	21630	79	NA	1
"25ha"	2025	21635	180	"Q"	3
"25ha"	2025	21635	157	"Q"	2
"25ha"	2025	21658	122	"Q"	2
"25ha"	2025	21658	80	NA	2
"25ha"	2025	21679	116	NA	2
"25ha"	2025	21679	65	NA	2
"25ha"	2025	21679	151	NA	2
"25ha"	2025	21679	141	NA	2
"25ha"	2025	21679	94	NA	2
"25ha"	2025	21679	82	NA	3
"25ha"	2025	21681	241	NA	4
"25ha"	2025	21681	175	NA	3
"25ha"	2025	21697	333	"Q"	3
"25ha"	2025	21697	18	NA	3
"25ha"	2025	21701	88	NA	2
"25ha"	2025	21701	95	NA	4
"25ha"	2025	21701	100	NA	4
"25ha"	2025	21701	72	NA	1
"25ha"	2025	21712	90	NA	2
"25ha"	2025	21712	77	NA	2
"25ha"	2025	21712	77	NA	2
"25ha"	2025	21712	91	NA	3
"25ha"	2025	21713	67	NA	1
"25ha"	2025	21713	77	NA	2
"25ha"	2025	21713	77	NA	2
"25ha"	2025	21713	74	NA	3
"25ha"	2025	21713	84	NA	2
"25ha"	2025	21720	70	NA	1
"25ha"	2025	21720	81	NA	2
"25ha"	2025	21722	675	NA	5
"25ha"	2025	21722	209	NA	1
"25ha"	2025	21726	71	NA	2
"25ha"	2025	21726	17	NA	1
"25ha"	2025	21727	86	NA	2
"25ha"	2025	21727	88	NA	3
"25ha"	2025	21727	88	NA	3
"25ha"	2025	21727	86	NA	2
"25ha"	2025	21728	84	NA	2
"25ha"	2025	21728	97	"L"	4
"25ha"	2025	21728	66	NA	1
"25ha"	2025	21728	96	NA	3
"25ha"	2025	21728	74	NA	1
"25ha"	2025	21728	81	NA	1
"25ha"	2025	21728	80	NA	1
"25ha"	2025	21728	86	NA	2
"25ha"	2025	21731	498	"Q"	4
"25ha"	2025	21731	14	NA	1
"25ha"	2025	21733	85	NA	1
"25ha"	2025	21733	100	NA	3
"25ha"	2025	21733	89	NA	2
"25ha"	2025	21733	106	NA	3
"25ha"	2025	21733	48	NA	1
"25ha"	2025	21741	112	NA	4
"25ha"	2025	21741	99	NA	3
"25ha"	2025	21741	92	NA	2
"25ha"	2025	21741	88	NA	2
"25ha"	2025	21741	78	NA	1
"25ha"	2025	21741	108	NA	3
"25ha"	2025	21742	64	NA	1
"25ha"	2025	21742	78	NA	2
"25ha"	2025	21742	76	NA	1
"25ha"	2025	21742	78	NA	2
"25ha"	2025	21742	100	NA	3
"25ha"	2025	21759	74	NA	1
"25ha"	2025	21759	85	NA	2
"25ha"	2025	21760	98	NA	3
"25ha"	2025	21760	74	NA	1
"25ha"	2025	21760	72	NA	1
"25ha"	2025	21760	64	NA	1
"25ha"	2025	21760	117	NA	3
"25ha"	2025	21768	81	NA	1
"25ha"	2025	21768	81	NA	2
"25ha"	2025	21768	98	NA	3
"25ha"	2025	21768	86	NA	2
"25ha"	2025	21768	51	NA	2
"25ha"	2025	21768	90	NA	2
"25ha"	2025	21774	95	NA	3
"25ha"	2025	21774	81	NA	1
"25ha"	2025	21775	80	NA	3
"25ha"	2025	21775	105	NA	3
"25ha"	2025	21775	73	NA	2
"25ha"	2025	21775	64	NA	1
"25ha"	2025	21777	55	NA	1
"25ha"	2025	21777	74	NA	2
"25ha"	2025	21784	19	NA	1
"25ha"	2025	21784	466	NA	4
"25ha"	2025	21784	18	NA	1
"25ha"	2025	21784	62	NA	1
"25ha"	2025	21785	80	NA	1
"25ha"	2025	21785	81	NA	2
"25ha"	2025	21785	97	NA	2
"25ha"	2025	21785	85	NA	2
"25ha"	2025	21785	95	NA	2
"25ha"	2025	21785	90	NA	2
"25ha"	2025	21785	75	NA	1
"25ha"	2025	21785	94	NA	3
"25ha"	2025	21785	60	NA	1
"25ha"	2025	21795	58	NA	1
"25ha"	2025	21795	110	NA	2
"25ha"	2025	21795	87	NA	2
"25ha"	2025	21795	75	NA	1
"25ha"	2025	21796	93	NA	2
"25ha"	2025	21796	100	NA	2
"25ha"	2025	21796	90	NA	2
"25ha"	2025	21796	93	"L"	3
"25ha"	2025	21798	93	NA	3
"25ha"	2025	21798	72	NA	1
"25ha"	2025	21798	46	NA	1
"25ha"	2025	21801	89	NA	2
"25ha"	2025	21801	79	NA	1
"25ha"	2025	21801	99	NA	3
"25ha"	2025	21804	90	NA	2
"25ha"	2025	21804	52	NA	1
"25ha"	2025	21804	78	NA	2
"25ha"	2025	21804	73	NA	1
"25ha"	2025	21804	102	NA	3
"25ha"	2025	21804	83	NA	2
"25ha"	2025	21806	64	NA	1
"25ha"	2025	21806	71	NA	2
"25ha"	2025	21823	48	NA	1
"25ha"	2025	21823	63	NA	1
"25ha"	2025	21823	92	NA	2
"25ha"	2025	21825	66	NA	1
"25ha"	2025	21825	81	NA	2
"25ha"	2025	21834	87	NA	2
"25ha"	2025	21834	90	NA	2
"25ha"	2025	21834	117	NA	3
"25ha"	2025	21839	88	NA	2
"25ha"	2025	21839	93	NA	3
"25ha"	2025	21839	116	NA	3
"25ha"	2025	21842	70	NA	2
"25ha"	2025	21842	93	NA	2
"25ha"	2025	21842	64	NA	1
"25ha"	2025	21842	91	NA	2
"25ha"	2025	21846	145	"QL"	1
"25ha"	2025	21846	31	NA	1
"25ha"	2025	21851	98	NA	2
"25ha"	2025	21851	82	NA	2
"25ha"	2025	21851	57	NA	1
"25ha"	2025	21851	84	NA	2
"25ha"	2025	21851	98	NA	3
"25ha"	2025	21851	112	NA	3
"25ha"	2025	21851	74	NA	2
"25ha"	2025	21877	438	NA	4
"25ha"	2025	21877	206	NA	3
"25ha"	2025	21878	79	NA	2
"25ha"	2025	21878	91	NA	3
"25ha"	2025	21878	81	NA	2
"25ha"	2025	21878	88	NA	3
"25ha"	2025	21878	67	NA	1
"25ha"	2025	21878	83	NA	2
"25ha"	2025	21892	40	NA	1
"25ha"	2025	21892	460	"B"	4
"25ha"	2025	21892	27	NA	1
"25ha"	2025	21893	92	NA	3
"25ha"	2025	21893	103	NA	3
"25ha"	2025	21905	120	NA	2
"25ha"	2025	21905	68	NA	1
"25ha"	2025	21905	62	NA	1
"25ha"	2025	21905	73	NA	1
"25ha"	2025	21915	99	NA	4
"25ha"	2025	21915	113	NA	4
"25ha"	2025	21920	164	"Q"	4
"25ha"	2025	21920	11	NA	1
"25ha"	2025	21933	83	NA	3
"25ha"	2025	21933	65	NA	1
"25ha"	2025	21933	74	NA	2
"25ha"	2025	21940	75	NA	1
"25ha"	2025	21940	50	NA	1
"25ha"	2025	21940	73	NA	1
"25ha"	2025	21940	90	NA	2
"25ha"	2025	21940	100	NA	4
"25ha"	2025	21940	97	NA	3
"25ha"	2025	21961	129	NA	2
"25ha"	2025	21961	32	NA	1
"25ha"	2025	21968	279	"B"	4
"25ha"	2025	21968	50	NA	1
"25ha"	2025	21968	16	NA	1
"25ha"	2025	21970	17	NA	1
"25ha"	2025	21970	114	"L"	2
"25ha"	2025	21970	213	"QL"	3
"25ha"	2025	21990	271	NA	4
"25ha"	2025	21990	10	NA	1
"25ha"	2025	21994	64	NA	2
"25ha"	2025	21994	55	NA	1
"25ha"	2025	21994	88	NA	3
"25ha"	2025	21994	104	NA	3
"25ha"	2025	21994	101	NA	3
"25ha"	2025	21994	60	NA	1
"25ha"	2025	21994	94	NA	3
"25ha"	2025	21994	86	NA	1
"25ha"	2025	21994	69	NA	1
"25ha"	2025	21998	78	NA	1
"25ha"	2025	21998	61	NA	1
"25ha"	2025	21998	58	NA	1
"25ha"	2025	21998	99	NA	2
"25ha"	2025	22000	85	NA	2
"25ha"	2025	22000	93	NA	1
"25ha"	2025	22000	68	NA	1
"25ha"	2025	22000	68	NA	1
"25ha"	2025	22035	341	"B"	3
"25ha"	2025	22035	153	NA	2
"25ha"	2025	22037	132	"L"	1
"25ha"	2025	22037	64	NA	1
"25ha"	2025	22049	92	NA	2
"25ha"	2025	22049	83	NA	2
"25ha"	2025	22049	102	NA	3
"25ha"	2025	22049	109	NA	3
"25ha"	2025	22068	132	NA	2
"25ha"	2025	22068	134	NA	2
"25ha"	2025	22085	125	NA	2
"25ha"	2025	22085	75	NA	1
"25ha"	2025	22086	425	NA	4
"25ha"	2025	22086	573	"B"	4
"25ha"	2025	22110	71	NA	3
"25ha"	2025	22110	61	NA	3
"25ha"	2025	22110	0	"R"	3
"25ha"	2025	22120	75	NA	1
"25ha"	2025	22120	66	NA	1
"25ha"	2025	22120	91	NA	2
"25ha"	2025	22122	108	NA	3
"25ha"	2025	22122	71	NA	2
"25ha"	2025	22153	50	NA	1
"25ha"	2025	22153	84	NA	2
"25ha"	2025	22153	99	NA	3
"25ha"	2025	22153	96	NA	2
"25ha"	2025	22153	85	NA	2
"25ha"	2025	22158	25	NA	1
"25ha"	2025	22158	365	NA	3
"25ha"	2025	22172	103	NA	2
"25ha"	2025	22172	61	NA	1
"25ha"	2025	22172	115	NA	4
"25ha"	2025	22174	63	NA	1
"25ha"	2025	22174	72	NA	1
"25ha"	2025	22174	70	NA	1
"25ha"	2025	22174	78	NA	2
"25ha"	2025	22176	77	NA	2
"25ha"	2025	22176	97	NA	2
"25ha"	2025	22178	71	NA	2
"25ha"	2025	22178	76	NA	2
"25ha"	2025	22178	76	NA	2
"25ha"	2025	22186	73	NA	2
"25ha"	2025	22186	82	NA	2
"25ha"	2025	22186	77	NA	1
"25ha"	2025	22186	88	NA	2
"25ha"	2025	22194	115	NA	3
"25ha"	2025	22194	110	NA	2
"25ha"	2025	22194	101	NA	2
"25ha"	2025	22194	113	NA	3
"25ha"	2025	22194	97	NA	1
"25ha"	2025	22196	103	NA	3
"25ha"	2025	22196	99	NA	3
"25ha"	2025	22196	97	NA	3
"25ha"	2025	22196	78	NA	2
"25ha"	2025	22196	82	NA	2
"25ha"	2025	22196	86	NA	2
"25ha"	2025	22196	60	NA	1
"25ha"	2025	22196	104	NA	3
"25ha"	2025	22196	71	NA	1
"25ha"	2025	22196	81	NA	1
"25ha"	2025	22196	88	NA	2
"25ha"	2025	22196	77	NA	1
"25ha"	2025	22196	90	NA	1
"25ha"	2025	22196	89	NA	2
"25ha"	2025	22197	89	NA	3
"25ha"	2025	22197	72	NA	2
"25ha"	2025	22197	81	NA	2
"25ha"	2025	22197	79	NA	3
"25ha"	2025	22210	0	"R"	1
"25ha"	2025	22210	42	NA	2
"25ha"	2025	22211	81	NA	1
"25ha"	2025	22211	93	NA	2
"25ha"	2025	22211	86	NA	2
"25ha"	2025	22214	65	NA	1
"25ha"	2025	22214	82	NA	2
"25ha"	2025	22214	71	NA	1
"25ha"	2025	22214	85	NA	2
"25ha"	2025	22216	70	NA	1
"25ha"	2025	22216	72	NA	2
"25ha"	2025	22222	100	NA	3
"25ha"	2025	22222	84	NA	3
"25ha"	2025	22222	71	NA	1
"25ha"	2025	22222	90	NA	3
"25ha"	2025	22222	65	NA	2
"25ha"	2025	22222	93	NA	3
"25ha"	2025	22222	67	NA	2
"25ha"	2025	22222	61	NA	1
"25ha"	2025	22222	71	NA	2
"25ha"	2025	22222	77	NA	2
"25ha"	2025	22222	81	NA	3
"25ha"	2025	22222	105	NA	3
"25ha"	2025	22222	93	NA	3
"25ha"	2025	22222	42	NA	1
"25ha"	2025	22222	68	NA	2
"25ha"	2025	22222	95	NA	3
"25ha"	2025	22226	107	NA	3
"25ha"	2025	22226	104	NA	3
"25ha"	2025	22226	80	NA	2
"25ha"	2025	22226	72	NA	2
"25ha"	2025	22226	89	NA	2
"25ha"	2025	22226	102	NA	3
"25ha"	2025	22226	102	NA	3
"25ha"	2025	22226	104	NA	3
"25ha"	2025	22226	82	NA	2
"25ha"	2025	22226	93	NA	3
"25ha"	2025	22226	92	NA	3
"25ha"	2025	22226	80	NA	2
"25ha"	2025	22226	98	NA	3
"25ha"	2025	22226	76	NA	2
"25ha"	2025	22226	93	NA	3
"25ha"	2025	22226	104	NA	4
"25ha"	2025	22227	74	NA	2
"25ha"	2025	22227	79	NA	2
"25ha"	2025	22227	89	NA	2
"25ha"	2025	22227	44	NA	1
"25ha"	2025	22227	51	NA	1
"25ha"	2025	22227	80	NA	2
"25ha"	2025	22229	67	NA	1
"25ha"	2025	22229	69	NA	2
"25ha"	2025	22229	83	NA	1
"25ha"	2025	22231	65	NA	1
"25ha"	2025	22231	82	NA	2
"25ha"	2025	22231	50	NA	1
"25ha"	2025	22231	87	NA	2
"25ha"	2025	22231	85	NA	2
"25ha"	2025	22231	85	NA	2
"25ha"	2025	22231	48	NA	1
"25ha"	2025	22235	79	NA	1
"25ha"	2025	22235	100	NA	3
"25ha"	2025	22235	70	NA	3
"25ha"	2025	22235	92	NA	3
"25ha"	2025	22235	78	NA	2
"25ha"	2025	22235	76	NA	3
"25ha"	2025	22235	84	NA	2
"25ha"	2025	22238	89	NA	3
"25ha"	2025	22238	82	NA	1
"25ha"	2025	22239	90	NA	2
"25ha"	2025	22239	63	NA	2
"25ha"	2025	22239	78	NA	2
"25ha"	2025	22240	83	NA	3
"25ha"	2025	22240	58	NA	3
"25ha"	2025	22245	72	NA	1
"25ha"	2025	22245	97	NA	2
"25ha"	2025	22245	85	NA	2
"25ha"	2025	22257	74	NA	2
"25ha"	2025	22257	448	"Q"	2
"25ha"	2025	22267	65	NA	2
"25ha"	2025	22267	67	NA	1
"25ha"	2025	22267	82	NA	2
"25ha"	2025	22267	59	NA	2
"25ha"	2025	22267	78	NA	2
"25ha"	2025	22267	78	NA	2
"25ha"	2025	22267	89	NA	3
"25ha"	2025	22270	95	NA	1
"25ha"	2025	22270	91	NA	1
"25ha"	2025	22274	63	NA	1
"25ha"	2025	22274	65	NA	2
"25ha"	2025	22274	75	NA	1
"25ha"	2025	22275	75	NA	2
"25ha"	2025	22275	49	NA	1
"25ha"	2025	22275	64	NA	2
"25ha"	2025	22275	68	NA	3
"25ha"	2025	22275	66	NA	1
"25ha"	2025	22275	64	NA	2
"25ha"	2025	22283	90	NA	2
"25ha"	2025	22283	75	NA	2
"25ha"	2025	22283	86	NA	2
"25ha"	2025	22283	56	NA	2
"25ha"	2025	22283	80	NA	2
"25ha"	2025	22283	52	NA	1
"25ha"	2025	22283	90	NA	2
"25ha"	2025	22286	74	NA	2
"25ha"	2025	22286	87	NA	2
"25ha"	2025	22286	81	NA	2
"25ha"	2025	22286	106	NA	3
"25ha"	2025	22286	98	NA	3
"25ha"	2025	22296	32	NA	1
"25ha"	2025	22296	272	NA	3
"25ha"	2025	22305	87	NA	2
"25ha"	2025	22305	59	NA	1
"25ha"	2025	22305	73	NA	2
"25ha"	2025	22307	95	NA	2
"25ha"	2025	22307	45	NA	2
"25ha"	2025	22307	73	NA	2
"25ha"	2025	22307	68	NA	2
"25ha"	2025	22308	61	NA	1
"25ha"	2025	22308	50	NA	1
"25ha"	2025	22308	89	NA	2
"25ha"	2025	22321	94	NA	3
"25ha"	2025	22321	86	NA	2
"25ha"	2025	22321	98	NA	3
"25ha"	2025	22321	110	NA	4
"25ha"	2025	22326	92	NA	2
"25ha"	2025	22326	103	NA	3
"25ha"	2025	22335	60	NA	1
"25ha"	2025	22335	72	NA	3
"25ha"	2025	22335	90	NA	2
"25ha"	2025	22335	58	NA	1
"25ha"	2025	22335	91	NA	2
"25ha"	2025	22335	94	NA	2
"25ha"	2025	22335	95	NA	3
"25ha"	2025	22335	89	NA	2
"25ha"	2025	22335	79	NA	2
"25ha"	2025	22348	90	NA	3
"25ha"	2025	22348	83	NA	3
"25ha"	2025	22348	87	NA	1
