"sp6","sp6curr","sp6prior","sp4","Current_order","Current_family","Current_name","Current_name_author","synonyms","vouchers","habit","Accepted_name","Accepted_name_author","Accepted_name_rank","Accepted_family","currnamechanged","sp6changed","acceptednamedif","notes","gbif_accepted_scientific_name","gbif_accepted_taxon_id","taxon_code"
"sterap","sterap","sterap","STEA","Malvales","Malvaceae","Sterculia apetala","(Jacq.) H. Karst.",NA,"R. Pérez 1380","Freestanding","Sterculia apetala","(Jacq.) H.Karst.","species","Malvaceae",FALSE,FALSE,FALSE,NA,"Sterculia apetala",5406679,"Sterculia apetala-STERAP-STEA"
"sticti","sticti",NA,NA,"Solanales","Convolvulaceae","Stictocardia tiliifolia","(Desr.) Hallier f.",NA,NA,"Climbing","Stictocardia tiliifolia","(Desr.) Hallier f.","species","Convolvulaceae",FALSE,NA,FALSE,NA,"Stictocardia tiliifolia",3677765,"Stictocardia tiliifolia-STICTI"
"stigel","stigel",NA,"STIE","Malpighiales","Malpighiaceae","Stigmaphyllon ellipticum","(Kunth) A. Juss.",NA,"R. Pérez 2055 (PMA, SCZ)","Climbing","Stigmaphyllon ellipticum","(Kunth) A.Juss.","species","Malpighiaceae",FALSE,NA,FALSE,NA,"Stigmaphyllon ellipticum",7285222,"Stigmaphyllon ellipticum-STIGEL-STIE"
"stighy","stighy",NA,"STIH","Malpighiales","Malpighiaceae","Stigmaphyllon hypargyreum","Triana & Planch.",NA,"R. Pérez 2145 y 2154 (PMA, SCZ)","Climbing","Stigmaphyllon hypargyreum","Triana & Planch.","species","Malpighiaceae",FALSE,NA,FALSE,NA,"Stigmaphyllon hypargyreum",3983566,"Stigmaphyllon hypargyreum-STIGHY-STIH"
"stigli","stigli",NA,"STIL","Malpighiales","Malpighiaceae","Stigmaphyllon lindenianum","A. Juss.",NA,"R. Pérez 2242 (PMA, SCZ)","Climbing","Stigmaphyllon lindenianum","A.Juss.","species","Malpighiaceae",FALSE,NA,FALSE,NA,"Stigmaphyllon lindenianum",7285160,"Stigmaphyllon lindenianum-STIGLI-STIL"
"stigpu","stigpu",NA,"STIP","Malpighiales","Malpighiaceae","Stigmaphyllon puberum","(Rich.) A. Juss.",NA,NA,"Climbing","Stigmaphyllon puberum","(Rich.) A.Juss.","species","Malpighiaceae",FALSE,NA,FALSE,NA,"Stigmaphyllon puberum",3191311,"Stigmaphyllon puberum-STIGPU-STIP"
"stizin","stizin",NA,"STII","Lamiales","Bignoniaceae","Stizophyllum inaequilaterum","Bureau & K. Schum.",NA,NA,"Climbing","Stizophyllum inaequilaterum","Bureau & K.Schum.","species","Bignoniaceae",FALSE,NA,FALSE,NA,"Stizophyllum inaequilaterum",4091727,"Stizophyllum inaequilaterum-STIZIN-STII"
"stizri","stizri",NA,"STIR","Lamiales","Bignoniaceae","Stizophyllum riparium","(Kunth) Sandwith",NA,"R. Pérez 2006 y 2306 (PMA, SCZ)","Climbing","Stizophyllum riparium","(Kunth) Sandwith","species","Bignoniaceae",FALSE,NA,FALSE,NA,"Stizophyllum riparium",4091599,"Stizophyllum riparium-STIZRI-STIR"
"strybr","strybr",NA,"STRB","Gentianales","Loganiaceae","Strychnos brachistantha","Standl.",NA,NA,"Climbing","Strychnos brachistantha","Standl.","species","Loganiaceae",FALSE,NA,FALSE,NA,"Strychnos brachistantha",5645729,"Strychnos brachistantha-STRYBR-STRB"
"stryda","stryda",NA,"STRD","Gentianales","Loganiaceae","Strychnos darienensis","Seem.",NA,NA,"Climbing","Strychnos darienensis","Seem.","species","Loganiaceae",FALSE,NA,FALSE,NA,"Strychnos darienensis",5645381,"Strychnos darienensis-STRYDA-STRD"
"strypa","strypa",NA,"STRP","Gentianales","Loganiaceae","Strychnos panamensis","Seem.",NA,NA,"Climbing","Strychnos panamensis","Seem.","species","Loganiaceae",FALSE,NA,FALSE,NA,"Strychnos panamensis",7289427,"Strychnos panamensis-STRYPA-STRP"
"stryto","stryto",NA,"STRT","Gentianales","Loganiaceae","Strychnos toxifera","R.H. Schomb. ex Lindl.",NA,NA,"Climbing","Strychnos toxifera","R.H.Schomb. ex Lindl.","species","Loganiaceae",FALSE,NA,FALSE,NA,"Strychnos toxifera",5414401,"Strychnos toxifera-STRYTO-STRT"
"stylst","stylst","stylst","STYS","Ericales","Primulaceae","Stylogyne turbacensis","(Kunth) Mez","Stylogyne standleyi","R. Pérez 1778","Freestanding","Stylogyne turbacensis","(Kunth) Mez","species","Primulaceae",FALSE,FALSE,FALSE,NA,"Stylogyne turbacensis",7331069,"Stylogyne turbacensis-STYLST-STYS"
"swars2","swars2","swars2","SWA2","Fabales","Fabaceae","Swartzia simplex var. continentalis","(Sw.) Spreng.","Swartzia simplex var. continentalis","R. Pérez 1973 (PMA, SCZ)","Freestanding","Swartzia simplex","(Sw.) Spreng.","species","Fabaceae",FALSE,FALSE,TRUE,"Current_name differs from Accepted_name returned by TNRS.","Swartzia simplex",5352047,"Swartzia simplex var. continentalis-SWARS2-SWA2"
"swars1","swars1","swars1","SWA1","Fabales","Fabaceae","Swartzia simplex var. grandiflora","(Sw.) Spreng.","Swartzia simplex var. grandiflora","R. Pérez 2188 (PMA, SCZ)","Freestanding","Swartzia simplex","(Sw.) Spreng.","species","Fabaceae",FALSE,FALSE,TRUE,"Current_name differs from Accepted_name returned by TNRS.","Swartzia simplex",5352047,"Swartzia simplex var. grandiflora-SWARS1-SWA1"
"swiema","swiema","swiema",NA,"Sapindales","Meliaceae","Swietenia macrophylla","King",NA,NA,"Freestanding","Swietenia macrophylla","King","species","Meliaceae",FALSE,FALSE,FALSE,NA,"Swietenia macrophylla",3190484,"Swietenia macrophylla-SWIEMA"
"sympgl","sympgl","sympgl","SYMG","Malpighiales","Clusiaceae","Symphonia globulifera","L. f.",NA,"R. Pérez 2219 (PMA, SCZ)","Freestanding","Symphonia globulifera","L.f.","species","Clusiaceae",FALSE,FALSE,FALSE,NA,"Symphonia globulifera",8185162,"Symphonia globulifera-SYMPGL-SYMG"
"synewa","synewa","synewa","SYNW","Arecales","Arecaceae","Synechanthus warscewiczianus","H. Wendl.",NA,NA,"Freestanding","Synechanthus warscewiczianus","H.Wendl.","species","Arecaceae",FALSE,FALSE,FALSE,NA,"Synechanthus warscewiczianus",2736134,"Synechanthus warscewiczianus-SYNEWA-SYNW"
"syzyja","syzyja","syzyja",NA,"Myrtales","Myrtaceae","Syzygium jambos","(L.) Alston","Eugenia jambos",NA,"Freestanding","Syzygium jambos","(L.) Alston","species","Myrtaceae",FALSE,FALSE,FALSE,NA,"Syzygium jambos",3183534,"Syzygium jambos-SYZYJA"
"syzyma","syzyma","syzyma","SYZM","Myrtales","Myrtaceae","Syzygium malaccense","(L.) Merr. & L.M. Perry",NA,NA,"Freestanding","Syzygium malaccense","(L.) Merr. & L.M.Perry","species","Myrtaceae",FALSE,FALSE,FALSE,NA,"Syzygium malaccense",3184509,"Syzygium malaccense-SYZYMA-SYZM"
"tab1ro","tab1ro","tab1ro","TABR","Lamiales","Bignoniaceae","Tabebuia rosea","(Bertol.) A. DC.",NA,"R. Pérez 1861 (PMA, SCZ)","Freestanding","Tabebuia rosea","(Bertol.) DC.","species","Bignoniaceae",FALSE,FALSE,FALSE,NA,"Tabebuia rosea",3172537,"Tabebuia rosea-TAB1RO-TABR"
"tab2am","tab2am",NA,NA,"Gentianales","Apocynaceae","Tabernaemontana amygdalifolia","Jacq.",NA,"R. Pérez 2390 y 2396 (PMA, SCZ)","Freestanding","Tabernaemontana amygdalifolia","Jacq.","species","Apocynaceae",FALSE,NA,FALSE,NA,"Tabernaemontana amygdalifolia",3169631,"Tabernaemontana amygdalifolia-TAB2AM"
"tab2ar","tab2ar","tab2ar","TABA","Gentianales","Apocynaceae","Tabernaemontana arborea","Rose",NA,"R. Pérez 1944 (PMA, SCZ)","Freestanding","Tabernaemontana arborea","Rose","species","Apocynaceae",FALSE,FALSE,FALSE,NA,"Tabernaemontana arborea",3618940,"Tabernaemontana arborea-TAB2AR-TABA"
"tab2di","tab2di",NA,NA,"Gentianales","Apocynaceae","Tabernaemontana divaricata","(L.) R. Br. ex Roem. & Schult.",NA,NA,"Freestanding","Tabernaemontana divaricata","(L.) R.Br. ex Roem. & Schult.","species","Apocynaceae",FALSE,NA,FALSE,NA,"Tabernaemontana divaricata",3169625,"Tabernaemontana divaricata-TAB2DI"
"tachve","tachve","tachve","TACV","Fabales","Fabaceae","Tachigali panamensis","van der Werff & N. Zamora",NA,NA,"Freestanding","Tachigali panamensis","van der Werff & N.Zamora","species","Fabaceae",FALSE,FALSE,FALSE,NA,"Tachigali panamensis",7478385,"Tachigali panamensis-TACHVE-TACV"
"talipr","talipr","talipr","TALP","Sapindales","Sapindaceae","Talisia croatii","Acev.-Rodr.",NA,"R. Pérez 2228","Freestanding","Talisia croatii","Acev.-Rodr.","species","Sapindaceae",FALSE,FALSE,FALSE,NA,"Talisia croatii",3788402,"Talisia croatii-TALIPR-TALP"
"taline","taline","taline","TALN","Sapindales","Sapindaceae","Talisia nervosa","Radlk.",NA,"R. Pérez 1843","Freestanding","Talisia nervosa","Radlk.","species","Sapindaceae",FALSE,FALSE,FALSE,NA,"Talisia nervosa",3788079,"Talisia nervosa-TALINE-TALN"
"tamain","tamain","tamain",NA,"Fabales","Fabaceae","Tamarindus indica","L.",NA,NA,"Freestanding","Tamarindus indica","L.","species","Fabaceae",FALSE,FALSE,FALSE,NA,"Tamarindus indica",2975768,"Tamarindus indica-TAMAIN"
"par3py","par3py",NA,"PARP","Lamiales","Bignoniaceae","Tanaecium pyramidatum","(Rich.) L.G. Lohmann","Paragonia pyramidata","R. Pérez 2218 (PMA, SCZ)","Climbing","Tanaecium pyramidatum","(Rich.) L.G.Lohmann","species","Bignoniaceae",FALSE,NA,FALSE,NA,"Tanaecium pyramidatum",7933875,"Tanaecium pyramidatum-PAR3PY-PARP"
"cerate","cerate",NA,"CERT","Lamiales","Bignoniaceae","Tanaecium tetragonolobum","(Jacq.) L.G. Lohmann","Ceratophytum tetragonolobum",NA,"Climbing","Tanaecium tetragonolobum","(Jacq.) L.G.Lohmann","species","Bignoniaceae",FALSE,NA,FALSE,NA,"Tanaecium tetragonolobum",8323761,"Tanaecium tetragonolobum-CERATE-CERT"
"cynare","cynare",NA,"CYNR","Gentianales","Apocynaceae","Tassadia obovata","Decne.","Cynanchum recurvum","R. Pérez 2285 (PMA, SCZ)","Climbing","Tassadia obovata","Decne.","species","Apocynaceae",FALSE,NA,FALSE,NA,"Tassadia obovata",3571251,"Tassadia obovata-CYNARE-CYNR"
"teraun","teraun",NA,NA,"Fabales","Fabaceae","Teramnus uncinatus","(L.) Sw.",NA,NA,"Climbing","Teramnus uncinatus","(L.) Sw.","species","Fabaceae",FALSE,NA,FALSE,NA,"Teramnus uncinatus",2951909,"Teramnus uncinatus-TERAUN"
"teravo","teravo",NA,NA,"Fabales","Fabaceae","Teramnus volubilis","Sw.",NA,NA,"Climbing","Teramnus volubilis","Sw.","species","Fabaceae",FALSE,NA,FALSE,NA,"Teramnus volubilis",2951939,"Teramnus volubilis-TERAVO"
"termam","termam","termam","TERA","Myrtales","Combretaceae","Terminalia amazonia","(J.F. Gmel.) Exell",NA,"R. Pérez 1383 (PMA, SCZ)","Freestanding","Terminalia amazonia","(J.F.Gmel.) Exell","species","Combretaceae",FALSE,FALSE,FALSE,NA,"Terminalia amazonica",8153963,"Terminalia amazonia-TERMAM-TERA"
"termob","termob","termob","TERO","Myrtales","Combretaceae","Terminalia oblonga","(Ruiz & Pav.) Steud.","Terminalia chiriquensis","R. Pérez 1391 (PMA, SCZ)","Freestanding","Terminalia oblonga","(Ruiz & Pav.) Steud.","species","Combretaceae",FALSE,FALSE,FALSE,NA,"Terminalia oblonga",3189396,"Terminalia oblonga-TERMOB-TERO"
"ternte","ternte","ternte","TERT","Ericales","Pentaphylacaceae","Ternstroemia tepezapote","Schltdl. & Cham.","Ternstroemia oocarpa","R. Pérez 1887","Freestanding","Ternstroemia tepezapote","Schltdl. & Cham.","species","Pentaphylacaceae",FALSE,FALSE,FALSE,NA,"Ternstroemia tepezapote",3590257,"Ternstroemia tepezapote-TERNTE-TERT"
"tet1hy","tet1hy",NA,"TETH","Dilleniales","Dilleniaceae","Tetracera hydrophila","Triana & Planch.",NA,NA,"Climbing","Tetracera hydrophila","Triana & Planch.","species","Dilleniaceae",FALSE,NA,FALSE,NA,"Tetracera hydrophila",5681356,"Tetracera hydrophila-TET1HY-TETH"
"tet1po","tet1po","tet1po","TET1","Dilleniales","Dilleniaceae","Tetracera portobellensis","Beurl.",NA,"R. Pérez 2014 y 2111 (PMA, SCZ)","Climbing","Tetracera portobellensis","Beurl.","species","Dilleniaceae",FALSE,FALSE,FALSE,NA,"Tetracera portobellensis",5681043,"Tetracera portobellensis-TET1PO-TET1"
"tet1vo","tet1vo",NA,"TETV","Dilleniales","Dilleniaceae","Tetracera volubilis","L.",NA,NA,"Climbing","Tetracera volubilis","L.","species","Dilleniaceae",FALSE,NA,FALSE,NA,"Tetracera volubilis",8420425,"Tetracera volubilis-TET1VO-TETV"
"tet1wi","tet1wi",NA,NA,"Dilleniales","Dilleniaceae","Tetracera willdenowiana","Steud.",NA,NA,"Climbing","Tetracera willdenowiana","Steud.","species","Dilleniaceae",FALSE,NA,FALSE,NA,"Tetracera willdenowiana",7303983,"Tetracera willdenowiana-TET1WI"
"tet3di","tet3di",NA,"TETD","Malpighiales","Malpighiaceae","Tetrapterys discolor","(G. Mey.) DC.",NA,NA,"Climbing","Tetrapterys discolor","(G.Mey.) DC.","species","Malpighiaceae",FALSE,NA,FALSE,NA,"Tetrapterys discolor",7285556,"Tetrapterys discolor-TET3DI-TETD"
"tet3go","tet3go",NA,NA,"Malpighiales","Malpighiaceae","Tetrapterys goudotiana","Triana & Planch.",NA,"R. Pérez 2291 y 2514 (PMA, SCZ)","Climbing","Tetrapterys goudotiana","Triana & Planch.","species","Malpighiaceae",FALSE,NA,FALSE,NA,"Tetrapterys goudotiana",8372713,"Tetrapterys goudotiana-TET3GO"
"tet3se","tet3se",NA,"TETS","Malpighiales","Malpighiaceae","Tetrapterys seemannii","Triana & Planch.",NA,NA,"Climbing","Tetrapterys seemannii","Triana & Planch.","species","Malpighiaceae",FALSE,NA,FALSE,NA,"Tetrapterys seemannii",3984668,"Tetrapterys seemannii-TET3SE-TETS"
"tet4jo","tet4jo","tet4jo","TETJ","Malpighiales","Salicaceae","Tetrathylacium johansenii","Standl.",NA,"R. Pérez 1384","Freestanding","Tetrathylacium johansenii","Standl.","species","Salicaceae",FALSE,FALSE,FALSE,NA,"Tetrathylacium johansenii",7796300,"Tetrathylacium johansenii-TET4JO-TETJ"
"theoca","theoca","theoca","THEC","Malvales","Malvaceae","Theobroma cacao","L.",NA,NA,"Freestanding","Theobroma cacao","L.","species","Malvaceae",FALSE,FALSE,FALSE,NA,"Theobroma cacao",3152205,"Theobroma cacao-THEOCA-THEC"
"thevah","thevah","thevah","THEA","Gentianales","Apocynaceae","Thevetia ahouai","(L.) A. DC.",NA,"R. Pérez 1880 (PMA, SCZ)","Freestanding","Thevetia ahouai","(L.) Vahl","species","Apocynaceae",FALSE,FALSE,FALSE,NA,"Thevetia ahouai",5536401,"Thevetia ahouai-THEVAH-THEA"
"thinmy","thinmy",NA,"THIM","Sapindales","Sapindaceae","Thinouia myriantha","Triana & Planch.",NA,"R. Pérez 2215 y 2250 (PMA, SCZ)","Climbing","Thinouia myriantha","Triana & Planch.","species","Sapindaceae",FALSE,NA,FALSE,NA,"Thinouia myriantha",3787794,"Thinouia myriantha-THINMY-THIM"
"wulfba","wulfba",NA,"WULB","Asterales","Asteraceae","Tilesia baccata","(L.) Pruski",NA,NA,"Climbing","Tilesia baccata","(L.) Pruski","species","Asteraceae",FALSE,NA,FALSE,NA,"Tilesia baccata",5400111,"Tilesia baccata-WULFBA-WULB"
"tocopi","tocopi","tocopi","TOCP","Gentianales","Rubiaceae","Tocoyena pittieri","(Standl.) Standl.","Tocoyena williamsii","R. Pérez 1983","Freestanding","Tocoyena pittieri","(Standl.) Standl.","species","Rubiaceae",FALSE,FALSE,FALSE,NA,"Tocoyena pittieri",2898256,"Tocoyena pittieri-TOCOPI-TOCP"
"tontov","tontov",NA,"TONO","Celastrales","Celastraceae","Tontelea passiflora","(Vell.) Lombardi","Tontelea ovalifolia","R. Pérez 2031 (PMA, SCZ)","Climbing","Tontelea passiflora","(Vell.) Lombardi","species","Celastraceae",FALSE,NA,FALSE,NA,"Tontelea passiflora",7946419,"Tontelea passiflora-TONTOV-TONO"
"tourbi","tourbi",NA,"TOUB","Boraginales","Boraginaceae","Tournefortia bicolor","Sw.",NA,NA,"Climbing","Tournefortia bicolor","Sw.","species","Boraginaceae",FALSE,NA,FALSE,NA,"Heliotropium verdcourtii",4060815,"Tournefortia bicolor-TOURBI-TOUB"
"tourcu","tourcu",NA,"TOUC","Boraginales","Boraginaceae","Tournefortia cuspidata","Kunth",NA,"R. Pérez 2141 (PMA, SCZ)","Climbing","Tournefortia cuspidata","Kunth","species","Boraginaceae",FALSE,NA,FALSE,NA,"Heliotropium cuspidatum",11059361,"Tournefortia cuspidata-TOURCU-TOUC"
"tovolo","tovolo","tovolo","TOVL","Malpighiales","Clusiaceae","Tovomita longifolia","(Rich.) Hochr.",NA,NA,"Freestanding","Tovomita longifolia","(Rich.) Hochr.","species","Clusiaceae",FALSE,FALSE,FALSE,NA,"Tovomita longifolia",3711314,"Tovomita longifolia-TOVOLO-TOVL"
"tovost","tovost","tovost","TOVS","Malpighiales","Clusiaceae","Tovomita stylosa","Hemsl.",NA,"R. Pérez 2328 (PMA, SCZ)","Freestanding","Tovomita stylosa","Hemsl.","species","Clusiaceae",FALSE,FALSE,FALSE,NA,"Tovomita stylosa",3710887,"Tovomita stylosa-TOVOST-TOVS"
"tratas","tratas","tratas","TRAA","Sapindales","Burseraceae","Trattinnickia aspera","(Standl.) Swart",NA,NA,"Freestanding","Trattinnickia aspera","(Standl.) Swart","species","Burseraceae",FALSE,FALSE,FALSE,NA,"Trattinnickia aspera",3992709,"Trattinnickia aspera-TRATAS-TRAA"
"tremin","tremin",NA,NA,"Rosales","Cannabaceae","Trema domingense","Urb.","Trema integerrimum","R. Pérez 2293 (PMA, SCZ)","Freestanding","Trema domingense","Urb.","species","Cannabaceae",FALSE,NA,FALSE,NA,"Trema domingense",4160257,"Trema domingense-TREMIN"
"tremmi","tremmi",NA,"TREM","Rosales","Cannabaceae","Trema micranthum","(L.) Blume","Trema micrantha","R. Pérez 1831 (PMA, SCZ)","Freestanding","Trema micranthum","(L.) Blume","species","Cannabaceae",FALSE,NA,FALSE,NA,"Trema micranthum",2984501,"Trema micranthum-TREMMI-TREM"
"tri1gi","tri1gi","tri1gi","TRIG","Lamiales","Acanthaceae","Trichanthera gigantea","(Bonpl.) Nees",NA,"R. Pérez 2236 (PMA, SCZ)","Freestanding","Trichanthera gigantea","(Bonpl.) Nees","species","Acanthaceae",FALSE,FALSE,FALSE,NA,"Trichanthera gigantea",8138695,"Trichanthera gigantea-TRI1GI-TRIG"
"tri2hi","tri2hi","tri2hi","TRIH","Sapindales","Meliaceae","Trichilia hirta","L.",NA,NA,"Freestanding","Trichilia hirta","L.","species","Meliaceae",FALSE,FALSE,FALSE,NA,"Trichilia hirta",3190494,"Trichilia hirta-TRI2HI-TRIH"
"tri2pa","tri2pa","tri2pa","TRI1","Sapindales","Meliaceae","Trichilia pallida","Sw.",NA,"R. Pérez 1962","Freestanding","Trichilia pallida","Sw.","species","Meliaceae",FALSE,FALSE,FALSE,NA,"Trichilia pallida",3190491,"Trichilia pallida-TRI2PA-TRI1"
"tri2pl","tri2pl","tri2pl","TRI2","Sapindales","Meliaceae","Trichilia pleeana","C. DC.","Trichilia japurensis","R. Pérez 895","Freestanding","Trichilia pleeana","(A.Juss.) C.DC.","species","Meliaceae",FALSE,FALSE,FALSE,NA,"Trichilia pleeana",3852019,"Trichilia pleeana-TRI2PL-TRI2"
"tri2tu","tri2tu","tri2tu","TRI3","Sapindales","Meliaceae","Trichilia tuberculata","C. DC.",NA,"R. Pérez 1998","Freestanding","Trichilia tuberculata","(Triana & Planch.) C.DC.","species","Meliaceae",FALSE,FALSE,FALSE,NA,"Trichilia tuberculata",3850448,"Trichilia tuberculata-TRI2TU-TRI3"
"tri4ga","tri4ga",NA,"TRI6","Malvales","Malvaceae","Trichospermum mexicanum","(DC.) Baill.","Trichospermum galeottii","R. Pérez 2152","Freestanding","Trichospermum mexicanum","(DC.) Baill.","species","Malvaceae",FALSE,NA,FALSE,NA,"Trichospermum mexicanum",4261486,"Trichospermum mexicanum-TRI4GA-TRI6"
"trigru","trigru",NA,"TRIF","Malpighiales","Trigoniaceae","Trigonia rugosa","Benth.",NA,NA,"Climbing","Trigonia rugosa","Benth.","species","Trigoniaceae",FALSE,NA,FALSE,NA,"Trigonia rugosa",5687666,"Trigonia rugosa-TRIGRU-TRIF"
"tripcu","tripcu","tripcu","TRIC","Caryophyllales","Polygonaceae","Triplaris cumingiana","Fisch. & C.A. Mey. ex C.A. Mey.",NA,"R. Pérez 1828","Freestanding","Triplaris cumingiana","Fisch. & C.A.Mey.","species","Polygonaceae",FALSE,FALSE,FALSE,NA,"Triplaris cumingiana",4038399,"Triplaris cumingiana-TRIPCU-TRIC"
"triula","triula",NA,NA,"Malvales","Malvaceae","Triumfetta lappula","L.",NA,NA,"Freestanding","Triumfetta lappula","L.","species","Malvaceae",FALSE,NA,FALSE,NA,"Triumfetta lappula",3152066,"Triumfetta lappula-TRIULA"
"olmeas","olmeas","olmeas","OLMA","Rosales","Moraceae","Trophis caucana","(Pittier) C.C. Berg","Olmedia aspera","R. Pérez 1879","Freestanding","Trophis caucana","(Pittier) C.C.Berg","species","Moraceae",FALSE,FALSE,FALSE,NA,"Olmedia aspera",7954917,"Trophis caucana-OLMEAS-OLMA"
"tropra","tropra","tropra","TROR","Rosales","Moraceae","Trophis racemosa","Urb.",NA,"R. Pérez 2326","Freestanding","Trophis racemosa","(L.) Urb.","species","Moraceae",FALSE,FALSE,FALSE,NA,"Trophis racemosa",2984648,"Trophis racemosa-TROPRA-TROR"
"turnpa","turnpa","turnpa","TURP","Malpighiales","Passifloraceae","Turnera panamensis","Urb.",NA,NA,"Freestanding","Turnera panamensis","Urb.","species","Passifloraceae",FALSE,FALSE,FALSE,NA,"Turnera panamensis",4161192,"Turnera panamensis-TURNPA-TURP"
"turpoc","turpoc","turpoc","TURO","Crossosomatales","Staphyleaceae","Turpinia occidentalis","(Sw.) G. Don","Staphylea occidentalis","R. Pérez 2045","Freestanding","Turpinia occidentalis","(Sw.) G.Don","species","Staphyleaceae",FALSE,FALSE,FALSE,NA,"Turpinia occidentalis",5421358,"Turpinia occidentalis-TURPOC-TURO"
"tynncr","tynncr",NA,"TYNC","Lamiales","Bignoniaceae","Tynanthus croatianus","A.H. Gentry",NA,NA,"Climbing","Tynanthus croatianus","A.H.Gentry","species","Bignoniaceae",FALSE,NA,FALSE,NA,"Tynanthus croatianus",4093245,"Tynanthus croatianus-TYNNCR-TYNC"
"uncato","uncato",NA,"UNCT","Gentianales","Rubiaceae","Uncaria tomentosa","(Willd. ex Roem. & Schult.) DC.",NA,"R. Pérez 2054 (PMA, SCZ)","Climbing","Uncaria tomentosa","(Willd. ex Schult.) DC.","species","Rubiaceae",FALSE,NA,FALSE,NA,"Uncaria tomentosa",5338267,"Uncaria tomentosa-UNCATO-UNCT"
"unonpi","unonpi","unonpi","UNOP","Magnoliales","Annonaceae","Unonopsis pittieri","Saff.",NA,"R. Pérez 1996 (PMA, SCZ)","Freestanding","Unonopsis pittieri","Saff.","species","Annonaceae",FALSE,FALSE,FALSE,NA,"Unonopsis pittieri",3157769,"Unonopsis pittieri-UNONPI-UNOP"
"urerba","urerba","urerba","UREB","Rosales","Urticaceae","Urera baccifera","(L.) Gaudich. ex Wedd.",NA,NA,"Freestanding","Urera baccifera","(L.) Gaudich. ex Wedd.","species","Urticaceae",FALSE,FALSE,FALSE,NA,"Urera baccifera",7411905,"Urera baccifera-URERBA-UREB"
"urereg","urereg",NA,"UREE","Rosales","Urticaceae","Urera simplex","Wedd.",NA,NA,"Freestanding","Urera simplex","Wedd.","species","Urticaceae",FALSE,NA,FALSE,NA,"Urera simplex",4098366,"Urera simplex-UREREG-UREE"
"acacfa","acacfa",NA,NA,"Fabales","Fabaceae","Vachellia farnesiana","(L.) Wight & Arn.","Acacia farnesiana",NA,"Freestanding","Vachellia farnesiana","(L.) Wight & Arn.","species","Fabaceae",FALSE,NA,FALSE,NA,"Vachellia farnesiana",2979265,"Vachellia farnesiana-ACACFA"
"acacme","acacme","acacme","ACA1","Fabales","Fabaceae","Vachellia melanoceras","(Beurl.) Seigler & Ebinger","Acacia melanoceras",NA,"Freestanding","Vachellia melanoceras","(Beurl.) Seigler & Ebinger","species","Fabaceae",FALSE,FALSE,FALSE,NA,"Vachellia melanoceras",3795438,"Vachellia melanoceras-ACACME-ACA1"
"blepmu","blepmu",NA,"BLEM","Gentianales","Apocynaceae","Vailia anomala","(Brandegee) W.D.Stevens","Blepharodon mucronatum",NA,"Climbing","Blepharodon mucronatum","(Schltdl.) Decne.","species","Apocynaceae",FALSE,NA,TRUE,"Current_name differs from Accepted_name returned by TNRS.","Vailia anomala",9763251,"Vailia anomala-BLEPMU-BLEM"
